Player,Pos,stats_link,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
Clint Boling,OG,https://www.sports-reference.com/cfb/players/clint-boling-1.html,6-5,308,5.28,31.0,28,102,7.66,4.64,Cincinnati Bengals / 4th / 101st pick / 2011
Justin Boren,OG,https://www.sports-reference.com/cfb/players/clint-boling-1.html,6-3,309,5.40,,28,,7.57,4.75,
Matt Bosher,P,https://www.sports-reference.com/cfb/players/matt-bosher-1.html,6-1,208,4.78,,8,,,,Atlanta Falcons / 6th / 192nd pick / 2011
Da'Quan Bowers,DE,https://www.sports-reference.com/cfb/players/daquan-bowers-1.html,6-3,280,4.92,,22,,,,Tampa Bay Buccaneers / 2nd / 51st pick / 2011
Allen Bradford,RB,https://www.sports-reference.com/cfb/players/allen-bradford-1.html,5-11,242,4.53,29.0,28,113,6.97,4.39,Tampa Bay Buccaneers / 6th / 187th pick / 2011
James Brewer,OT,https://www.sports-reference.com/cfb/players/allen-bradford-1.html,6-6,323,5.21,26.0,25,100,7.84,4.81,New York Giants / 4th / 117th pick / 2011
James Brewer,CB,https://www.sports-reference.com/cfb/players/niles-brinkley-1.html,5-9,193,4.54,33.5,15,120,7.23,,
James Brewer,WR,https://www.sports-reference.com/cfb/players/deandre-brown-1.html,6-6,233,4.59,29.0,20,117,6.93,4.33,
Chykie Brown,CB,https://www.sports-reference.com/cfb/players/chykie-brown-1.html,5-11,190,4.49,36.5,,120,6.50,4.00,Baltimore Ravens / 5th / 164th pick / 2011
Curtis Brown,CB,https://www.sports-reference.com/cfb/players/curtis-brown-2.html,6-0,185,4.51,39.5,10,128,6.59,4.00,Pittsburgh Steelers / 3rd / 95th pick / 2011
Jalil Brown,CB,https://www.sports-reference.com/cfb/players/jalil-brown-1.html,6-1,204,4.52,35.5,24,116,6.85,4.25,Kansas City Chiefs / 4th / 118th pick / 2011
Vincent Brown,WR,https://www.sports-reference.com/cfb/players/vincent-brown-3.html,5-11,187,4.68,33.5,12,121,6.64,4.25,San Diego Chargers / 3rd / 82nd pick / 2011
Kendric Burney,CB,https://www.sports-reference.com/cfb/players/kendric-burney-1.html,5-9,186,4.71,32.5,14,112,,,
Brandon Burton,CB,https://www.sports-reference.com/cfb/players/brandon-burton-1.html,6-0,190,4.50,32.0,18,118,6.93,4.07,Minnesota Vikings / 5th / 139th pick / 2011
Stephen Burton,WR,https://www.sports-reference.com/cfb/players/brandon-burton-1.html,6-1,221,4.50,34.5,19,117,7.04,4.31,Minnesota Vikings / 7th / 236th pick / 2011
Mario Butler,CB,https://www.sports-reference.com/cfb/players/mario-butler-1.html,6-0,182,4.65,30.5,,120,7.09,4.37,
Jordan Cameron,TE,https://www.sports-reference.com/cfb/players/jordan-cameron-1.html,6-5,254,4.53,37.5,23,119,6.82,4.03,Cleveland Browns / 4th / 102nd pick / 2011
Jordan Cameron,QB,https://www.sports-reference.com/cfb/players/jeff-van-camp-1.html,6-5,218,4.83,31.0,,114,6.87,4.16,
Marcus Cannon,OT,https://www.sports-reference.com/cfb/players/marcus-cannon-1.html,6-5,358,5.26,30.5,33,105,8.07,4.97,New England Patriots / 5th / 138th pick / 2011
Gabe Carimi,OT,https://www.sports-reference.com/cfb/players/gabe-carimi-1.html,6-7,314,5.18,31.5,29,109,,,Chicago Bears / 1st / 29th pick / 2011
Roc Carmichael,CB,https://www.sports-reference.com/cfb/players/rashad-carmichael-1.html,5-10,192,4.41,31.0,13,116,6.69,4.06,Houston Texans / 4th / 127th pick / 2011
James Carpenter,OT,https://www.sports-reference.com/cfb/players/james-carpenter-1.html,6-4,321,5.22,,23,,,,Seattle Seahawks / 1st / 25th pick / 2011
Bruce Carter,OLB,https://www.sports-reference.com/cfb/players/bruce-carter-1.html,6-1,241,4.57,,25,,,,Dallas Cowboys / 2nd / 40th pick / 2011
Chris Carter,OLB,https://www.sports-reference.com/cfb/players/chris-carter-2.html,6-1,248,4.58,36.0,27,114,6.88,4.34,Pittsburgh Steelers / 5th / 162nd pick / 2011
Delone Carter,RB,https://www.sports-reference.com/cfb/players/delone-carter-1.html,5-9,222,4.54,37.0,27,120,6.92,4.07,Indianapolis Colts / 4th / 119th pick / 2011
Delone Carter,RB,https://www.sports-reference.com/cfb/players/delone-carter-1.html,5-9,222,4.54,37.0,27,120,6.92,4.07,Indianapolis Colts / 4th / 119th pick / 2011
Quinton Carter,S,https://www.sports-reference.com/cfb/players/quinton-carter-1.html,6-1,208,4.57,34.5,23,121,7.05,4.06,Denver Broncos / 4th / 108th pick / 2011
Jurrell Casey,DT,https://www.sports-reference.com/cfb/players/jurrell-casey-1.html,6-1,300,5.04,27.5,26,101,7.51,4.78,Tennessee Titans / 3rd / 77th pick / 2011
Anthony Castonzo,OT,https://www.sports-reference.com/cfb/players/jurrell-casey-1.html,6-7,311,5.21,29.5,28,105,7.25,4.40,Indianapolis Colts / 1st / 22nd pick / 2011
Shaun Chapas,FB,https://www.sports-reference.com/cfb/players/shaun-chapas-1.html,6-2,247,4.87,35.5,23,116,7.13,4.40,Dallas Cowboys / 7th / 220th pick / 2011
Chimdi Chekwa,CB,https://www.sports-reference.com/cfb/players/chimdi-chekwa-1.html,6-0,191,4.38,34.5,,126,,,Oakland Raiders / 4th / 113th pick / 2011
Ugo Chinasa,DE,https://www.sports-reference.com/cfb/players/ugo-chinasa-1.html,6-5,264,4.63,28.0,22,117,7.07,4.39,
Garrett Chisolm,OG,https://www.sports-reference.com/cfb/players/ugo-chinasa-1.html,6-5,312,5.36,,,,,,
Charles Clay,FB,https://www.sports-reference.com/cfb/players/charles-clay-1.html,6-3,245,4.69,33.5,18,118,7.07,4.15,Miami Dolphins / 6th / 174th pick / 2011
John Clay,RB,https://www.sports-reference.com/cfb/players/john-clay-1.html,6-0,230,4.83,29.0,,111,,,
Adrian Clayborn,DE,https://www.sports-reference.com/cfb/players/adrian-clayborn-1.html,6-3,281,4.78,33.0,,113,7.30,4.13,Tampa Bay Buccaneers / 1st / 20th pick / 2011
Randall Cobb,WR,https://www.sports-reference.com/cfb/players/randall-cobb-1.html,5-10,191,4.46,33.5,16,115,7.08,4.34,Green Bay Packers / 2nd / 64th pick / 2011
Randall Cobb,QB,https://www.sports-reference.com/cfb/players/ryan-colburn-1.html,6-3,233,5.12,,,,6.84,4.28,
Chris Conte,S,https://www.sports-reference.com/cfb/players/chris-conte-1.html,6-2,197,4.52,35.5,18,127,7.01,4.19,Chicago Bears / 3rd / 93rd pick / 2011
Chris Conte,RB,https://www.sports-reference.com/cfb/players/graig-cooper-1.html,5-10,205,4.60,,18,114,6.66,4.03,
Chris Conte,CB,https://www.sports-reference.com/cfb/players/vance-cuff-1.html,5-10,178,4.53,36.0,,120,6.91,4.09,
Chris Culliver,CB,https://www.sports-reference.com/cfb/players/chris-culliver-1.html,6-0,199,4.36,38.5,,123,6.88,4.08,San Francisco 49ers / 3rd / 80th pick / 2011
Andy Dalton,QB,https://www.sports-reference.com/cfb/players/andy-dalton-1.html,6-2,215,4.83,29.5,,106,6.93,4.27,Cincinnati Bengals / 2nd / 35th pick / 2011
Andy Dalton,OLB,https://www.sports-reference.com/cfb/players/wayne-daniels-1.html,6-0,260,5.03,25.0,,106,7.81,4.68,
Marcell Dareus,DT,https://www.sports-reference.com/cfb/players/marcell-dareus-1.html,6-3,319,4.93,27.0,24,,7.83,4.62,Buffalo Bills / 1st / 3rd pick / 2011
Marcell Dareus,OT,https://www.sports-reference.com/cfb/players/marcell-dareus-1.html,6-7,313,5.50,24.0,,91,7.98,5.07,
Mark Dell,WR,https://www.sports-reference.com/cfb/players/mark-dell-1.html,6-0,193,4.54,,14,,,,
Akeem Dent,ILB,https://www.sports-reference.com/cfb/players/akeem-dent-1.html,6-1,242,4.73,37.5,24,123,,,Atlanta Falcons / 3rd / 91st pick / 2011
Akeem Dent,RB,https://www.sports-reference.com/cfb/players/noel-devine-1.html,5-7,179,4.43,,24,,,,
Pat Devlin,QB,https://www.sports-reference.com/cfb/players/noel-devine-1.html,6-3,225,4.81,33.0,,116,7.08,4.32,
Demarcus Dobbs,DE,https://www.sports-reference.com/cfb/players/demarcus-dobbs-1.html,6-2,281,4.87,31.0,,107,7.22,4.37,
Ray Dominguez,OG,https://www.sports-reference.com/cfb/players/ray-dominguez-1.html,6-4,334,5.45,27.5,21,90,7.74,4.90,
Ryan Donahue,P,https://www.sports-reference.com/cfb/players/ryan-donahue-1.html,6-2,193,4.90,,,,,,
Tandon Doss,WR,https://www.sports-reference.com/cfb/players/tandon-doss-1.html,6-2,201,4.62,,14,,,,Baltimore Ravens / 4th / 123rd pick / 2011
Ras-I Dowling,CB,https://www.sports-reference.com/cfb/players/ras-i-dowling-1.html,6-1,198,4.40,,19,,,,New England Patriots / 2nd / 33rd pick / 2011
Shaun Draughn,RB,https://www.sports-reference.com/cfb/players/shaun-draughn-1.html,5-11,213,4.73,34.0,21,118,7.15,4.20,
Demarcus Van Dyke,CB,https://www.sports-reference.com/cfb/players/demarcus-van-dyke-1.html,6-1,176,4.28,33.5,5,121,6.97,4.09,Oakland Raiders / 3rd / 81st pick / 2011
Kenrick Ellis,DT,https://www.sports-reference.com/cfb/players/demarcus-van-dyke-1.html,6-5,346,5.19,,26,,,,New York Jets / 3rd / 94th pick / 2011
Ricky Elmore,DE,https://www.sports-reference.com/cfb/players/ricky-elmore-1.html,6-4,255,4.88,31.5,26,106,7.25,4.32,Green Bay Packers / 6th / 197th pick / 2011
Nathan Enderle,QB,https://www.sports-reference.com/cfb/players/nathan-enderle-1.html,6-4,240,5.12,25.5,,102,7.13,4.46,Chicago Bears / 5th / 160th pick / 2011
Darren Evans,RB,https://www.sports-reference.com/cfb/players/darren-evans-1.html,6-0,227,4.56,35.0,26,111,6.96,4.46,
Nick Fairley,DT,https://www.sports-reference.com/cfb/players/nick-fairley-1.html,6-4,291,4.84,31.0,,113,7.14,4.56,Detroit Lions / 1st / 13th pick / 2011
Mario Fannin,RB,https://www.sports-reference.com/cfb/players/mario-fannin-1.html,5-10,231,4.37,37.5,21,115,6.99,4.21,
Kai Forbath,K,https://www.sports-reference.com/cfb/players/kai-forbath-1.html,5-11,197,4.78,,,,,,
Kai Forbath,P,https://www.sports-reference.com/cfb/players/reid-forrest-1.html,6-0,189,4.69,,,,,,
Mason Foster,OLB,https://www.sports-reference.com/cfb/players/mason-foster-1.html,6-1,245,4.75,31.0,22,110,7.14,4.45,Tampa Bay Buccaneers / 3rd / 84th pick / 2011
Orlando Franklin,OT,https://www.sports-reference.com/cfb/players/orlando-franklin-1.html,6-5,316,5.11,28.5,26,,,,Denver Broncos / 2nd / 46th pick / 2011
Sione Fua,DT,https://www.sports-reference.com/cfb/players/sione-fua-1.html,6-1,308,5.28,24.0,30,101,7.54,4.54,Carolina Panthers / 3rd / 97th pick / 2011
Brandon Fusco,C,https://www.sports-reference.com/cfb/players/sione-fua-1.html,6-4,306,5.18,28.5,26,108,7.29,4.43,Minnesota Vikings / 6th / 172nd pick / 2011
Blaine Gabbert,QB,https://www.sports-reference.com/cfb/players/blaine-gabbert-1.html,6-4,234,4.61,33.5,,120,6.84,4.26,Jacksonville Jaguars / 1st / 10th pick / 2011
Blaine Gabbert,TE,https://www.sports-reference.com/cfb/players/charlie-gantt-1.html,6-4,252,4.85,30.5,27,112,7.15,4.40,
Clyde Gates,WR,https://www.sports-reference.com/cfb/players/charlie-gantt-1.html,6-0,192,4.31,40.0,16,131,,,Miami Dolphins / 4th / 111th pick / 2011
Marcus Gilbert,OT,https://www.sports-reference.com/cfb/players/marcus-gilbert-1.html,6-6,330,5.41,,30,,,,Pittsburgh Steelers / 2nd / 63rd pick / 2011
Marcus Gilchrist,CB,https://www.sports-reference.com/cfb/players/marcus-gilchrist-1.html,5-10,195,4.45,38.5,26,119,6.81,4.12,San Diego Chargers / 2nd / 50th pick / 2011
DeJon Gomes,S,https://www.sports-reference.com/cfb/players/dejon-gomes-1.html,5-11,208,4.50,31.0,13,110,,,Washington Redskins / 5th / 146th pick / 2011
Cameron Graham,TE,https://www.sports-reference.com/cfb/players/cameron-graham-1.html,6-3,244,5.00,31.0,18,105,7.19,4.51,
Cameron Graham,TE,https://www.sports-reference.com/cfb/players/cameron-graham-1.html,6-3,244,5.00,31.0,18,105,7.19,4.51,
Adam Grant,OT,https://www.sports-reference.com/cfb/players/cameron-graham-1.html,6-6,325,5.54,26.5,25,99,8.25,5.00,
John Graves,DT,https://www.sports-reference.com/cfb/players/john-graves-2.html,6-3,286,5.09,28.5,29,114,7.49,4.49,
A.J. Green,WR,https://www.sports-reference.com/cfb/players/aj-green-1.html,6-4,211,4.48,34.5,18,126,6.91,4.21,Cincinnati Bengals / 1st / 4th pick / 2011
Alex Green,RB,https://www.sports-reference.com/cfb/players/alex-green-2.html,6-0,225,4.45,34.0,20,114,6.91,4.15,Green Bay Packers / 3rd / 96th pick / 2011
Virgil Green,TE,https://www.sports-reference.com/cfb/players/virgil-green-1.html,6-3,249,4.54,42.5,23,130,6.90,4.40,Denver Broncos / 7th / 204th pick / 2011
Tori Gurley,WR,https://www.sports-reference.com/cfb/players/tori-gurley-1.html,6-4,216,4.53,33.5,15,118,7.05,4.25,
Lawrence Guy,DT,https://www.sports-reference.com/cfb/players/lawrence-guy-1.html,6-4,305,4.96,29.0,28,,7.60,4.43,Green Bay Packers / 7th / 233rd pick / 2011
Eric Hagg,S,https://www.sports-reference.com/cfb/players/eric-hagg-1.html,6-1,209,4.62,34.5,18,121,6.73,4.19,Cleveland Browns / 7th / 248th pick / 2011
Chris Hairston,OT,https://www.sports-reference.com/cfb/players/chris-hairston-1.html,6-6,326,5.38,29.0,33,96,7.90,4.70,Buffalo Bills / 4th / 122nd pick / 2011
Jamel Hamler,WR,https://www.sports-reference.com/cfb/players/jamel-hamler-1.html,6-1,193,4.59,32.0,4,112,7.16,4.18,
Leonard Hankerson,WR,https://www.sports-reference.com/cfb/players/leonard-hankerson-1.html,6-1,209,4.40,36.0,14,117,6.94,4.21,Washington Redskins / 3rd / 79th pick / 2011
Daniel Hardy,TE,https://www.sports-reference.com/cfb/players/daniel-hardy-1.html,6-4,249,4.78,,18,,,,Tampa Bay Buccaneers / 7th / 238th pick / 2011
Jamie Harper,RB,https://www.sports-reference.com/cfb/players/jamie-harper-1.html,5-11,233,4.53,36.5,24,120,7.16,4.39,Tennessee Titans / 4th / 130th pick / 2011
Brandon Harris,CB,https://www.sports-reference.com/cfb/players/brandon-harris-1.html,5-9,191,4.46,35.5,13,113,6.77,4.12,Houston Texans / 2nd / 60th pick / 2011
Dwayne Harris,WR,https://www.sports-reference.com/cfb/players/dwayne-harris-1.html,5-10,203,4.53,34.0,10,111,6.77,4.21,Dallas Cowboys / 6th / 176th pick / 2011
Stanley Havili,FB,https://www.sports-reference.com/cfb/players/stanley-havili-1.html,6-0,227,4.64,,,,,,Philadelphia Eagles / 7th / 240th pick / 2011
Roy Helu,RB,https://www.sports-reference.com/cfb/players/roy-helu-1.html,5-11,219,4.40,36.5,11,119,6.67,4.01,Washington Redskins / 4th / 105th pick / 2011
Alex Henery,K,https://www.sports-reference.com/cfb/players/alex-henery-1.html,6-1,177,4.87,,,,,,Philadelphia Eagles / 4th / 120th pick / 2011
Chas Henry,P,https://www.sports-reference.com/cfb/players/chas-henry-1.html,6-3,219,4.85,,,,,,
Ricky Henry,OG,https://www.sports-reference.com/cfb/players/ricky-henry-1.html,6-3,308,5.68,24.0,20,90,7.98,4.68,
Mark Herzlich,OLB,https://www.sports-reference.com/cfb/players/mark-herzlich-1.html,6-4,244,4.91,32.5,29,112,7.32,4.46,
Cameron Heyward,DE,https://www.sports-reference.com/cfb/players/cameron-heyward-1.html,6-5,294,4.95,30.0,,,,,Pittsburgh Steelers / 1st / 31st pick / 2011
Will Hill,S,https://www.sports-reference.com/cfb/players/will-hill-1.html,6-1,202,4.64,31.0,,123,,4.19,
Jermale Hines,S,https://www.sports-reference.com/cfb/players/jermale-hines-1.html,6-1,219,4.59,31.0,19,,6.90,4.21,St. Louis Rams / 5th / 158th pick / 2011
Kyle Hix,OT,https://www.sports-reference.com/cfb/players/jermale-hines-1.html,6-7,319,5.44,32.0,24,104,7.77,4.78,
Brandon Hogan,CB,https://www.sports-reference.com/cfb/players/brandon-hogan-1.html,5-10,192,4.43,,19,,,,Carolina Panthers / 4th / 98th pick / 2011
Doug Hogue,OLB,https://www.sports-reference.com/cfb/players/doug-hogue-1.html,6-2,235,4.62,36.0,18,121,7.09,4.57,Detroit Lions / 5th / 157th pick / 2011
Andre Holmes,WR,https://www.sports-reference.com/cfb/players/doug-hogue-1.html,6-4,210,4.51,35.0,11,130,6.69,4.31,
Ross Homan,OLB,https://www.sports-reference.com/cfb/players/ross-homan-1.html,6-1,240,4.66,35.5,32,111,7.21,4.34,Minnesota Vikings / 6th / 200th pick / 2011
Davon House,CB,https://www.sports-reference.com/cfb/players/davon-house-1.html,6-0,200,4.44,33.5,14,109,6.65,4.12,Green Bay Packers / 4th / 131st pick / 2011
Rob Housler,TE,https://www.sports-reference.com/cfb/players/rob-housler-1.html,6-5,248,4.46,37.0,22,117,6.90,4.21,Arizona Cardinals / 3rd / 69th pick / 2011
Justin Houston,OLB,https://www.sports-reference.com/cfb/players/justin-houston-1.html,6-3,270,4.62,36.5,30,125,6.95,4.37,Kansas City Chiefs / 3rd / 70th pick / 2011
Rodney Hudson,C,https://www.sports-reference.com/cfb/players/rodney-hudson-1.html,6-2,299,5.27,25.5,27,95,8.03,4.96,Kansas City Chiefs / 2nd / 55th pick / 2011
Kevin Hughes,OT,https://www.sports-reference.com/cfb/players/rodney-hudson-1.html,6-4,302,5.31,29.5,22,95,8.29,4.97,
Jeremiha Hunter,OLB,https://www.sports-reference.com/cfb/players/jeremiha-hunter-1.html,6-0,239,4.77,31.5,20,116,,,
Kendall Hunter,RB,https://www.sports-reference.com/cfb/players/kendall-hunter-1.html,5-7,199,4.46,35.0,24,122,6.74,4.21,San Francisco 49ers / 4th / 115th pick / 2011
Zach Hurd,OG,https://www.sports-reference.com/cfb/players/kendall-hunter-1.html,6-7,316,5.28,28.0,,101,7.73,4.77,
Maurice Hurt,OG,https://www.sports-reference.com/cfb/players/kendall-hunter-1.html,6-3,318,5.39,,18,,,,Washington Redskins / 7th / 217th pick / 2011
Henry Hynoski,FB,https://www.sports-reference.com/cfb/players/henry-hynoski-1.html,6-0,257,5.06,30.5,24,111,,,
Ben Ijalana,OG,https://www.sports-reference.com/cfb/players/henry-hynoski-1.html,6-4,317,5.20,,,,,,Indianapolis Colts / 2nd / 49th pick / 2011
Mark Ingram,RB,https://www.sports-reference.com/cfb/players/mark-ingram-1.html,5-9,215,4.62,31.5,21,118,7.13,4.62,New Orleans Saints / 1st / 28th pick / 2011
Nate Irving,ILB,https://www.sports-reference.com/cfb/players/nate-irving-1.html,6-1,240,4.74,,,,,,Denver Broncos / 3rd / 67th pick / 2011
Andrew Jackson,OG,https://www.sports-reference.com/cfb/players/andrew-jackson-2.html,6-5,299,5.27,28.0,25,98,7.55,4.65,Atlanta Falcons / 7th / 210th pick / 2011
Jaiquawn Jarrett,S,https://www.sports-reference.com/cfb/players/jaiquawn-jarrett-1.html,6-0,198,4.62,30.0,14,113,6.95,4.14,Philadelphia Eagles / 2nd / 54th pick / 2011
Jaiquawn Jarrett,K,https://www.sports-reference.com/cfb/players/josh-jasper-1.html,5-10,174,5.06,,,,,,
Lestar Jean,WR,https://www.sports-reference.com/cfb/players/josh-jasper-1.html,6-3,215,4.61,37.5,14,113,7.45,4.43,
Jarvis Jenkins,DT,https://www.sports-reference.com/cfb/players/jarvis-jenkins-1.html,6-4,310,5.03,26.5,17,98,7.42,4.83,Washington Redskins / 2nd / 41st pick / 2011
Jerrel Jernigan,WR,https://www.sports-reference.com/cfb/players/jerrel-jernigan-1.html,5-9,185,4.46,37.5,11,124,7.07,4.25,New York Giants / 3rd / 83rd pick / 2011
Jerrel Jernigan,OG,https://www.sports-reference.com/cfb/players/jerrel-jernigan-1.html,6-5,361,5.40,25.5,25,96,,5.03,
Jeron Johnson,S,https://www.sports-reference.com/cfb/players/jeron-johnson-1.html,5-10,212,4.51,,23,,,,
Jeron Johnson,S,https://www.sports-reference.com/cfb/players/jeron-johnson-1.html,5-10,212,4.51,,23,,,,
Jerrod Johnson,QB,https://www.sports-reference.com/cfb/players/jerrod-johnson-1.html,6-5,251,4.75,29.0,,119,7.28,4.31,
Ronald Johnson,WR,https://www.sports-reference.com/cfb/players/ronald-johnson-2.html,5-11,199,4.46,,16,,,,San Francisco 49ers / 6th / 182nd pick / 2011
Greg Jones,ILB,https://www.sports-reference.com/cfb/players/greg-jones-2.html,6-0,242,4.75,31.5,21,117,7.27,4.27,New York Giants / 6th / 185th pick / 2011
Julio Jones,WR,https://www.sports-reference.com/cfb/players/julio-jones-1.html,6-3,220,4.34,38.5,17,135,6.66,4.25,Atlanta Falcons / 1st / 6th pick / 2011
Taiwan Jones,RB,https://www.sports-reference.com/cfb/players/julio-jones-1.html,6-0,194,4.33,,13,,,,Oakland Raiders / 4th / 125th pick / 2011
Cameron Jordan,DE,https://www.sports-reference.com/cfb/players/cameron-jordan-1.html,6-4,287,4.74,31.0,25,117,7.07,4.37,New Orleans Saints / 1st / 24th pick / 2011
Elijah Joseph,ILB,https://www.sports-reference.com/cfb/players/elijah-joseph-1.html,6-1,243,4.80,,,,,,
Colin Kaepernick,QB,https://www.sports-reference.com/cfb/players/colin-kaepernick-1.html,6-5,233,4.53,32.5,,115,6.85,4.18,San Francisco 49ers / 2nd / 36th pick / 2011
Jason Kelce,C,https://www.sports-reference.com/cfb/players/jason-kelce-1.html,6-3,280,4.89,30.5,,110,7.22,4.14,Philadelphia Eagles / 6th / 191st pick / 2011
Lance Kendricks,TE,https://www.sports-reference.com/cfb/players/lance-kendricks-1.html,6-3,243,4.65,34.5,25,122,6.94,4.15,St. Louis Rams / 2nd / 47th pick / 2011
Shiloh Keo,S,https://www.sports-reference.com/cfb/players/shiloh-keo-1.html,5-11,219,4.74,32.5,24,110,6.55,3.90,Houston Texans / 5th / 144th pick / 2011
Jeremy Kerley,WR,https://www.sports-reference.com/cfb/players/jeremy-kerley-1.html,5-9,189,4.56,34.5,16,120,,,New York Jets / 5th / 153rd pick / 2011
Ryan Kerrigan,DE,https://www.sports-reference.com/cfb/players/ryan-kerrigan-1.html,6-4,267,4.67,33.5,31,122,7.18,4.39,Washington Redskins / 1st / 16th pick / 2011
Daniel Kilgore,OG,https://www.sports-reference.com/cfb/players/ryan-kerrigan-1.html,6-3,308,5.28,32.5,23,105,7.59,4.68,San Francisco 49ers / 5th / 163rd pick / 2011
Jarriel King,OT,https://www.sports-reference.com/cfb/players/jarriel-king-1.html,6-5,317,5.03,30.0,23,114,7.60,4.77,
Karl Klug,DE,https://www.sports-reference.com/cfb/players/karl-klug-1.html,6-3,275,4.85,,22,,,,Tennessee Titans / 5th / 142nd pick / 2011
Karl Klug,OT,https://www.sports-reference.com/cfb/players/karl-klug-1.html,6-8,315,5.34,,,,,,
Joe Lefeged,S,https://www.sports-reference.com/cfb/players/joe-lefeged-1.html,6-0,210,4.42,36.5,18,122,6.82,4.13,
Mark LeGree,S,https://www.sports-reference.com/cfb/players/joe-lefeged-1.html,5-11,210,4.49,31.0,21,116,6.90,4.09,Seattle Seahawks / 5th / 156th pick / 2011
Orie Lemon,ILB,https://www.sports-reference.com/cfb/players/orie-lemon-1.html,6-1,242,4.87,30.0,27,113,7.45,4.40,
Mikel Leshoure,RB,https://www.sports-reference.com/cfb/players/mikel-leshoure-1.html,6-0,227,4.56,38.0,21,122,6.82,4.40,Detroit Lions / 2nd / 57th pick / 2011
