Player,Pos,stats_link,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr),year
Dwayne Blakley,TE,https://www.sports-reference.com/cfb/players/dwayne-blakley-1.html,6-5,256,4.96,32.5,21,107,7.33,4.29,,2002
Rocky Boiman,OLB, ,6-4,242,4.60,35.0,17,122,6.86,4.05,Tennessee Titans / 4th / 133rd pick / 2002,2002
Bruce Branch,CB,https://www.sports-reference.com/cfb/players/bruce-branch-1.html,5-10,192,4.53,35.0,,119,7.12,4.47,,2002
Deion Branch,WR,https://www.sports-reference.com/cfb/players/deion-branch-1.html,5-9,191,4.47,36.0,,117,6.71,3.78,New England Patriots / 2nd / 65th pick / 2002,2002
Sam Brandon,S,https://www.sports-reference.com/cfb/players/sam-brandon-1.html,6-2,199,4.66,36.5,,127,,,Denver Broncos / 4th / 131st pick / 2002,2002
Jack Brewer,S,https://www.sports-reference.com/cfb/players/jack-brewer-1.html,6-0,194,4.59,37.0,12,122,6.90,4.24,,2002
Raheem Brock,DE,https://www.sports-reference.com/cfb/players/raheem-brock-1.html,6-4,257,4.93,34.0,25,115,7.09,4.23,Philadelphia Eagles / 7th / 238th pick / 2002,2002
Alex Brown,DE,https://www.sports-reference.com/cfb/players/alex-brown-1.html,6-3,260,4.74,,,,,,Chicago Bears / 4th / 104th pick / 2002,2002
Sheldon Brown,CB,https://www.sports-reference.com/cfb/players/sheldon-brown-1.html,5-10,196,4.47,36.5,15,120,7.00,4.24,Philadelphia Eagles / 2nd / 59th pick / 2002,2002
Antonio Bryant,WR,https://www.sports-reference.com/cfb/players/antonio-bryant-1.html,6-1,188,4.57,37.0,,121,,,Dallas Cowboys / 2nd / 63rd pick / 2002,2002
Wendell Bryant,DT, ,6-4,308,4.91,,,,,,Arizona Cardinals / 1st / 12th pick / 2002,2002
Phillip Buchanon,CB,https://www.sports-reference.com/cfb/players/phillip-buchanon-1.html,5-10,186,4.31,,,,,,Oakland Raiders / 1st / 17th pick / 2002,2002
Courtland Bullard,OLB, ,6-3,234,4.69,36.5,,123,6.99,4.28,St. Louis Rams / 5th / 167th pick / 2002,2002
Joe Burns,RB,https://www.sports-reference.com/cfb/players/joe-burns-1.html,5-9,213,4.81,31.0,21,105,,,,2002
Joe Burns,ILB, ,6-1,249,4.83,30.5,18,102,7.28,4.21,,2002
Reche Caldwell,WR,https://www.sports-reference.com/cfb/players/reche-caldwell-1.html,6-0,194,4.53,41.5,,130,7.00,4.10,San Diego Chargers / 2nd / 48th pick / 2002,2002
Rocky Calmus,OLB,https://www.sports-reference.com/cfb/players/rocky-calmus-1.html,6-3,243,4.69,,16,,,,Tennessee Titans / 3rd / 77th pick / 2002,2002
Kelly Campbell,WR,https://www.sports-reference.com/cfb/players/kelly-campbell-1.html,5-10,171,4.48,,,,,,,2002
Kelly Campbell,OG, ,6-4,307,5.26,25.5,30,88,7.96,4.81,Carolina Panthers / 7th / 213th pick / 2002,2002
David Carr,QB,https://www.sports-reference.com/cfb/players/david-carr-1.html,6-3,223,4.67,35.0,,108,7.05,4.28,Houston Texans / 1st / 1st pick / 2002,2002
David Carr,RB,https://www.sports-reference.com/cfb/players/demontray-carter-2.html,5-10,191,4.52,33.0,16,120,7.38,4.36,,2002
Tim Carter,WR,https://www.sports-reference.com/cfb/players/tim-carter-1.html,6-0,190,4.32,39.0,,126,6.68,3.93,New York Giants / 2nd / 46th pick / 2002,2002
Tim Carter,WR,https://www.sports-reference.com/cfb/players/tim-carter-1.html,6-0,190,4.32,39.0,,126,6.68,3.93,New York Giants / 2nd / 46th pick / 2002,2002
Rock Cartwright,RB,https://www.sports-reference.com/cfb/players/rod-cartwright-1.html,5-8,237,4.47,35.0,30,116,7.18,4.25,Washington Redskins / 7th / 257th pick / 2002,2002
Chris Cash,CB,https://www.sports-reference.com/cfb/players/chris-cash-1.html,5-10,177,4.50,,,,,,Detroit Lions / 6th / 175th pick / 2002,2002
Jeff Chandler,K,https://www.sports-reference.com/cfb/players/jeff-chandler-1.html,6-2,218,5.00,,,,,,San Francisco 49ers / 4th / 102nd pick / 2002,2002
Jeff Chandler,WR, ,6-3,207,4.52,36.5,,122,7.02,4.09,San Diego Chargers / 5th / 142nd pick / 2002,2002
Jeff Chandler,CB,https://www.sports-reference.com/cfb/players/jermaine-chatman-1.html,5-11,185,4.55,35.5,,121,,,,2002
Kenyon Coleman,DE, ,6-5,284,4.97,,32,,,,Oakland Raiders / 5th / 147th pick / 2002,2002
Kenyon Coleman,OT, ,6-5,301,5.23,29.0,,103,7.84,4.88,Washington Redskins / 6th / 192nd pick / 2002,2002
Kenyon Coleman,OT, ,6-5,300,5.53,25.5,32,104,8.62,4.98,,2002
Kenyon Coleman,DT, ,6-3,298,5.03,31.5,31,105,7.52,4.46,,2002
Marc Colombo,OT, ,6-8,313,5.27,29.5,30,101,7.65,4.60,Chicago Bears / 1st / 29th pick / 2002,2002
Marc Colombo,OLB,https://www.sports-reference.com/cfb/players/joe-cooper-1.html,6-0,233,4.95,32.0,17,111,7.47,4.46,,2002
Keyuo Craver,CB,https://www.sports-reference.com/cfb/players/keyuo-craver-1.html,5-11,201,4.62,31.0,13,123,,,New Orleans Saints / 4th / 125th pick / 2002,2002
Keyuo Craver,RB,https://www.sports-reference.com/cfb/players/eric-crouch-1.html,6-0,195,4.47,38.0,,112,6.87,4.02,St. Louis Rams / 3rd / 95th pick / 2002,2002
Keyuo Craver,OG, ,6-4,316,5.46,24.0,,98,8.52,4.73,,2002
Ronald Curry,QB,https://www.sports-reference.com/cfb/players/ronald-curry-1.html,6-2,220,4.59,35.0,,115,7.06,4.11,Oakland Raiders / 7th / 235th pick / 2002,2002
Ronald Curry,S,https://www.sports-reference.com/cfb/players/kevin-curtis-1.html,6-2,212,4.53,37.5,24,124,6.75,3.88,San Francisco 49ers / 4th / 127th pick / 2002,2002
Ronald Curry,QB, ,5-10,207,4.59,,,,,,,2002
Najeh Davenport,FB,https://www.sports-reference.com/cfb/players/najeh-davenport-1.html,6-1,248,4.57,,,,,,Green Bay Packers / 4th / 135th pick / 2002,2002
Rohan Davey,QB,https://www.sports-reference.com/cfb/players/rohan-davey-1.html,6-2,245,4.74,,,,,,New England Patriots / 4th / 117th pick / 2002,2002
Andre' Davis,WR,https://www.sports-reference.com/cfb/players/andre-davis-1.html,6-1,194,4.42,39.5,,123,6.77,4.10,Cleveland Browns / 2nd / 47th pick / 2002,2002
Andra Davis,ILB,https://www.sports-reference.com/cfb/players/andra-davis-1.html,6-1,244,4.77,31.5,20,112,,,Cleveland Browns / 5th / 141st pick / 2002,2002
Dorsett Davis,DT, ,6-5,304,5.00,31.0,30,109,7.83,4.67,Denver Broncos / 3rd / 96th pick / 2002,2002
Dorsett Davis,S,https://www.sports-reference.com/cfb/players/dan-dawson-1.html,6-1,219,4.57,38.0,24,124,6.75,4.00,,2002
Dorsett Davis,OG, ,6-4,333,5.57,27.5,30,97,8.37,4.97,,2002
Ryan Denney,DE,https://www.sports-reference.com/cfb/players/ryan-denney-1.html,6-7,276,4.86,33.0,36,107,7.18,4.25,Buffalo Bills / 2nd / 61st pick / 2002,2002
Kori Dickerson,FB,https://www.sports-reference.com/cfb/players/kori-dickerson-1.html,6-4,240,4.75,34.0,22,116,7.34,4.51,,2002
Kori Dickerson,QB,https://www.sports-reference.com/cfb/players/brandon-doman-1.html,6-2,210,4.81,32.5,,106,6.90,4.08,San Francisco 49ers / 5th / 163rd pick / 2002,2002
Travis Dorsch,P,https://www.sports-reference.com/cfb/players/travis-dorsch-1.html,6-6,221,4.89,,,,,,Cincinnati Bengals / 4th / 109th pick / 2002,2002
T.J. Duckett,RB,https://www.sports-reference.com/cfb/players/tj-duckett-1.html,6-0,254,4.45,,,,,,Atlanta Falcons / 1st / 18th pick / 2002,2002
T.J. Duckett,OG, ,6-4,324,5.44,28.5,22,101,8.31,4.69,,2002
Tim Duncan,K,https://www.sports-reference.com/cfb/players/tim-duncan-1.html,6-2,207,5.00,,,,,,,2002
Tim Duncan,DT, ,6-3,313,5.10,31.0,27,103,7.57,4.41,Arizona Cardinals / 4th / 113th pick / 2002,2002
Omar Easy,FB,https://www.sports-reference.com/cfb/players/omar-easy-1.html,6-1,244,4.53,40.0,21,123,7.25,4.12,Kansas City Chiefs / 4th / 107th pick / 2002,2002
Omar Easy,C, ,6-3,300,5.10,29.0,28,103,7.46,4.55,,2002
Mike Echols,CB,https://www.sports-reference.com/cfb/players/mike-echols-1.html,5-9,190,4.35,,,,,,Tennessee Titans / 4th / 110th pick / 2002,2002
Kalimba Edwards,DE,https://www.sports-reference.com/cfb/players/kalimba-edwards-1.html,6-5,265,4.75,,,,,,Detroit Lions / 2nd / 35th pick / 2002,2002
Steve Edwards,OG, ,6-5,355,5.50,23.0,20,94,8.37,5.15,,2002
Antwaan Randle El,WR,https://www.sports-reference.com/cfb/players/antwaan-randle-el-1.html,5-10,191,4.49,,,,,,Pittsburgh Steelers / 2nd / 62nd pick / 2002,2002
Justin Ena,ILB,https://www.sports-reference.com/cfb/players/justin-ena-1.html,6-3,247,4.71,34.0,20,116,6.78,4.11,,2002
Justin Ena,WR,https://www.sports-reference.com/cfb/players/rj-english-1.html,6-2,211,4.55,37.5,,121,7.03,4.11,,2002
Hayden Epstein,K,https://www.sports-reference.com/cfb/players/hayden-epstein-1.html,6-2,212,4.79,,,,,,Jacksonville Jaguars / 7th / 247th pick / 2002,2002
Demarcus Faggins,CB,https://www.sports-reference.com/cfb/players/demarcus-faggins-1.html,5-10,178,4.57,36.5,3,121,6.64,3.92,Houston Texans / 6th / 173rd pick / 2002,2002
Randy Fasani,QB,https://www.sports-reference.com/cfb/players/randy-fasani-1.html,6-3,224,4.77,31.5,,106,6.75,3.87,Carolina Panthers / 5th / 137th pick / 2002,2002
Trev Faulk,ILB, ,6-3,241,4.90,32.0,,116,,,,2002
Trev Faulk,P,https://www.sports-reference.com/cfb/players/jeff-ferguson-1.html,5-10,201,4.80,,,,,,,2002
Levar Fisher,OLB,https://www.sports-reference.com/cfb/players/levar-fisher-1.html,6-1,233,4.67,31.0,,110,7.30,,Arizona Cardinals / 2nd / 49th pick / 2002,2002
Tony Fisher,RB,https://www.sports-reference.com/cfb/players/tony-fisher-1.html,6-1,226,4.66,41.5,21,126,7.00,4.13,,2002
Tony Fisher,RB,https://www.sports-reference.com/cfb/players/little-john-flowers-1.html,5-11,214,4.72,34.0,19,110,7.09,4.08,,2002
Tony Fisher,RB,https://www.sports-reference.com/cfb/players/delvon-flowers-1.html,5-11,200,4.67,35.5,15,117,,,,2002
Toniu Fonoti,OG, ,6-4,349,5.49,28.5,32,97,8.12,4.81,San Diego Chargers / 2nd / 39th pick / 2002,2002
Toniu Fonoti,OG, ,6-4,349,5.49,28.5,32,97,8.12,4.81,San Diego Chargers / 2nd / 39th pick / 2002,2002
Larry Foote,OLB,https://www.sports-reference.com/cfb/players/larry-foote-1.html,6-1,231,4.83,30.0,24,,7.18,4.41,Pittsburgh Steelers / 4th / 128th pick / 2002,2002
Larry Foote,CB,https://www.sports-reference.com/cfb/players/willie-ford-1.html,6-1,195,4.57,34.0,10,117,7.25,4.33,,2002
Larry Foote,DE, ,6-2,261,4.77,37.5,22,112,7.12,4.28,,2002
DeShaun Foster,RB,https://www.sports-reference.com/cfb/players/deshaun-foster-1.html,6-1,222,4.57,35.5,20,119,6.82,4.16,Carolina Panthers / 2nd / 34th pick / 2002,2002
Melvin Fowler,C, ,6-3,300,5.46,27.0,32,99,7.51,4.60,Cleveland Browns / 3rd / 76th pick / 2002,2002
Eddie Freeman,DT, ,6-5,310,4.91,34.5,32,111,7.85,4.81,Kansas City Chiefs / 2nd / 43rd pick / 2002,2002
Dwight Freeney,DE,https://www.sports-reference.com/cfb/players/dwight-freeney-1.html,6-1,266,4.48,,28,,,,Indianapolis Colts / 1st / 11th pick / 2002,2002
Scott Fujita,OLB, ,6-5,248,4.64,42.0,20,122,7.09,4.21,Kansas City Chiefs / 5th / 143rd pick / 2002,2002
Jabar Gaffney,WR,https://www.sports-reference.com/cfb/players/jabar-gaffney-1.html,6-1,193,4.56,,,,6.87,4.06,Houston Texans / 2nd / 33rd pick / 2002,2002
Jabar Gaffney,FB,https://www.sports-reference.com/cfb/players/paris-gaines-1.html,6-0,228,4.67,,14,,,,,2002
David Garrard,QB,https://www.sports-reference.com/cfb/players/david-garrard-1.html,6-2,235,4.82,33.5,,111,7.35,4.26,Jacksonville Jaguars / 4th / 108th pick / 2002,2002
David Givens,WR,https://www.sports-reference.com/cfb/players/david-givens-1.html,6-0,217,4.56,40.5,,126,6.82,4.13,New England Patriots / 7th / 253rd pick / 2002,2002
LaVar Glover,CB,https://www.sports-reference.com/cfb/players/lavar-glover-1.html,5-9,177,4.59,37.0,11,117,7.18,4.29,Pittsburgh Steelers / 7th / 212th pick / 2002,2002
LaVar Glover,CB,https://www.sports-reference.com/cfb/players/andre-goodman-1.html,5-10,182,4.36,,,,,,,2002
Jonathan Goodwin,OG, ,6-3,318,5.13,,,,,,New York Jets / 5th / 154th pick / 2002,2002
Lamar Gordon,RB, ,6-1,214,4.55,34.0,16,119,,,St. Louis Rams / 3rd / 84th pick / 2002,2002
Daniel Graham,TE,https://www.sports-reference.com/cfb/players/daniel-graham-1.html,6-3,248,4.64,36.0,,118,,,New England Patriots / 1st / 21st pick / 2002,2002
Charles Grant,DE,https://www.sports-reference.com/cfb/players/charles-grant-1.html,6-3,282,4.69,31.0,24,118,7.69,4.39,New Orleans Saints / 1st / 25th pick / 2002,2002
Bobby Gray,S,https://www.sports-reference.com/cfb/players/bobby-gray-1.html,6-0,209,4.66,,24,112,,,Chicago Bears / 5th / 140th pick / 2002,2002
Jarvis Green,DE, ,6-3,272,4.87,31.0,,109,7.52,4.25,New England Patriots / 4th / 126th pick / 2002,2002
William Green,RB,https://www.sports-reference.com/cfb/players/william-green-1.html,6-0,221,4.60,42.0,27,121,,,Cleveland Browns / 1st / 16th pick / 2002,2002
William Green,K,https://www.sports-reference.com/cfb/players/david-greene-2.html,5-10,177,,,,,,,,2002
Andre Gurode,OG,https://www.sports-reference.com/cfb/players/andre-gurode-1.html,6-4,316,5.34,30.5,,100,8.15,5.05,Dallas Cowboys / 2nd / 37th pick / 2002,2002
Andre Gurode,DE, ,6-4,269,4.88,,28,,,,,2002
Andre Gurode,FB,https://www.sports-reference.com/cfb/players/joe-hall-1.html,6-2,271,4.97,28.0,22,107,,,,2002
Carlos Hall,DE,https://www.sports-reference.com/cfb/players/carlos-hall-1.html,6-4,259,4.67,40.0,20,129,6.97,4.19,Tennessee Titans / 7th / 240th pick / 2002,2002
Ryan Hannam,TE, ,6-2,251,4.69,30.5,18,113,7.07,4.21,Seattle Seahawks / 5th / 169th pick / 2002,2002
Alan Harper,DT,https://www.sports-reference.com/cfb/players/alan-harper-1.html,6-2,295,5.27,30.5,,104,,4.64,New York Jets / 4th / 121st pick / 2002,2002
Joey Harrington,QB,https://www.sports-reference.com/cfb/players/joey-harrington-1.html,6-4,215,4.89,32.0,,112,7.00,4.21,Detroit Lions / 1st / 3rd pick / 2002,2002
Napoleon Harris,OLB,https://www.sports-reference.com/cfb/players/napoleon-harris-1.html,6-3,253,4.55,34.0,27,115,7.15,4.44,Oakland Raiders / 1st / 23rd pick / 2002,2002
Quentin Harris,S,https://www.sports-reference.com/cfb/players/quentin-harris-1.html,6-0,216,4.61,36.5,14,120,7.59,4.34,,2002
Tyreo Harrison,ILB,https://www.sports-reference.com/cfb/players/tyreo-harrison-1.html,6-2,238,4.87,40.0,,118,7.24,,Philadelphia Eagles / 6th / 198th pick / 2002,2002
Herb Haygood,WR,https://www.sports-reference.com/cfb/players/herb-haygood-1.html,5-11,193,4.45,33.0,,114,6.65,4.26,Denver Broncos / 5th / 144th pick / 2002,2002
Verron Haynes,FB,https://www.sports-reference.com/cfb/players/verron-haynes-1.html,5-10,224,4.78,31.5,25,117,7.27,4.08,Pittsburgh Steelers / 5th / 166th pick / 2002,2002
Albert Haynesworth,DT, ,6-6,320,5.09,,,,,,Tennessee Titans / 1st / 15th pick / 2002,2002
Albert Haynesworth,RB,https://www.sports-reference.com/cfb/players/ennis-haywood-1.html,5-10,218,4.76,35.0,12,112,7.08,4.14,,2002
Albert Haynesworth,S,https://www.sports-reference.com/cfb/players/jason-hebert-1.html,5-11,190,4.63,35.5,15,118,7.12,3.88,,2002
Keith Heinrich,TE, ,6-5,255,4.77,35.0,21,120,6.87,4.10,Carolina Panthers / 6th / 174th pick / 2002,2002
Eric Heitmann,OG, ,6-4,305,5.22,28.0,33,103,7.56,4.60,San Francisco 49ers / 7th / 239th pick / 2002,2002
John Henderson,DT, ,6-7,308,4.87,27.5,24,110,7.71,4.66,Jacksonville Jaguars / 1st / 9th pick / 2002,2002
Leonard Henry,RB,https://www.sports-reference.com/cfb/players/leonard-henry-1.html,6-1,206,4.57,35.0,26,113,7.11,4.29,Miami Dolphins / 7th / 241st pick / 2002,2002
Artis Hicks,OG, ,6-4,303,5.08,29.5,22,104,7.85,4.64,,2002
Maurice Hicks,RB, ,5-10,200,4.64,,19,,,,,2002
Charles Hill,DT, ,6-2,293,5.06,33.5,23,113,7.37,4.36,Houston Texans / 3rd / 83rd pick / 2002,2002
Kahlil Hill,WR,https://www.sports-reference.com/cfb/players/kahlil-hill-1.html,6-2,200,4.65,35.0,,,,,Atlanta Falcons / 6th / 184th pick / 2002,2002
Matt Hill,OT, ,6-6,300,5.33,28.5,20,101,7.58,4.54,Seattle Seahawks / 5th / 171st pick / 2002,2002
Chris Hope,S,https://www.sports-reference.com/cfb/players/chris-hope-1.html,6-0,210,4.58,,28,113,,,Pittsburgh Steelers / 3rd / 94th pick / 2002,2002
Chris Hope,S,https://www.sports-reference.com/cfb/players/abdual-howard-1.html,6-0,209,4.64,,,120,,,,2002
Dameon Hunter,RB,https://www.sports-reference.com/cfb/players/dameon-hunter-1.html,5-11,219,4.68,30.5,,113,,,,2002
Javin Hunter,WR,https://www.sports-reference.com/cfb/players/javin-hunter-1.html,5-11,186,4.47,41.0,,129,6.84,4.04,Baltimore Ravens / 6th / 206th pick / 2002,2002
Javin Hunter,WR,https://www.sports-reference.com/cfb/players/javin-hunter-1.html,5-11,186,4.47,41.0,,129,6.84,4.04,Baltimore Ravens / 6th / 206th pick / 2002,2002
Grant Irons,DE,https://www.sports-reference.com/cfb/players/grant-irons-1.html,6-6,267,4.96,40.5,19,119,7.27,4.38,,2002
Ron Israel,S,https://www.sports-reference.com/cfb/players/ron-israel-1.html,6-0,213,4.60,,20,121,,,,2002
Ron Israel,S,https://www.sports-reference.com/cfb/players/bobby-jackson-1.html,6-0,216,4.68,34.5,,125,7.01,4.16,,2002
Quentin Jammer,CB,https://www.sports-reference.com/cfb/players/quentin-jammer-1.html,6-0,204,4.49,36.0,18,124,,,San Diego Chargers / 1st / 5th pick / 2002,2002
Quentin Jammer,CB, ,5-11,205,4.39,39.5,8,121,6.84,4.01,,2002
Quentin Jammer,ILB,https://www.sports-reference.com/cfb/players/bradley-jennings-1.html,6-3,255,4.96,,,,,,,2002
Quentin Jammer,WR,https://www.sports-reference.com/cfb/players/emmett-johnson-1.html,6-2,205,4.45,39.0,,122,7.15,4.10,,2002
Dennis Johnson,DE, ,6-5,258,4.82,35.5,17,119,7.21,4.36,Arizona Cardinals / 3rd / 98th pick / 2002,2002
Kyle Johnson,FB,https://www.sports-reference.com/cfb/players/kyle-johnson-3.html,6-1,242,4.74,34.0,22,119,7.40,4.35,Carolina Panthers / 5th / 145th pick / 2002,2002
Ron Johnson,WR,https://www.sports-reference.com/cfb/players/ron-johnson-1.html,6-2,225,4.70,34.5,,118,7.12,4.02,Baltimore Ravens / 4th / 123rd pick / 2002,2002
Doug Jolley,TE,https://www.sports-reference.com/cfb/players/doug-jolley-1.html,6-4,251,4.60,38.0,18,117,6.90,4.18,Oakland Raiders / 2nd / 55th pick / 2002,2002
Doug Jolley,OT, ,6-5,337,5.29,,22,,,,,2002
Daryl Jones,WR,https://www.sports-reference.com/cfb/players/daryl-jones-1.html,5-9,180,4.35,,,,,,New York Giants / 7th / 226th pick / 2002,2002
Levi Jones,OT, ,6-5,304,5.21,,,103,,,Cincinnati Bengals / 1st / 10th pick / 2002,2002
Terry Jones,TE,https://www.sports-reference.com/cfb/players/terry-jones-jr-1.html,6-3,265,4.79,33.5,20,111,7.43,4.43,Baltimore Ravens / 5th / 155th pick / 2002,2002
Eric Joyce,CB, ,5-9,192,4.53,40.5,11,115,6.81,3.97,,2002
Eric Joyce,OT, ,6-6,313,5.47,,,,,,,2002
Brett Keisel,DE, ,6-5,279,4.89,33.5,26,107,7.28,4.51,Pittsburgh Steelers / 7th / 242nd pick / 2002,2002
Brett Keisel,S, ,6-3,212,4.62,32.5,15,117,7.26,4.10,,2002
Brett Keisel,OG, ,6-3,316,5.43,27.0,,95,8.28,4.91,,2002
Kurt Kittner,QB,https://www.sports-reference.com/cfb/players/kurt-kittner-1.html,6-2,221,4.86,27.0,,100,7.34,4.50,Atlanta Falcons / 5th / 158th pick / 2002,2002
Kyle Kosier,OT, ,6-5,293,5.09,29.5,24,108,7.34,4.49,San Francisco 49ers / 7th / 248th pick / 2002,2002
Antwan Lake,DE, ,6-4,288,5.08,,27,,,,,2002
Antwan Lake,OG, ,6-4,310,5.26,,14,,,,,2002
Ben Leber,OLB,https://www.sports-reference.com/cfb/players/ben-leber-1.html,6-3,244,4.62,32.5,20,114,6.75,4.25,San Diego Chargers / 3rd / 71st pick / 2002,2002
Ashley Lelie,WR,https://www.sports-reference.com/cfb/players/ashley-lelie-1.html,6-3,197,4.49,,,,,,Denver Broncos / 1st / 19th pick / 2002,2002
Ashley Lelie,WR, ,6-2,205,4.54,38.5,,111,,,,2002
D.D. Lewis,ILB,https://www.sports-reference.com/cfb/players/dd-lewis-1.html,6-1,235,4.70,33.5,24,114,,,,2002
Michael Lewis,S,https://www.sports-reference.com/cfb/players/michael-lewis-1.html,6-1,211,4.60,36.5,16,122,6.96,4.14,Philadelphia Eagles / 2nd / 58th pick / 2002,2002
Michael Lewis,WR,https://www.sports-reference.com/cfb/players/aaron-lockett-1.html,5-7,155,4.31,35.0,,119,6.84,4.11,Tampa Bay Buccaneers / 7th / 254th pick / 2002,2002
Andre Lott,CB,https://www.sports-reference.com/cfb/players/andre-lott-1.html,5-10,194,4.48,36.5,15,119,7.10,4.01,Washington Redskins / 5th / 159th pick / 2002,2002
Omare Lowe,CB,https://www.sports-reference.com/cfb/players/omare-lowe-1.html,6-1,196,4.58,35.5,12,118,6.65,3.97,Miami Dolphins / 5th / 161st pick / 2002,2002
Chris Luzar,TE,https://www.sports-reference.com/cfb/players/chris-luzar-1.html,6-7,270,4.76,32.5,22,115,6.84,4.17,Jacksonville Jaguars / 4th / 118th pick / 2002,2002
Wesly Mallard,S,https://www.sports-reference.com/cfb/players/wesly-mallard-1.html,6-2,221,4.49,41.0,22,122,6.81,4.07,New York Giants / 6th / 188th pick / 2002,2002
Marquand Manuel,S,https://www.sports-reference.com/cfb/players/marquand-manuel-1.html,6-0,209,4.52,,18,,,,Cincinnati Bengals / 6th / 181st pick / 2002,2002
Jamar Martin,FB,https://www.sports-reference.com/cfb/players/jamar-martin-1.html,5-11,245,4.89,32.0,23,108,7.53,4.34,Dallas Cowboys / 4th / 129th pick / 2002,2002
