Player,Pos,stats_link,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
Brandon Marshall,WR,https://www.sports-reference.com/cfb/players/brandon-marshall-1.html,6-4,229,4.52,37.0,,120,,,Denver Broncos / 4th / 119th pick / 2006
Richard Marshall,CB,https://www.sports-reference.com/cfb/players/richard-marshall-1.html,5-11,189,4.42,37.0,12,129,6.65,4.16,Carolina Panthers / 2nd / 58th pick / 2006
Derrick Martin,CB,https://www.sports-reference.com/cfb/players/derrick-martin-1.html,5-10,202,4.50,40.0,17,127,6.72,3.95,Baltimore Ravens / 6th / 208th pick / 2006
Ingle Martin,QB,https://www.sports-reference.com/cfb/players/derrick-martin-1.html,6-2,220,4.71,36.0,,111,7.13,4.17,Green Bay Packers / 5th / 148th pick / 2006
Ingle Martin,OT,https://www.sports-reference.com/cfb/players/derrick-martin-1.html,6-5,303,5.23,31.0,25,101,,,San Diego Chargers / 7th / 227th pick / 2006
Tim Massaquoi,TE,https://www.sports-reference.com/cfb/players/tim-massaquoi-1.html,6-3,259,4.85,,32,,,,Tampa Bay Buccaneers / 7th / 244th pick / 2006
Tim Massaquoi,RB,https://www.sports-reference.com/cfb/players/wendell-mathis-1.html,5-11,210,4.51,33.0,20,117,6.93,4.22,
Tim Massaquoi,OG,https://www.sports-reference.com/cfb/players/wendell-mathis-1.html,6-2,306,5.00,24.5,28,93,7.87,4.76,Detroit Lions / 7th / 217th pick / 2006
Marcus Maxey,CB,https://www.sports-reference.com/cfb/players/marcus-maxey-1.html,6-1,198,4.48,41.5,14,129,,,Kansas City Chiefs / 5th / 154th pick / 2006
Marcus Maxey,CB,https://www.sports-reference.com/cfb/players/dee-mccann-1.html,5-11,197,4.53,40.5,,122,7.35,4.38,Detroit Lions / 6th / 179th pick / 2006
John McCargo,DT,https://www.sports-reference.com/cfb/players/john-mccargo-1.html,6-1,302,5.15,30.5,25,110,7.79,4.48,Buffalo Bills / 1st / 26th pick / 2006
Stanley McClover,DE,https://www.sports-reference.com/cfb/players/stanley-mcclover-1.html,6-2,262,4.70,39.0,19,114,7.87,4.50,Carolina Panthers / 7th / 237th pick / 2006
Tim McGarigle,ILB,https://www.sports-reference.com/cfb/players/tim-mcgarigle-1.html,6-1,242,4.73,38.0,,118,7.09,4.07,St. Louis Rams / 7th / 221st pick / 2006
Rocky McIntosh,OLB,https://www.sports-reference.com/cfb/players/tim-mcgarigle-1.html,6-2,237,4.62,41.5,18,119,,,Washington Redskins / 2nd / 35th pick / 2006
Reggie McNeal,QB,https://www.sports-reference.com/cfb/players/reggie-mcneal-1.html,6-2,198,4.40,32.0,,121,6.96,4.25,Cincinnati Bengals / 6th / 193rd pick / 2006
Marcus McNeill,OT,https://www.sports-reference.com/cfb/players/marcus-mcneill-1.html,6-8,336,5.07,31.0,,98,8.19,5.00,San Diego Chargers / 2nd / 50th pick / 2006
Marcus McNeill,CB,https://www.sports-reference.com/cfb/players/gerrick-mcphearson-1.html,5-10,196,4.42,41.5,18,129,,,New York Giants / 7th / 232nd pick / 2006
Paul McQuistan,OT,https://www.sports-reference.com/cfb/players/gerrick-mcphearson-1.html,6-6,312,5.07,29.5,28,110,7.72,4.62,Oakland Raiders / 3rd / 69th pick / 2006
Paul McQuistan,OG,https://www.sports-reference.com/cfb/players/gerrick-mcphearson-1.html,6-5,324,5.40,24.0,29,99,7.94,4.73,
Paul McQuistan,S,https://www.sports-reference.com/cfb/players/vincent-meeks-1.html,5-11,210,4.85,33.0,11,112,,,
Paul McQuistan,QB,https://www.sports-reference.com/cfb/players/vincent-meeks-1.html,6-1,210,4.67,32.5,,112,6.83,4.12,
Garrett Mills,FB,https://www.sports-reference.com/cfb/players/garrett-mills-1.html,6-1,241,4.64,35.5,23,111,6.81,4.05,New England Patriots / 4th / 106th pick / 2006
Jeremy Mincey,DE,https://www.sports-reference.com/cfb/players/jeremy-mincey-1.html,6-3,259,4.76,33.5,27,116,6.99,4.25,New England Patriots / 6th / 191st pick / 2006
Jeremy Mincey,CB,https://www.sports-reference.com/cfb/players/demario-minter-1.html,5-11,190,4.52,38.5,10,131,6.87,4.10,Cleveland Browns / 5th / 152nd pick / 2006
Anthony Mix,WR,https://www.sports-reference.com/cfb/players/anthony-mix-1.html,6-4,235,4.48,31.5,,111,,,
Will Montgomery,C,https://www.sports-reference.com/cfb/players/anthony-mix-1.html,6-3,312,5.12,29.5,35,104,7.40,4.43,Carolina Panthers / 7th / 234th pick / 2006
Will Montgomery,RB,https://www.sports-reference.com/cfb/players/dontrell-moore-1.html,5-10,210,4.64,32.0,18,116,7.10,4.32,
Sinorice Moss,WR,https://www.sports-reference.com/cfb/players/sinorice-moss-1.html,5-8,185,4.38,,,,,,New York Giants / 2nd / 44th pick / 2006
Sinorice Moss,LS,https://www.sports-reference.com/cfb/players/jeff-mullins-1.html,6-2,247,5.03,,21,,,,
Martin Nance,WR,https://www.sports-reference.com/cfb/players/martin-nance-1.html,6-4,213,4.55,33.5,,112,6.91,4.08,
Terna Nande,OLB,https://www.sports-reference.com/cfb/players/terna-nande-1.html,6-0,232,4.51,39.0,41,124,6.97,4.11,Tennessee Titans / 5th / 137th pick / 2006
Terna Nande,DE,https://www.sports-reference.com/cfb/players/javon-nanton-1.html,6-3,250,4.80,28.5,22,108,,,
Terna Nande,DE,https://www.sports-reference.com/cfb/players/javon-nanton-1.html,6-3,250,4.80,28.5,22,108,,,
Terna Nande,CB,https://www.sports-reference.com/cfb/players/khalid-naziruddin-1.html,5-9,185,4.64,38.5,17,119,,,
Terna Nande,QB,https://www.sports-reference.com/cfb/players/khalid-naziruddin-1.html,6-4,226,4.57,32.5,,114,6.94,4.26,
Haloti Ngata,DT,https://www.sports-reference.com/cfb/players/haloti-ngata-1.html,6-4,338,5.13,31.5,37,110,7.95,4.65,Baltimore Ravens / 1st / 12th pick / 2006
A.J. Nicholson,OLB,https://www.sports-reference.com/cfb/players/aj-nicholson-1.html,6-1,252,4.88,,25,116,7.37,4.43,Cincinnati Bengals / 5th / 157th pick / 2006
Rob Ninkovich,DE,https://www.sports-reference.com/cfb/players/rob-ninkovich-1.html,6-3,260,4.91,34.5,23,116,6.96,4.18,New Orleans Saints / 5th / 135th pick / 2006
Jerious Norwood,RB,https://www.sports-reference.com/cfb/players/jerious-norwood-1.html,6-0,210,4.40,36.5,15,122,6.81,4.25,Atlanta Falcons / 3rd / 79th pick / 2006
Ryan O'Callaghan,OT,https://www.sports-reference.com/cfb/players/jerious-norwood-1.html,6-7,344,5.39,25.0,21,92,,,New England Patriots / 5th / 136th pick / 2006
Ben Obomanu,WR,https://www.sports-reference.com/cfb/players/ben-obomanu-1.html,6-1,205,4.45,38.0,,116,7.17,4.21,Seattle Seahawks / 7th / 249th pick / 2006
Quinn Ojinnaka,OT,https://www.sports-reference.com/cfb/players/ben-obomanu-1.html,6-5,309,5.44,28.5,21,102,8.45,5.11,Atlanta Falcons / 5th / 139th pick / 2006
Melvin Oliver,DE,https://www.sports-reference.com/cfb/players/melvin-oliver-1.html,6-3,276,5.08,,,,,,San Francisco 49ers / 6th / 197th pick / 2006
Melvin Oliver,P,https://www.sports-reference.com/cfb/players/thomas-olmsted-1.html,6-4,214,5.18,,,,,,
Melvin Oliver,QB,https://www.sports-reference.com/cfb/players/drew-olson-1.html,6-2,222,5.09,23.0,,97,,4.42,
Melvin Oliver,CB,https://www.sports-reference.com/cfb/players/chijioke-onyenegecha-1.html,6-1,215,4.55,34.5,16,118,,,
Melvin Oliver,WR,https://www.sports-reference.com/cfb/players/jonathan-orr-1.html,6-2,198,4.44,35.5,,119,7.31,4.16,Tennessee Titans / 6th / 172nd pick / 2006
Babatunde Oshinowo,DT,https://www.sports-reference.com/cfb/players/jonathan-orr-1.html,6-2,304,5.27,32.0,33,105,7.87,4.54,Cleveland Browns / 6th / 181st pick / 2006
Jarrad Page,S,https://www.sports-reference.com/cfb/players/jarrad-page-1.html,6-0,239,4.63,38.0,,127,6.68,4.14,Kansas City Chiefs / 7th / 228th pick / 2006
Jarrad Page,ILB,https://www.sports-reference.com/cfb/players/kai-parham-1.html,6-3,256,4.98,35.0,30,116,7.35,4.33,
Sam Paulescu,P,https://www.sports-reference.com/cfb/players/sam-paulescu-1.html,6-0,190,4.98,,,,,,
Domata Peko,DT,https://www.sports-reference.com/cfb/players/domata-peko-1.html,6-3,307,5.27,28.5,25,103,7.69,4.49,Cincinnati Bengals / 4th / 123rd pick / 2006
Donald Penn,OT,https://www.sports-reference.com/cfb/players/donald-penn-1.html,6-4,317,5.05,,21,,,,
Terrance Pennington,OT,https://www.sports-reference.com/cfb/players/donald-penn-1.html,6-7,325,5.39,28.5,28,102,,,Buffalo Bills / 7th / 216th pick / 2006
Charlie Peprah,S,https://www.sports-reference.com/cfb/players/charlie-peprah-1.html,5-11,206,4.66,37.5,15,119,6.81,4.09,New York Giants / 5th / 158th pick / 2006
Charlie Peprah,C,https://www.sports-reference.com/cfb/players/charlie-peprah-1.html,6-1,307,5.24,27.0,27,96,7.85,4.69,Pittsburgh Steelers / 6th / 201st pick / 2006
Anwar Phillips,CB,https://www.sports-reference.com/cfb/players/anwar-phillips-1.html,6-0,193,4.60,,,,,,
Anwar Phillips,QB,https://www.sports-reference.com/cfb/players/paul-pinegar-1.html,6-5,232,5.10,29.0,,110,7.36,4.49,
David Pittman,CB,https://www.sports-reference.com/cfb/players/paul-pinegar-1.html,5-11,182,4.44,36.0,14,128,,4.23,Baltimore Ravens / 3rd / 87th pick / 2006
Ryan Plackemeier,P,https://www.sports-reference.com/cfb/players/ryan-plackemeier-1.html,6-3,253,5.20,,,,,,Seattle Seahawks / 7th / 239th pick / 2006
Jason Pociask,TE,https://www.sports-reference.com/cfb/players/jason-pociask-1.html,6-3,266,4.84,32.5,23,115,7.31,4.30,New York Jets / 5th / 150th pick / 2006
Bernard Pollard,S,https://www.sports-reference.com/cfb/players/bernard-pollard-1.html,6-2,224,4.57,36.5,,131,,,Kansas City Chiefs / 2nd / 54th pick / 2006
Leonard Pope,TE,https://www.sports-reference.com/cfb/players/leonard-pope-1.html,6-8,258,4.62,37.5,22,118,7.47,4.67,Arizona Cardinals / 3rd / 72nd pick / 2006
Leonard Pope,QB,https://www.sports-reference.com/cfb/players/quinton-porter-1.html,6-5,233,4.67,33.5,,116,6.76,4.10,
Donovan Raiola,C,https://www.sports-reference.com/cfb/players/quinton-porter-1.html,6-2,300,5.55,25.0,20,90,8.17,4.97,
Donovan Raiola,OG,https://www.sports-reference.com/cfb/players/quinton-porter-1.html,6-5,334,5.57,,21,,7.92,4.82,
Willie Reid,WR,https://www.sports-reference.com/cfb/players/willie-reid-1.html,5-10,188,4.34,37.5,,117,7.06,4.26,Pittsburgh Steelers / 3rd / 95th pick / 2006
Willie Reid,DE,https://www.sports-reference.com/cfb/players/willie-reid-1.html,6-4,271,4.89,,,,7.60,4.34,
Willie Reid,RB,https://www.sports-reference.com/cfb/players/gerald-riggs-2.html,5-11,232,4.62,,,,,,
Willie Reid,ILB,https://www.sports-reference.com/cfb/players/freddie-roach-1.html,6-2,257,4.93,34.0,,111,7.49,4.42,
Willie Reid,ILB,https://www.sports-reference.com/cfb/players/dale-robinson-1.html,6-0,231,4.76,33.0,18,108,7.29,4.30,
Michael Robinson,WR,https://www.sports-reference.com/cfb/players/michael-robinson-1.html,6-1,227,4.57,,,,,,San Francisco 49ers / 4th / 100th pick / 2006
Michael Robinson,WR,https://www.sports-reference.com/cfb/players/cory-rodgers-1.html,6-0,188,4.58,33.5,,110,7.37,4.19,Green Bay Packers / 4th / 104th pick / 2006
Dennis Roland,OT,https://www.sports-reference.com/cfb/players/cory-rodgers-1.html,6-10,328,5.28,,19,,,,
Dennis Roland,WR,https://www.sports-reference.com/cfb/players/cory-rodgers-1.html,6-4,209,4.61,37.0,,120,6.95,4.29,
Dennis Roland,C,https://www.sports-reference.com/cfb/players/cory-rodgers-1.html,6-3,301,4.99,,23,,,,
Cory Ross,RB,https://www.sports-reference.com/cfb/players/cory-ross-1.html,5-6,201,4.58,,15,,,,
Derrick Ross,RB,https://www.sports-reference.com/cfb/players/cory-ross-1.html,5-10,226,4.56,35.0,20,112,7.00,4.35,
Frostee Rucker,DE,https://www.sports-reference.com/cfb/players/frostee-rucker-1.html,6-3,267,4.88,29.5,,110,,,Cincinnati Bengals / 3rd / 91st pick / 2006
DeMeco Ryans,OLB,https://www.sports-reference.com/cfb/players/demeco-ryans-1.html,6-1,236,4.65,39.0,23,129,7.19,4.17,Houston Texans / 2nd / 33rd pick / 2006
Nate Salley,S,https://www.sports-reference.com/cfb/players/nate-salley-1.html,6-2,216,4.63,40.0,14,123,6.79,4.15,Carolina Panthers / 4th / 121st pick / 2006
Tony Scheffler,TE,https://www.sports-reference.com/cfb/players/tony-scheffler-1.html,6-5,254,4.54,33.5,17,115,6.81,4.01,Denver Broncos / 2nd / 61st pick / 2006
Anthony Schlegel,ILB,https://www.sports-reference.com/cfb/players/anthony-schlegel-2.html,6-0,250,4.88,32.0,21,111,7.41,4.38,New York Jets / 3rd / 76th pick / 2006
Anthony Schlegel,ILB,https://www.sports-reference.com/cfb/players/anthony-schlegel-2.html,6-0,250,4.88,32.0,21,111,7.41,4.38,New York Jets / 3rd / 76th pick / 2006
Anthony Schlegel,K,https://www.sports-reference.com/cfb/players/anthony-schlegel-2.html,6-1,224,5.00,,,,,,
Jonathan Scott,OT,https://www.sports-reference.com/cfb/players/jonathan-scott-1.html,6-6,315,5.32,24.5,,101,7.73,4.85,Detroit Lions / 5th / 141st pick / 2006
Mark Setterstrom,OG,https://www.sports-reference.com/cfb/players/jonathan-scott-1.html,6-4,314,5.38,26.5,19,100,7.63,4.53,St. Louis Rams / 7th / 242nd pick / 2006
Mark Setterstrom,QB,https://www.sports-reference.com/cfb/players/dj-shockley-1.html,6-1,214,4.56,37.5,,121,7.07,4.17,Atlanta Falcons / 7th / 223rd pick / 2006
Mark Setterstrom,OLB,https://www.sports-reference.com/cfb/players/kevin-simon-1.html,5-10,235,4.89,28.0,26,103,7.69,4.32,Washington Redskins / 7th / 250th pick / 2006
Ko Simpson,S,https://www.sports-reference.com/cfb/players/ko-simpson-1.html,6-1,209,4.45,40.5,11,122,7.09,4.17,Buffalo Bills / 4th / 105th pick / 2006
Ernie Sims,OLB,https://www.sports-reference.com/cfb/players/ernie-sims-1.html,5-11,231,4.50,41.0,25,125,7.31,4.22,Detroit Lions / 1st / 9th pick / 2006
Rob Sims,OG,https://www.sports-reference.com/cfb/players/ernie-sims-1.html,6-3,307,5.25,,27,,,,Seattle Seahawks / 4th / 128th pick / 2006
Rob Sims,S,https://www.sports-reference.com/cfb/players/dwayne-slay-1.html,6-3,216,4.78,32.5,,112,,,
Rob Sims,QB,https://www.sports-reference.com/cfb/players/kent-smith-1.html,6-5,216,4.57,35.0,,122,7.41,4.47,
Rob Sims,DT,https://www.sports-reference.com/cfb/players/kent-smith-1.html,6-3,316,4.97,30.5,30,109,7.93,4.92,
Anthony Smith,S,https://www.sports-reference.com/cfb/players/anthony-smith-1.html,6-0,194,4.71,41.0,18,125,6.75,4.35,Pittsburgh Steelers / 3rd / 83rd pick / 2006
Brad Smith,WR,https://www.sports-reference.com/cfb/players/brad-smith-1.html,6-2,213,4.46,39.5,,128,7.00,4.33,New York Jets / 4th / 103rd pick / 2006
Eric Smith,S,https://www.sports-reference.com/cfb/players/eric-smith-2.html,6-1,209,4.63,40.0,21,127,6.89,4.10,New York Jets / 3rd / 97th pick / 2006
Eric Smith,WR,https://www.sports-reference.com/cfb/players/clinton-solomon-1.html,6-3,214,4.58,33.0,,114,7.17,4.46,
Isaac Sowells,OG,https://www.sports-reference.com/cfb/players/clinton-solomon-1.html,6-3,324,5.15,28.5,20,101,8.13,4.98,Cleveland Browns / 4th / 112th pick / 2006
Charles Spencer,OG,https://www.sports-reference.com/cfb/players/clinton-solomon-1.html,6-5,352,5.25,,30,,,,Houston Texans / 3rd / 65th pick / 2006
Jason Spitz,OG,https://www.sports-reference.com/cfb/players/jason-spitz-1.html,6-3,313,5.40,28.5,25,102,7.82,4.55,Green Bay Packers / 3rd / 75th pick / 2006
Montavious Stanley,DT,https://www.sports-reference.com/cfb/players/montavious-stanley-1.html,6-2,313,5.12,29.0,,106,8.06,4.60,Dallas Cowboys / 6th / 182nd pick / 2006
Montavious Stanley,P,https://www.sports-reference.com/cfb/players/joel-stelly-1.html,5-10,197,4.68,,,,,,
Montavious Stanley,OG,https://www.sports-reference.com/cfb/players/joel-stelly-1.html,6-4,310,5.60,,24,,,,
Montavious Stanley,OG,https://www.sports-reference.com/cfb/players/joel-stelly-1.html,6-5,300,5.36,24.5,24,100,7.58,4.59,New England Patriots / 6th / 205th pick / 2006
Maurice Stovall,WR,https://www.sports-reference.com/cfb/players/maurice-stovall-1.html,6-4,217,4.57,35.0,,122,6.81,4.14,Tampa Bay Buccaneers / 3rd / 90th pick / 2006
Zach Strief,OT,https://www.sports-reference.com/cfb/players/zach-strief-1.html,6-8,330,5.38,21.0,19,94,8.01,4.83,New Orleans Saints / 7th / 210th pick / 2006
Boone Stutz,LS,https://www.sports-reference.com/cfb/players/boone-stutz-1.html,6-6,259,5.06,,,,,,
Quinn Sypniewski,TE,https://www.sports-reference.com/cfb/players/quinn-sypniewski-1.html,6-6,268,4.77,32.5,20,114,7.09,4.52,Baltimore Ravens / 5th / 166th pick / 2006
Naufahu Tahi,FB,https://www.sports-reference.com/cfb/players/naufahu-tahi-1.html,6-0,254,4.85,29.0,35,101,7.72,4.70,
Darryl Tapp,DE,https://www.sports-reference.com/cfb/players/darryl-tapp-1.html,6-2,252,4.83,33.0,27,109,7.31,4.48,Seattle Seahawks / 2nd / 63rd pick / 2006
Darryl Tapp,LS,https://www.sports-reference.com/cfb/players/gavin-tarquinio-1.html,6-3,253,4.88,,18,,,,
Darryl Tapp,OG,https://www.sports-reference.com/cfb/players/gavin-tarquinio-1.html,6-4,307,5.44,24.5,24,97,8.17,4.84,
David Thomas,TE,https://www.sports-reference.com/cfb/players/david-thomas-1.html,6-3,252,4.67,37.5,19,113,7.05,4.34,New England Patriots / 3rd / 86th pick / 2006
David Thomas,OT,https://www.sports-reference.com/cfb/players/david-thomas-1.html,6-5,337,5.11,,32,,,,Miami Dolphins / 4th / 114th pick / 2006
David Thomas,P,https://www.sports-reference.com/cfb/players/john-torp-1.html,6-2,212,4.73,,,,,,
Michael Toudouze,OT,https://www.sports-reference.com/cfb/players/john-torp-1.html,6-6,303,5.12,26.5,23,100,7.45,4.70,Indianapolis Colts / 5th / 162nd pick / 2006
Michael Toudouze,OLB,https://www.sports-reference.com/cfb/players/anthony-trucks-1.html,6-1,233,4.76,37.0,22,125,7.00,4.14,
Jeremy Trueblood,OT,https://www.sports-reference.com/cfb/players/anthony-trucks-1.html,6-8,316,5.25,27.5,20,96,7.82,4.68,Tampa Bay Buccaneers / 2nd / 59th pick / 2006
Stephen Tulloch,ILB,https://www.sports-reference.com/cfb/players/stephen-tulloch-1.html,5-11,241,4.84,33.5,27,113,7.19,4.15,Tennessee Titans / 4th / 116th pick / 2006
Stephen Tulloch,OLB,https://www.sports-reference.com/cfb/players/cameron-vaughn-1.html,6-4,235,4.65,32.0,17,117,7.24,4.22,
Marcus Vick,QB,https://www.sports-reference.com/cfb/players/marcus-vick-1.html,6-0,200,4.47,36.0,,117,6.94,4.08,
Lawrence Vickers,FB,https://www.sports-reference.com/cfb/players/lawrence-vickers-1.html,6-0,245,4.82,30.5,21,104,7.74,4.63,Cleveland Browns / 6th / 180th pick / 2006
Lawrence Vickers,CB,https://www.sports-reference.com/cfb/players/john-walker-1.html,6-0,205,4.62,40.0,,125,,4.16,
Delanie Walker,WR,https://www.sports-reference.com/cfb/players/john-walker-1.html,6-1,240,4.49,36.5,,118,,,San Francisco 49ers / 6th / 175th pick / 2006
Cooper Wallace,TE,https://www.sports-reference.com/cfb/players/cooper-wallace-1.html,6-4,261,4.78,29.0,21,105,7.29,4.21,
Cooper Wallace,S,https://www.sports-reference.com/cfb/players/scott-ware-1.html,6-1,218,4.70,37.0,15,115,7.05,4.25,
Leon Washington,RB,https://www.sports-reference.com/cfb/players/leon-washington-1.html,5-8,201,4.42,32.5,17,105,6.94,4.37,New York Jets / 4th / 117th pick / 2006
Pat Watkins,S,https://www.sports-reference.com/cfb/players/pat-watkins-1.html,6-5,211,4.42,41.0,14,133,,,Dallas Cowboys / 5th / 138th pick / 2006
Todd Watkins,WR,https://www.sports-reference.com/cfb/players/todd-watkins-1.html,6-2,202,4.40,36.0,15,118,7.13,4.24,Arizona Cardinals / 7th / 218th pick / 2006
Gabe Watson,DT,https://www.sports-reference.com/cfb/players/todd-watkins-1.html,6-3,339,5.27,25.0,36,96,8.28,4.80,Arizona Cardinals / 4th / 107th pick / 2006
Steve Weatherford,P,https://www.sports-reference.com/cfb/players/steve-weatherford-1.html,6-2,217,4.82,,,,,,
Dee Webb,CB,https://www.sports-reference.com/cfb/players/steve-weatherford-1.html,5-11,183,4.41,36.5,,121,,,Jacksonville Jaguars / 7th / 236th pick / 2006
Dee Webb,CB,https://www.sports-reference.com/cfb/players/steve-weatherford-1.html,5-11,183,4.41,36.5,,121,,,Jacksonville Jaguars / 7th / 236th pick / 2006
Jeff Webb,WR,https://www.sports-reference.com/cfb/players/jeff-webb-2.html,6-2,211,4.40,37.0,,126,6.81,4.08,Kansas City Chiefs / 6th / 190th pick / 2006
Jeff Webb,OT,https://www.sports-reference.com/cfb/players/stefon-wheeler-1.html,6-5,339,5.73,19.5,,74,8.09,4.86,
Guy Whimper,OT,https://www.sports-reference.com/cfb/players/guy-whimper-1.html,6-5,304,4.96,29.0,26,102,7.38,4.59,New York Giants / 4th / 129th pick / 2006
LenDale White,RB,https://www.sports-reference.com/cfb/players/lendale-white-1.html,6-0,238,4.49,,,,,,Tennessee Titans / 2nd / 45th pick / 2006
LenDale White,RB,https://www.sports-reference.com/cfb/players/terrence-whitehead-1.html,5-10,209,4.69,30.5,,108,7.21,4.27,
Charlie Whitehurst,QB,https://www.sports-reference.com/cfb/players/charlie-whitehurst-1.html,6-5,223,4.75,33.0,,112,7.00,4.11,San Diego Chargers / 3rd / 81st pick / 2006
Charlie Whitehurst,OT,https://www.sports-reference.com/cfb/players/ej-whitley-1.html,6-5,309,5.35,25.0,16,101,7.53,4.79,Dallas Cowboys / 7th / 224th pick / 2006
Donte Whitner,S,https://www.sports-reference.com/cfb/players/donte-whitner-1.html,5-10,204,4.40,40.0,18,132,,,Buffalo Bills / 1st / 8th pick / 2006
Andrew Whitworth,OT,https://www.sports-reference.com/cfb/players/donte-whitner-1.html,6-7,334,5.16,30.5,28,112,8.23,4.83,Cincinnati Bengals / 2nd / 55th pick / 2006
Gerris Wilkinson,ILB,https://www.sports-reference.com/cfb/players/gerris-wilkinson-1.html,6-3,233,4.66,39.0,19,122,7.21,4.17,New York Giants / 3rd / 96th pick / 2006
Gerris Wilkinson,TE,https://www.sports-reference.com/cfb/players/tj-williams-2.html,6-2,269,4.72,34.0,25,111,7.49,4.54,Tampa Bay Buccaneers / 6th / 202nd pick / 2006
Brandon Williams,WR,https://www.sports-reference.com/cfb/players/brandon-williams-6.html,5-9,179,4.48,34.5,,115,6.87,4.07,San Francisco 49ers / 3rd / 84th pick / 2006
DeAngelo Williams,RB,https://www.sports-reference.com/cfb/players/deangelo-williams-1.html,5-9,214,4.45,35.5,25,121,,,Carolina Panthers / 1st / 27th pick / 2006
Demetrius Williams,WR,https://www.sports-reference.com/cfb/players/demetrius-williams-1.html,6-2,197,4.52,38.0,,127,6.84,4.08,Baltimore Ravens / 4th / 111th pick / 2006
Jamar Williams,OLB,https://www.sports-reference.com/cfb/players/jamar-williams-1.html,6-0,236,4.59,37.0,,120,7.03,4.29,Chicago Bears / 4th / 120th pick / 2006
Jimmy Williams,CB,https://www.sports-reference.com/cfb/players/jimmy-williams-2.html,6-2,213,4.44,,,,,,Atlanta Falcons / 2nd / 37th pick / 2006
Leon Williams,ILB,https://www.sports-reference.com/cfb/players/leon-williams-1.html,6-3,245,4.54,,25,,,,Cleveland Browns / 4th / 110th pick / 2006
Mario Williams,DE,https://www.sports-reference.com/cfb/players/mario-williams-1.html,6-7,295,4.70,40.5,35,120,7.19,4.36,Houston Texans / 1st / 1st pick / 2006
Travis Wilson,WR,https://www.sports-reference.com/cfb/players/travis-wilson-2.html,6-2,214,4.47,36.5,,120,6.70,3.99,Cleveland Browns / 3rd / 78th pick / 2006
Kamerion Wimbley,DE,https://www.sports-reference.com/cfb/players/kamerion-wimbley-1.html,6-4,248,4.61,38.5,24,129,6.97,4.48,Cleveland Browns / 1st / 13th pick / 2006
Eric Winston,OT,https://www.sports-reference.com/cfb/players/eric-winston-1.html,6-7,310,4.94,29.0,,108,7.47,4.44,Houston Texans / 3rd / 66th pick / 2006
Rodrique Wright,DT,https://www.sports-reference.com/cfb/players/rodrique-wright-1.html,6-5,300,5.08,32.0,31,110,7.84,4.51,Miami Dolphins / 7th / 226th pick / 2006
Claude Wroten,DT,https://www.sports-reference.com/cfb/players/claude-wroten-1.html,6-2,302,5.08,,,,,,St. Louis Rams / 3rd / 68th pick / 2006
Claude Wroten,CB,https://www.sports-reference.com/cfb/players/justin-wyatt-1.html,5-9,189,4.72,,14,,,,
James Wyche,DE,https://www.sports-reference.com/cfb/players/james-wyche-1.html,6-5,262,4.63,33.0,27,116,7.75,4.51,Jacksonville Jaguars / 7th / 213th pick / 2006
Ashton Youboty,CB,https://www.sports-reference.com/cfb/players/ashton-youboty-1.html,6-0,189,4.44,,,,,,Buffalo Bills / 3rd / 70th pick / 2006
Vince Young,QB,https://www.sports-reference.com/cfb/players/vince-young-1.html,6-5,229,4.48,,,,,,Tennessee Titans / 1st / 3rd pick / 2006
Vince Young,CB,https://www.sports-reference.com/cfb/players/alan-zemaitis-1.html,6-1,194,4.57,,,,,,Tampa Bay Buccaneers / 4th / 122nd pick / 2006
