Player,Pos,stats_link,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
Jeromey Clary,OT,https://www.sports-reference.com/cfb/players/jeromey-clary-1.html,6-6,309,5.28,26.0,24,102,7.80,4.63,San Diego Chargers / 6th / 187th pick / 2006
Kellen Clemens,QB,https://www.sports-reference.com/cfb/players/kellen-clemens-1.html,6-2,224,4.89,,,,,,New York Jets / 2nd / 49th pick / 2006
Barry Cofield,DT,https://www.sports-reference.com/cfb/players/barry-cofield-1.html,6-4,304,4.95,34.0,35,105,7.43,4.35,New York Giants / 4th / 124th pick / 2006
Daryn Colledge,OT,https://www.sports-reference.com/cfb/players/barry-cofield-1.html,6-4,299,5.05,32.5,21,110,7.43,4.58,Green Bay Packers / 2nd / 47th pick / 2006
Marques Colston,WR,https://www.sports-reference.com/cfb/players/barry-cofield-1.html,6-5,224,4.50,37.0,16,123,6.94,4.43,New Orleans Saints / 7th / 252nd pick / 2006
Marques Colston,WR,https://www.sports-reference.com/cfb/players/barry-cofield-1.html,6-5,224,4.50,37.0,16,123,6.94,4.43,New Orleans Saints / 7th / 252nd pick / 2006
Ryan Cook,OT,https://www.sports-reference.com/cfb/players/barry-cofield-1.html,6-7,328,5.47,26.5,28,97,7.93,4.66,Minnesota Vikings / 2nd / 51st pick / 2006
Antonio Cromartie,CB,https://www.sports-reference.com/cfb/players/antonio-cromartie-1.html,6-2,208,4.47,38.0,18,132,,,San Diego Chargers / 1st / 19th pick / 2006
Brodie Croyle,QB,https://www.sports-reference.com/cfb/players/brodie-croyle-1.html,6-2,205,4.88,30.5,,104,7.34,4.25,Kansas City Chiefs / 3rd / 85th pick / 2006
Jay Cutler,QB,https://www.sports-reference.com/cfb/players/jay-cutler-1.html,6-3,226,4.77,,23,,7.10,4.26,Denver Broncos / 1st / 11th pick / 2006
Owen Daniels,TE,https://www.sports-reference.com/cfb/players/owen-daniels-1.html,6-3,253,4.65,34.5,23,114,6.87,4.10,Houston Texans / 4th / 98th pick / 2006
P.J. Daniels,RB,https://www.sports-reference.com/cfb/players/pj-daniels-1.html,5-10,214,4.64,33.0,21,116,7.13,4.40,Baltimore Ravens / 4th / 132nd pick / 2006
Vernon Davis,TE,https://www.sports-reference.com/cfb/players/vernon-davis-1.html,6-3,254,4.38,42.0,33,128,7.00,4.17,San Francisco 49ers / 1st / 6th pick / 2006
Vernon Davis,TE,https://www.sports-reference.com/cfb/players/charles-davis-1.html,6-5,263,4.87,31.5,27,108,7.53,4.37,Pittsburgh Steelers / 5th / 167th pick / 2006
Vernon Davis,TE,https://www.sports-reference.com/cfb/players/tim-day-1.html,6-3,256,4.74,35.0,24,109,7.03,4.20,
Vernon Davis,C,https://www.sports-reference.com/cfb/players/mike-degory-1.html,6-5,305,5.42,26.0,24,98,8.03,4.67,
Vernon Davis,S,https://www.sports-reference.com/cfb/players/marcus-demps-1.html,6-0,198,4.70,31.0,17,117,6.91,4.09,
Vernon Davis,WR,https://www.sports-reference.com/cfb/players/marcus-demps-1.html,6-3,224,4.65,33.0,13,110,7.02,4.33,
Vernon Davis,ILB,https://www.sports-reference.com/cfb/players/will-derting-1.html,6-0,247,4.74,,,,,,
Tim Dobbins,ILB,https://www.sports-reference.com/cfb/players/tim-dobbins-1.html,6-1,246,4.59,35.5,23,110,7.25,4.39,San Diego Chargers / 5th / 151st pick / 2006
Reed Doughty,S,https://www.sports-reference.com/cfb/players/tim-dobbins-1.html,6-0,209,4.65,37.0,15,121,6.66,4.17,Washington Redskins / 6th / 173rd pick / 2006
Reed Doughty,DT,https://www.sports-reference.com/cfb/players/kader-drame-1.html,6-5,290,5.25,30.5,17,108,8.12,,
Elvis Dumervil,DE,https://www.sports-reference.com/cfb/players/elvis-dumervil-1.html,5-11,257,4.75,,30,,,,Denver Broncos / 4th / 126th pick / 2006
Dusty Dvoracek,DT,https://www.sports-reference.com/cfb/players/dusty-dvoracek-1.html,6-3,306,5.01,34.0,31,110,7.62,4.35,Chicago Bears / 3rd / 73rd pick / 2006
Ray Edwards,DE,https://www.sports-reference.com/cfb/players/ray-edwards-1.html,6-5,273,4.81,39.0,30,114,7.71,4.57,Minnesota Vikings / 4th / 127th pick / 2006
Keith Ellison,OLB,https://www.sports-reference.com/cfb/players/keith-ellison-1.html,6-1,235,4.76,32.5,24,115,7.22,4.16,Buffalo Bills / 6th / 178th pick / 2006
Keith Ellison,C,https://www.sports-reference.com/cfb/players/greg-eslinger-1.html,6-3,292,5.13,30.0,28,101,7.59,4.68,Denver Broncos / 6th / 198th pick / 2006
Keith Ellison,QB,https://www.sports-reference.com/cfb/players/greg-eslinger-1.html,6-0,260,5.12,27.5,,94,7.97,4.76,
Jahri Evans,OT,https://www.sports-reference.com/cfb/players/greg-eslinger-1.html,6-4,316,5.25,27.0,20,95,7.97,4.80,New Orleans Saints / 4th / 108th pick / 2006
Anthony Fasano,TE,https://www.sports-reference.com/cfb/players/anthony-fasano-1.html,6-4,259,4.72,33.5,19,112,6.94,4.34,Dallas Cowboys / 2nd / 53rd pick / 2006
Daniel Fells,TE,https://www.sports-reference.com/cfb/players/anthony-fasano-1.html,6-3,259,4.95,29.5,19,108,7.27,4.46,
D'Brickashaw Ferguson,OT,https://www.sports-reference.com/cfb/players/anthony-fasano-1.html,6-6,312,5.08,,,,,,New York Jets / 1st / 4th pick / 2006
Omar Gaither,OLB,https://www.sports-reference.com/cfb/players/omar-gaither-1.html,6-1,234,4.78,37.0,23,116,7.31,4.28,Philadelphia Eagles / 5th / 168th pick / 2006
Quinton Ganther,RB,https://www.sports-reference.com/cfb/players/quinton-ganther-1.html,5-9,218,4.50,35.0,29,119,7.19,,Tennessee Titans / 7th / 246th pick / 2006
Quinton Ganther,RB,https://www.sports-reference.com/cfb/players/ryan-gilbert-1.html,5-10,228,4.60,,,,,,
Chris Gocong,DE,https://www.sports-reference.com/cfb/players/ryan-gilbert-1.html,6-2,263,4.70,38.5,28,123,7.05,4.08,Philadelphia Eagles / 3rd / 71st pick / 2006
Kedric Golston,DT,https://www.sports-reference.com/cfb/players/kedric-golston-1.html,6-4,300,4.88,33.0,31,111,7.60,4.45,Washington Redskins / 6th / 196th pick / 2006
Charles Gordon,CB,https://www.sports-reference.com/cfb/players/charles-gordon-1.html,5-10,183,4.60,35.5,12,115,6.95,4.20,
Bruce Gradkowski,QB,https://www.sports-reference.com/cfb/players/bruce-gradkowski-1.html,6-1,217,4.59,34.0,,107,7.12,4.16,Tampa Bay Buccaneers / 6th / 194th pick / 2006
Marcus Green,DT,https://www.sports-reference.com/cfb/players/marcus-green-2.html,6-1,295,5.14,31.0,33,108,7.62,4.86,
Skyler Green,WR,https://www.sports-reference.com/cfb/players/skyler-green-1.html,5-9,192,4.53,34.0,,118,,,Dallas Cowboys / 4th / 125th pick / 2006
Chad Greenway,OLB,https://www.sports-reference.com/cfb/players/chad-greenway-1.html,6-2,242,4.76,33.5,16,117,7.00,4.22,Minnesota Vikings / 1st / 17th pick / 2006
Cedric Griffin,S,https://www.sports-reference.com/cfb/players/cedric-griffin-1.html,6-0,199,4.51,35.5,17,125,6.84,4.10,Minnesota Vikings / 2nd / 48th pick / 2006
Cedric Griffin,QB,https://www.sports-reference.com/cfb/players/darrell-hackney-1.html,6-0,239,4.82,33.0,,110,7.62,4.69,
Derek Hagan,WR,https://www.sports-reference.com/cfb/players/derek-hagan-1.html,6-2,208,4.45,36.0,,124,,4.07,Miami Dolphins / 3rd / 82nd pick / 2006
Marques Hagans,RB,https://www.sports-reference.com/cfb/players/marques-hagans-1.html,5-9,202,4.67,35.0,,114,7.03,4.38,St. Louis Rams / 5th / 144th pick / 2006
Tamba Hali,DE,https://www.sports-reference.com/cfb/players/tamba-hali-1.html,6-3,275,4.87,,,,,,Kansas City Chiefs / 1st / 20th pick / 2006
Andre Hall,RB,https://www.sports-reference.com/cfb/players/andre-hall-1.html,5-8,208,4.40,33.0,18,113,7.38,,
Andre Hall,WR,https://www.sports-reference.com/cfb/players/chris-hannon-1.html,6-3,205,4.48,34.5,,122,,,
Parys Haralson,DE,https://www.sports-reference.com/cfb/players/parys-haralson-1.html,6-1,253,4.80,32.0,24,115,7.37,4.26,San Francisco 49ers / 5th / 140th pick / 2006
Roman Harper,S,https://www.sports-reference.com/cfb/players/roman-harper-1.html,6-0,198,4.50,,19,,,,New Orleans Saints / 2nd / 43rd pick / 2006
Roman Harper,S,https://www.sports-reference.com/cfb/players/chris-harrell-1.html,6-0,209,4.70,40.5,15,119,7.02,4.12,
Gilbert Harris,FB,https://www.sports-reference.com/cfb/players/gilbert-harris-1.html,6-2,235,4.73,36.0,20,117,7.00,4.38,
Orien Harris,DT,https://www.sports-reference.com/cfb/players/orien-harris-1.html,6-3,301,5.27,,25,,,,Pittsburgh Steelers / 4th / 133rd pick / 2006
Jerome Harrison,RB,https://www.sports-reference.com/cfb/players/jerome-harrison-1.html,5-9,201,4.47,34.5,19,124,6.77,4.07,Cleveland Browns / 5th / 145th pick / 2006
Mike Hass,WR,https://www.sports-reference.com/cfb/players/mike-hass-1.html,6-1,208,4.59,32.0,,116,6.97,4.14,New Orleans Saints / 6th / 171st pick / 2006
Mike Hass,WR,https://www.sports-reference.com/cfb/players/mike-hass-1.html,6-1,208,4.59,32.0,,116,6.97,4.14,New Orleans Saints / 6th / 171st pick / 2006
Jason Hatcher,DE,https://www.sports-reference.com/cfb/players/mike-hass-1.html,6-6,284,4.82,35.5,28,113,7.67,4.49,Dallas Cowboys / 3rd / 92nd pick / 2006
Spencer Havner,ILB,https://www.sports-reference.com/cfb/players/spencer-havner-1.html,6-3,242,4.69,39.0,,116,6.81,4.07,
A.J. Hawk,OLB,https://www.sports-reference.com/cfb/players/aj-hawk-1.html,6-1,248,4.59,40.0,24,115,6.82,3.96,Green Bay Packers / 1st / 5th pick / 2006
Chris Hawkins,CB,https://www.sports-reference.com/cfb/players/chris-hawkins-2.html,5-10,183,4.51,37.0,16,116,,4.18,
Chris Hawkins,RB,https://www.sports-reference.com/cfb/players/taurean-henderson-1.html,5-9,204,4.62,32.5,,112,7.01,4.40,
Eric Henderson,DE,https://www.sports-reference.com/cfb/players/eric-henderson-2.html,6-2,270,4.75,,30,,,,
Eric Henderson,TE,https://www.sports-reference.com/cfb/players/matt-henshaw-1.html,6-4,248,4.73,29.0,16,111,7.44,4.44,
Eric Henderson,S,https://www.sports-reference.com/cfb/players/jarvis-herring-1.html,5-11,207,4.85,36.5,15,116,7.34,4.23,
Devin Hester,WR,https://www.sports-reference.com/cfb/players/devin-hester-1.html,5-11,190,4.41,38.0,16,124,,,Chicago Bears / 2nd / 57th pick / 2006
Tye Hill,CB,https://www.sports-reference.com/cfb/players/tye-hill-1.html,5-10,185,4.34,41.0,,129,6.63,4.01,St. Louis Rams / 1st / 15th pick / 2006
Tye Hill,WR,https://www.sports-reference.com/cfb/players/ed-hinkel-1.html,6-0,190,4.54,34.0,,116,6.97,4.10,
Abdul Hodge,ILB,https://www.sports-reference.com/cfb/players/abdul-hodge-1.html,6-0,236,4.76,31.0,,108,7.09,4.30,Green Bay Packers / 3rd / 67th pick / 2006
Santonio Holmes,WR,https://www.sports-reference.com/cfb/players/santonio-holmes-1.html,5-11,188,4.35,,,,,,Pittsburgh Steelers / 1st / 25th pick / 2006
Santonio Holmes,CB,https://www.sports-reference.com/cfb/players/reuben-houston-1.html,6-0,192,4.62,41.5,21,127,,4.42,
Thomas Howard,OLB,https://www.sports-reference.com/cfb/players/thomas-howard-2.html,6-3,239,4.42,39.0,21,124,6.96,4.28,Oakland Raiders / 2nd / 38th pick / 2006
Oliver Hoyte,ILB,https://www.sports-reference.com/cfb/players/oliver-hoyte-1.html,6-3,245,4.93,32.0,19,112,7.47,4.30,
Marcus Hudson,S,https://www.sports-reference.com/cfb/players/marcus-hudson-1.html,6-1,194,4.55,,11,,,,San Francisco 49ers / 6th / 192nd pick / 2006
Michael Huff,S,https://www.sports-reference.com/cfb/players/michael-huff-1.html,6-0,204,4.34,40.5,21,125,,,Oakland Raiders / 1st / 7th pick / 2006
Michael Huff,RB,https://www.sports-reference.com/cfb/players/cedric-humes-1.html,6-1,227,4.62,30.5,18,106,7.07,4.22,Pittsburgh Steelers / 7th / 240th pick / 2006
Darrell Hunter,CB,https://www.sports-reference.com/cfb/players/darrell-hunter-1.html,6-0,206,4.44,36.0,8,123,,4.11,
Darrell Hunter,K,https://www.sports-reference.com/cfb/players/josh-huston-1.html,6-1,209,,,,,,,
Clint Ingram,OLB,https://www.sports-reference.com/cfb/players/clint-ingram-1.html,6-2,244,4.65,41.0,22,,7.12,4.10,Jacksonville Jaguars / 3rd / 80th pick / 2006
Brian Iwuh,OLB,https://www.sports-reference.com/cfb/players/brian-iwuh-1.html,6-0,234,4.66,,20,,,,
Chad Jackson,WR,https://www.sports-reference.com/cfb/players/chad-jackson-1.html,6-1,213,4.32,38.5,,122,6.73,3.97,New England Patriots / 2nd / 36th pick / 2006
D'Qwell Jackson,ILB,https://www.sports-reference.com/cfb/players/dqwell-jackson-1.html,6-0,230,4.73,37.0,19,116,7.05,4.36,Cleveland Browns / 2nd / 34th pick / 2006
Tarvaris Jackson,QB,https://www.sports-reference.com/cfb/players/tarvaris-jackson-1.html,6-2,226,4.69,31.5,22,107,7.40,4.38,Minnesota Vikings / 2nd / 64th pick / 2006
T.J. Jackson,DT,https://www.sports-reference.com/cfb/players/tommy-jackson-2.html,6-0,304,5.15,31.0,26,104,7.72,4.60,
T.J. Jackson,QB,https://www.sports-reference.com/cfb/players/omar-jacobs-1.html,6-4,232,4.84,32.5,,108,7.47,4.29,Pittsburgh Steelers / 5th / 164th pick / 2006
Max Jean-Gilles,OG,https://www.sports-reference.com/cfb/players/max-jean-gilles-1.html,6-4,355,5.48,24.5,27,95,8.56,5.08,Philadelphia Eagles / 4th / 99th pick / 2006
Julian Jenkins,DE,https://www.sports-reference.com/cfb/players/julian-jenkins-1.html,6-4,277,5.03,34.5,25,110,7.11,4.23,Tampa Bay Buccaneers / 5th / 156th pick / 2006
Adam Jennings,WR,https://www.sports-reference.com/cfb/players/adam-jennings-1.html,5-9,181,4.44,37.5,,118,6.88,4.12,Atlanta Falcons / 6th / 184th pick / 2006
Greg Jennings,WR,https://www.sports-reference.com/cfb/players/greg-jennings-1.html,5-11,197,4.42,36.5,,117,6.68,4.16,Green Bay Packers / 2nd / 52nd pick / 2006
Kelly Jennings,CB,https://www.sports-reference.com/cfb/players/kelly-jennings-1.html,5-11,178,4.39,40.0,,120,,4.00,Seattle Seahawks / 1st / 31st pick / 2006
Tim Jennings,CB,https://www.sports-reference.com/cfb/players/tim-jennings-1.html,5-8,185,4.32,37.5,17,117,,,Indianapolis Colts / 2nd / 62nd pick / 2006
Brandon Johnson,OLB,https://www.sports-reference.com/cfb/players/brandon-johnson-1.html,6-5,228,4.44,37.0,11,118,7.17,4.34,Arizona Cardinals / 5th / 142nd pick / 2006
Johnny Jolly,DT,https://www.sports-reference.com/cfb/players/johnny-jolly-1.html,6-3,317,5.41,,,104,,,Green Bay Packers / 6th / 183rd pick / 2006
Maurice Jones-Drew,RB,https://www.sports-reference.com/cfb/players/maurice-drew-1.html,5-7,207,4.39,36.0,18,116,7.08,4.38,Jacksonville Jaguars / 2nd / 60th pick / 2006
Davin Joseph,OG,https://www.sports-reference.com/cfb/players/davin-joseph-1.html,6-3,311,5.09,32.0,24,111,,4.97,Tampa Bay Buccaneers / 1st / 23rd pick / 2006
Johnathan Joseph,CB,https://www.sports-reference.com/cfb/players/davin-joseph-1.html,5-11,193,4.31,37.0,15,123,6.92,4.23,Cincinnati Bengals / 1st / 24th pick / 2006
Winston Justice,OT,https://www.sports-reference.com/cfb/players/winston-justice-1.html,6-6,319,5.16,35.0,,110,7.31,4.53,Philadelphia Eagles / 2nd / 39th pick / 2006
Freddy Keiaho,ILB,https://www.sports-reference.com/cfb/players/freddy-keiaho-1.html,5-11,224,4.68,36.0,15,113,7.01,4.12,Indianapolis Colts / 3rd / 94th pick / 2006
Freddy Keiaho,OLB,https://www.sports-reference.com/cfb/players/charlton-keith-1.html,6-4,237,4.78,30.5,12,109,7.03,4.36,
William Kershaw,OLB,https://www.sports-reference.com/cfb/players/william-kershaw-1.html,6-3,240,4.63,37.0,21,111,6.95,4.17,
Jeff King,TE,https://www.sports-reference.com/cfb/players/jeff-king-1.html,6-5,245,4.83,32.5,21,109,6.99,4.09,Carolina Panthers / 5th / 155th pick / 2006
David Kirtman,FB,https://www.sports-reference.com/cfb/players/david-kirtman-1.html,5-11,233,4.76,29.5,,106,7.18,4.31,Seattle Seahawks / 5th / 163rd pick / 2006
Mathias Kiwanuka,DE,https://www.sports-reference.com/cfb/players/mathias-kiwanuka-1.html,6-6,266,4.70,32.0,17,120,7.27,4.13,New York Giants / 1st / 32nd pick / 2006
Joe Klopfenstein,TE,https://www.sports-reference.com/cfb/players/joe-klopfenstein-1.html,6-6,255,4.63,36.0,27,112,7.39,4.21,St. Louis Rams / 2nd / 46th pick / 2006
Joe Klopfenstein,DE,https://www.sports-reference.com/cfb/players/mike-kudla-1.html,6-2,265,4.72,37.0,45,114,7.21,4.45,
Chris Kuper,OG,https://www.sports-reference.com/cfb/players/mike-kudla-1.html,6-4,301,5.10,30.0,24,109,7.59,4.60,Denver Broncos / 5th / 161st pick / 2006
Ryan LaCasse,DE,https://www.sports-reference.com/cfb/players/ryan-lacasse-1.html,6-2,257,4.62,34.0,34,113,7.25,4.30,Baltimore Ravens / 7th / 219th pick / 2006
Ryan LaCasse,DE,https://www.sports-reference.com/cfb/players/ryan-lacasse-1.html,6-2,257,4.62,34.0,34,113,7.25,4.30,Baltimore Ravens / 7th / 219th pick / 2006
Dawan Landry,S,https://www.sports-reference.com/cfb/players/dawan-landry-1.html,6-1,220,4.64,37.5,18,124,,4.27,Baltimore Ravens / 5th / 146th pick / 2006
Manny Lawson,OLB,https://www.sports-reference.com/cfb/players/manny-lawson-1.html,6-5,241,4.43,39.5,23,124,6.90,4.18,San Francisco 49ers / 1st / 22nd pick / 2006
Manny Lawson,CB,https://www.sports-reference.com/cfb/players/manny-lawson-1.html,6-0,197,4.48,40.5,16,120,,,New Orleans Saints / 6th / 174th pick / 2006
Manny Lawson,WR,https://www.sports-reference.com/cfb/players/greg-lee-1.html,6-2,201,4.59,35.5,,114,6.80,4.09,
Matt Leinart,QB,https://www.sports-reference.com/cfb/players/matt-leinart-1.html,6-5,223,4.90,,,,,,Arizona Cardinals / 1st / 10th pick / 2006
Jonathan Lewis,DT,https://www.sports-reference.com/cfb/players/jonathan-lewis-2.html,6-1,309,4.97,33.5,24,111,7.40,4.40,Arizona Cardinals / 6th / 177th pick / 2006
Marcedes Lewis,TE,https://www.sports-reference.com/cfb/players/marcedes-lewis-1.html,6-6,261,4.80,37.0,23,118,7.24,4.82,Jacksonville Jaguars / 1st / 28th pick / 2006
Marcedes Lewis,P,https://www.sports-reference.com/cfb/players/david-lonie-1.html,6-5,209,4.74,,,,,,
Calvin Lowry,S,https://www.sports-reference.com/cfb/players/calvin-lowry-1.html,5-11,200,4.54,36.0,15,120,7.16,4.20,Tennessee Titans / 4th / 102nd pick / 2006
Calvin Lowry,QB,https://www.sports-reference.com/cfb/players/calvin-lowry-1.html,6-2,216,4.71,35.0,,111,6.93,4.07,
Wali Lundy,RB,https://www.sports-reference.com/cfb/players/wali-lundy-1.html,5-11,214,4.48,35.0,18,111,6.99,4.36,Houston Texans / 6th / 170th pick / 2006
Deuce Lutui,OG,https://www.sports-reference.com/cfb/players/wali-lundy-1.html,6-4,334,5.35,28.0,26,97,8.04,4.76,Arizona Cardinals / 2nd / 41st pick / 2006
Jesse Mahelona,DT,https://www.sports-reference.com/cfb/players/jesse-mahelona-1.html,6-0,311,5.37,,,,,,Tennessee Titans / 5th / 169th pick / 2006
Jesse Mahelona,P,https://www.sports-reference.com/cfb/players/tom-malone-1.html,6-0,212,4.87,,,,,,
Jesse Mahelona,CB,https://www.sports-reference.com/cfb/players/antonio-malone-1.html,6-0,200,4.59,34.0,10,111,7.05,4.10,
Nick Mangold,C,https://www.sports-reference.com/cfb/players/antonio-malone-1.html,6-4,300,5.05,27.5,24,104,7.47,4.36,New York Jets / 1st / 29th pick / 2006
Danieal Manning,CB,https://www.sports-reference.com/cfb/players/antonio-malone-1.html,5-11,202,4.48,39.0,17,123,7.23,4.07,Chicago Bears / 2nd / 42nd pick / 2006
Laurence Maroney,RB,https://www.sports-reference.com/cfb/players/laurence-maroney-1.html,6-0,217,4.48,,,,,,New England Patriots / 1st / 21st pick / 2006
