Player,Pos,stats_link,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
Audie Cole,ILB,https://www.sports-reference.com/cfb/players/audie-cole-1.html,6-4,246,4.76,35.0,15,114,6.96,4.29,Minnesota Vikings / 7th / 210th pick / 2012
B.J. Coleman,QB,https://www.sports-reference.com/cfb/players/audie-cole-1.html,6-3,233,4.94,,,109,7.07,4.38,Green Bay Packers / 7th / 243rd pick / 2012
Tom Compton,OT,https://www.sports-reference.com/cfb/players/audie-cole-1.html,6-5,314,5.01,30.0,20,108,7.59,4.60,Washington Redskins / 6th / 193rd pick / 2012
Josh Cooper,WR,https://www.sports-reference.com/cfb/players/josh-cooper-2.html,5-11,190,4.65,,11,,,,
Quinton Coples,DE,https://www.sports-reference.com/cfb/players/quinton-coples-1.html,6-6,284,4.69,31.5,25,109,7.57,4.78,New York Jets / 1st / 16th pick / 2012
Paul Cornick,OT,https://www.sports-reference.com/cfb/players/quinton-coples-1.html,6-5,310,5.30,,25,,,,
Paul Cornick,QB,https://www.sports-reference.com/cfb/players/quinton-coples-1.html,6-3,215,4.61,31.5,,106,7.03,4.30,
Kirk Cousins,QB,https://www.sports-reference.com/cfb/players/kirk-cousins-1.html,6-3,214,4.84,28.5,,109,7.05,4.50,Washington Redskins / 4th / 102nd pick / 2012
Fletcher Cox,DT,https://www.sports-reference.com/cfb/players/fletcher-cox-1.html,6-4,298,4.77,26.0,30,103,7.07,4.53,Philadelphia Eagles / 1st / 12th pick / 2012
Jack Crawford,DE,https://www.sports-reference.com/cfb/players/jack-crawford-1.html,6-5,274,4.74,33.0,,116,7.15,4.25,Oakland Raiders / 5th / 158th pick / 2012
Tyrone Crawford,DE,https://www.sports-reference.com/cfb/players/tyrone-crawford-1.html,6-4,275,4.82,33.0,28,113,7.09,4.44,Dallas Cowboys / 3rd / 81st pick / 2012
Tyrone Crawford,RB,https://www.sports-reference.com/cfb/players/lennon-creer-1.html,5-11,219,4.67,33.5,21,110,7.26,4.40,
Jared Crick,DE,https://www.sports-reference.com/cfb/players/jared-crick-1.html,6-4,279,4.91,31.0,,104,7.47,4.40,Houston Texans / 4th / 126th pick / 2012
Juron Criner,WR,https://www.sports-reference.com/cfb/players/juron-criner-1.html,6-2,224,4.66,38.0,17,117,7.15,4.30,Oakland Raiders / 5th / 168th pick / 2012
Juron Criner,OT,https://www.sports-reference.com/cfb/players/john-cullen-1.html,6-4,297,5.28,27.0,23,102,7.58,4.59,
B.J. Cunningham,WR,https://www.sports-reference.com/cfb/players/bj-cunningham-1.html,6-1,211,4.52,31.5,12,116,7.10,,Miami Dolphins / 6th / 183rd pick / 2012
Vinny Curry,DE,https://www.sports-reference.com/cfb/players/vinny-curry-1.html,6-3,266,4.87,32.0,,110,6.90,4.40,Philadelphia Eagles / 2nd / 59th pick / 2012
Mike Daniels,DT,https://www.sports-reference.com/cfb/players/mike-daniels-2.html,6-0,291,4.84,,,,,,Green Bay Packers / 4th / 132nd pick / 2012
Andrew Datko,OT,https://www.sports-reference.com/cfb/players/andrew-datko-1.html,6-6,315,5.19,29.5,,100,7.71,4.54,Green Bay Packers / 7th / 241st pick / 2012
Lavonte David,OLB,https://www.sports-reference.com/cfb/players/lavonte-david-1.html,6-1,233,4.57,36.5,19,119,7.28,4.22,Tampa Bay Buccaneers / 2nd / 58th pick / 2012
Austin Davis,QB,https://www.sports-reference.com/cfb/players/austin-davis-1.html,6-2,219,4.69,31.0,,109,6.73,4.11,
Demario Davis,OLB,https://www.sports-reference.com/cfb/players/demario-davis-1.html,6-2,235,4.49,38.5,32,124,7.19,4.28,New York Jets / 3rd / 77th pick / 2012
David DeCastro,OG,https://www.sports-reference.com/cfb/players/david-decastro-1.html,6-5,316,5.32,29.5,34,98,7.30,4.56,Pittsburgh Steelers / 1st / 24th pick / 2012
Alfonzo Dennard,CB,https://www.sports-reference.com/cfb/players/alfonzo-dennard-1.html,5-10,204,4.48,37.0,,121,,,New England Patriots / 7th / 224th pick / 2012
Alfonzo Dennard,OT,https://www.sports-reference.com/cfb/players/alfonzo-dennard-1.html,6-5,298,5.40,28.0,18,100,7.49,4.90,
Alfonzo Dennard,K,https://www.sports-reference.com/cfb/players/derek-dimke-1.html,5-11,178,5.02,,,,,,
Drake Dunsmore,FB,https://www.sports-reference.com/cfb/players/drake-dunsmore-1.html,6-2,241,4.63,35.5,21,117,6.73,4.03,Tampa Bay Buccaneers / 7th / 233rd pick / 2012
Patrick Edwards,WR,https://www.sports-reference.com/cfb/players/patrick-edwards-1.html,5-9,172,4.57,,,,,,
Michael Egnew,TE,https://www.sports-reference.com/cfb/players/michael-egnew-1.html,6-5,252,4.52,36.0,21,131,7.03,4.32,Miami Dolphins / 3rd / 78th pick / 2012
Rhett Ellison,TE,https://www.sports-reference.com/cfb/players/rhett-ellison-1.html,6-5,251,4.78,31.5,,109,,,Minnesota Vikings / 4th / 128th pick / 2012
Bradie Ewing,FB,https://www.sports-reference.com/cfb/players/bradie-ewing-1.html,6-0,239,4.73,36.5,14,120,7.14,4.16,Atlanta Falcons / 5th / 157th pick / 2012
Bradie Ewing,DT,https://www.sports-reference.com/cfb/players/bradie-ewing-1.html,6-1,323,5.12,31.5,36,99,7.94,4.62,
Bradie Ewing,CB,https://www.sports-reference.com/cfb/players/antonio-fenelus-1.html,5-8,190,4.57,32.0,20,109,6.80,4.20,
Coby Fleener,TE,https://www.sports-reference.com/cfb/players/coby-fleener-1.html,6-6,247,4.51,,27,,,,Indianapolis Colts / 2nd / 34th pick / 2012
Darius Fleming,OLB,https://www.sports-reference.com/cfb/players/darius-fleming-1.html,6-2,245,4.71,33.5,27,114,7.03,4.28,San Francisco 49ers / 5th / 165th pick / 2012
Jamell Fleming,CB,https://www.sports-reference.com/cfb/players/jamell-fleming-1.html,5-11,206,4.43,34.0,23,125,6.71,3.97,Arizona Cardinals / 3rd / 80th pick / 2012
Michael Floyd,WR,https://www.sports-reference.com/cfb/players/michael-floyd-1.html,6-3,220,4.40,36.5,16,122,,,Arizona Cardinals / 1st / 13th pick / 2012
Nick Foles,QB,https://www.sports-reference.com/cfb/players/nick-foles-1.html,6-5,243,5.14,30.5,,112,,,Philadelphia Eagles / 3rd / 88th pick / 2012
Marcus Forston,DT,https://www.sports-reference.com/cfb/players/marcus-forston-1.html,6-1,301,5.05,28.0,35,105,7.64,4.79,
Justin Francis,DE,https://www.sports-reference.com/cfb/players/justin-francis-1.html,6-2,268,4.90,32.0,23,109,7.05,4.35,
Terrence Frederick,CB,https://www.sports-reference.com/cfb/players/terrence-frederick-1.html,5-10,187,4.44,35.0,16,121,6.59,4.03,Pittsburgh Steelers / 7th / 246th pick / 2012
Jeff Fuller,WR,https://www.sports-reference.com/cfb/players/jeff-fuller-1.html,6-4,223,4.53,,17,,,,
Jeff Fuller,ILB,https://www.sports-reference.com/cfb/players/chris-galippo-1.html,6-1,241,4.73,29.5,19,107,6.90,4.10,
Terrance Ganaway,RB,https://www.sports-reference.com/cfb/players/terrance-ganaway-1.html,5-11,239,4.61,37.5,,119,7.15,4.25,New York Jets / 6th / 202nd pick / 2012
Garth Gerhart,C,https://www.sports-reference.com/cfb/players/garth-gerhart-1.html,6-1,305,5.38,30.5,25,96,7.63,4.65,
Adam Gettis,OG,https://www.sports-reference.com/cfb/players/garth-gerhart-1.html,6-2,293,4.90,31.5,,112,7.99,4.65,Washington Redskins / 5th / 141st pick / 2012
Stephon Gilmore,CB,https://www.sports-reference.com/cfb/players/stephon-gilmore-1.html,6-0,190,4.38,36.0,15,123,6.61,3.94,Buffalo Bills / 1st / 10th pick / 2012
Chris Givens,WR,https://www.sports-reference.com/cfb/players/chris-givens-2.html,5-11,198,4.35,33.5,19,118,6.97,4.23,St. Louis Rams / 4th / 96th pick / 2012
Chris Givens,WR,https://www.sports-reference.com/cfb/players/chris-givens-2.html,5-11,198,4.35,33.5,19,118,6.97,4.23,St. Louis Rams / 4th / 96th pick / 2012
Cordy Glenn,OT,https://www.sports-reference.com/cfb/players/cordy-glenn-1.html,6-6,345,5.08,23.5,31,93,8.13,5.00,Buffalo Bills / 2nd / 41st pick / 2012
Najee Goode,ILB,https://www.sports-reference.com/cfb/players/najee-goode-1.html,6-0,244,4.55,35.5,,117,,,Tampa Bay Buccaneers / 5th / 140th pick / 2012
T.J. Graham,WR,https://www.sports-reference.com/cfb/players/tj-graham-1.html,5-11,188,4.34,33.5,8,120,6.77,4.18,Buffalo Bills / 3rd / 69th pick / 2012
Cyrus Gray,RB,https://www.sports-reference.com/cfb/players/cyrus-gray-1.html,5-10,206,4.40,32.5,21,114,7.17,,Kansas City Chiefs / 6th / 182nd pick / 2012
Jonas Gray,RB,https://www.sports-reference.com/cfb/players/jonas-gray-1.html,5-10,223,4.58,,20,,,,
Ladarius Green,TE,https://www.sports-reference.com/cfb/players/ladarius-green-1.html,6-6,238,4.45,34.5,16,124,7.12,4.47,San Diego Chargers / 4th / 110th pick / 2012
Robert Griffin,QB,https://www.sports-reference.com/cfb/players/robert-griffin-iii-1.html,6-2,223,4.33,39.0,,120,,,Washington Redskins / 1st / 2nd pick / 2012
Winston Guy,S,https://www.sports-reference.com/cfb/players/winston-guy-1.html,6-1,218,4.62,,,,,,Seattle Seahawks / 6th / 181st pick / 2012
Trevor Guyton,DE,https://www.sports-reference.com/cfb/players/trevor-guyton-1.html,6-3,285,5.01,31.0,,105,7.45,4.53,Minnesota Vikings / 7th / 219th pick / 2012
Dominique Hamilton,DT,https://www.sports-reference.com/cfb/players/dominique-hamilton-1.html,6-5,313,5.45,,31,,7.82,4.78,
Jewel Hampton,RB,https://www.sports-reference.com/cfb/players/dominique-hamilton-1.html,5-9,218,4.56,,26,,,,
Darius Hanks,WR,https://www.sports-reference.com/cfb/players/darius-hanks-1.html,6-0,184,4.52,34.0,11,117,,,
James Hanna,TE,https://www.sports-reference.com/cfb/players/james-hanna-1.html,6-4,252,4.43,36.0,24,122,6.76,4.11,Dallas Cowboys / 6th / 186th pick / 2012
Cory Harkey,TE,https://www.sports-reference.com/cfb/players/cory-harkey-1.html,6-4,260,5.06,26.5,13,109,7.40,4.69,
Chandler Harnish,QB,https://www.sports-reference.com/cfb/players/chandler-harnish-1.html,6-2,219,4.68,32.5,,112,6.78,4.15,Indianapolis Colts / 7th / 253rd pick / 2012
Chandler Harnish,QB,https://www.sports-reference.com/cfb/players/jacory-harris-1.html,6-3,203,4.65,37.0,,113,7.10,4.40,
Cliff Harris,CB,https://www.sports-reference.com/cfb/players/cliff-harris-1.html,5-11,175,4.61,36.0,14,118,6.79,4.19,
DaJohn Harris,DT,https://www.sports-reference.com/cfb/players/dajohn-harris-2.html,6-3,306,4.97,,,,,,
Josh Harris,LS,https://www.sports-reference.com/cfb/players/josh-harris-4.html,6-1,252,4.82,,15,,,,
Mike Harris,CB,https://www.sports-reference.com/cfb/players/mike-harris-1.html,5-10,188,4.52,36.0,,117,6.81,4.07,Jacksonville Jaguars / 6th / 176th pick / 2012
Casey Hayward,CB,https://www.sports-reference.com/cfb/players/casey-hayward-1.html,5-11,192,4.47,34.0,19,119,6.76,3.90,Green Bay Packers / 2nd / 62nd pick / 2012
Junior Hemingway,WR,https://www.sports-reference.com/cfb/players/junior-hemingway-1.html,6-1,225,4.48,35.5,21,124,6.59,3.98,Kansas City Chiefs / 7th / 238th pick / 2012
Dan Herron,RB,https://www.sports-reference.com/cfb/players/dan-herron-1.html,5-10,213,4.57,35.0,22,117,6.97,4.04,Cincinnati Bengals / 6th / 191st pick / 2012
Dont'a Hightower,ILB,https://www.sports-reference.com/cfb/players/donta-hightower-2.html,6-2,265,4.62,32.0,,,,,New England Patriots / 1st / 25th pick / 2012
Stephen Hill,WR,https://www.sports-reference.com/cfb/players/stephen-hill-1.html,6-4,215,4.36,39.5,14,133,6.88,4.48,New York Jets / 2nd / 43rd pick / 2012
Ronnie Hillman,RB,https://www.sports-reference.com/cfb/players/ronnie-hillman-1.html,5-9,200,4.42,37.0,17,,,,Denver Broncos / 3rd / 67th pick / 2012
T.Y. Hilton,WR,https://www.sports-reference.com/cfb/players/ty-hilton-1.html,5-9,183,4.34,,,,,,Indianapolis Colts / 3rd / 92nd pick / 2012
Lamar Holmes,OT,https://www.sports-reference.com/cfb/players/lamar-holmes-1.html,6-5,323,5.29,27.0,22,104,7.74,4.80,Atlanta Falcons / 3rd / 91st pick / 2012
Jayron Hosley,CB,https://www.sports-reference.com/cfb/players/jayron-hosley-1.html,5-10,178,4.38,,11,,,,New York Giants / 3rd / 94th pick / 2012
Jaye Howard,DT,https://www.sports-reference.com/cfb/players/jaye-howard-1.html,6-3,301,4.78,27.5,24,106,7.32,4.47,Seattle Seahawks / 4th / 114th pick / 2012
Delano Howell,S,https://www.sports-reference.com/cfb/players/delano-howell-1.html,5-11,210,4.61,33.0,21,120,6.97,4.15,
John Hughes,DT,https://www.sports-reference.com/cfb/players/john-hughes-2.html,6-2,309,5.32,,28,,,,Cleveland Browns / 3rd / 87th pick / 2012
Emil Igwenagu,FB,https://www.sports-reference.com/cfb/players/john-hughes-2.html,6-1,249,4.70,34.5,19,121,7.32,4.40,
Duke Ihenacho,S,https://www.sports-reference.com/cfb/players/duke-ihenacho-1.html,6-0,213,4.67,35.0,20,122,6.78,4.22,
George Iloka,S,https://www.sports-reference.com/cfb/players/george-iloka-1.html,6-4,225,4.60,34.5,20,124,7.03,4.03,Cincinnati Bengals / 5th / 167th pick / 2012
Melvin Ingram,OLB,https://www.sports-reference.com/cfb/players/melvin-ingram-1.html,6-1,264,4.69,34.5,28,109,6.83,4.18,San Diego Chargers / 1st / 18th pick / 2012
Bruce Irvin,OLB,https://www.sports-reference.com/cfb/players/bruce-irvin-1.html,6-3,245,4.41,33.5,23,123,6.70,4.03,Seattle Seahawks / 1st / 15th pick / 2012
Bruce Irvin,S,https://www.sports-reference.com/cfb/players/bruce-irvin-1.html,5-11,188,4.60,36.5,9,125,6.90,4.15,
Asa Jackson,CB,https://www.sports-reference.com/cfb/players/bruce-irvin-1.html,5-10,191,4.48,34.5,19,118,6.97,4.03,Baltimore Ravens / 5th / 169th pick / 2012
Jerrell Jackson,WR,https://www.sports-reference.com/cfb/players/jerrell-jackson-1.html,6-0,196,4.50,41.0,22,127,6.82,4.11,
Malik Jackson,DE,https://www.sports-reference.com/cfb/players/malik-jackson-2.html,6-5,284,4.85,28.0,25,105,7.38,4.41,Denver Broncos / 5th / 137th pick / 2012
LaMichael James,RB,https://www.sports-reference.com/cfb/players/lamichael-james-1.html,5-8,194,4.35,35.0,15,123,6.88,4.12,San Francisco 49ers / 2nd / 61st pick / 2012
LaMichael James,DE,https://www.sports-reference.com/cfb/players/jamaar-jarrett-1.html,6-5,265,4.96,30.0,21,114,,4.34,
LaMichael James,QB,https://www.sports-reference.com/cfb/players/jordan-jefferson-1.html,6-4,223,4.58,36.5,14,116,6.81,4.06,
Alshon Jeffery,WR,https://www.sports-reference.com/cfb/players/alshon-jeffery-1.html,6-3,216,4.48,,,,,,Chicago Bears / 2nd / 45th pick / 2012
A.J. Jenkins,WR,https://www.sports-reference.com/cfb/players/aj-jenkins-1.html,6-0,190,4.37,38.5,12,124,,,San Francisco 49ers / 1st / 30th pick / 2012
Janoris Jenkins,CB,https://www.sports-reference.com/cfb/players/janoris-jenkins-1.html,5-10,193,4.41,33.5,,121,6.95,4.13,St. Louis Rams / 2nd / 39th pick / 2012
Cam Johnson,DE,https://www.sports-reference.com/cfb/players/cam-johnson-1.html,6-3,268,4.75,35.0,,105,7.20,4.38,San Francisco 49ers / 7th / 237th pick / 2012
James-Michael Johnson,ILB,https://www.sports-reference.com/cfb/players/james-michael-johnson-1.html,6-1,241,4.60,37.0,23,124,7.34,4.37,Cleveland Browns / 4th / 120th pick / 2012
Leonard Johnson,CB,https://www.sports-reference.com/cfb/players/leonard-johnson-1.html,5-10,196,4.62,32.0,15,120,6.96,4.15,
Leonard Johnson,CB,https://www.sports-reference.com/cfb/players/leonard-johnson-1.html,5-10,196,4.62,32.0,15,120,6.96,4.15,
Rishaw Johnson,OG,https://www.sports-reference.com/cfb/players/leonard-johnson-1.html,6-3,313,5.12,31.5,22,108,7.87,4.53,
Steven Johnson,OLB,https://www.sports-reference.com/cfb/players/steven-johnson-2.html,6-0,239,4.71,36.0,16,113,7.32,4.38,
Trumaine Johnson,CB,https://www.sports-reference.com/cfb/players/steven-johnson-2.html,6-2,204,4.50,35.5,19,122,7.20,4.15,St. Louis Rams / 3rd / 65th pick / 2012
Trumaine Johnson,CB,https://www.sports-reference.com/cfb/players/steven-johnson-2.html,5-9,197,4.56,31.5,20,116,7.14,4.18,
Ben Jones,C,https://www.sports-reference.com/cfb/players/ben-jones-3.html,6-3,303,5.35,30.5,29,105,7.95,4.74,Houston Texans / 4th / 99th pick / 2012
Chandler Jones,DE,https://www.sports-reference.com/cfb/players/chandler-jones-2.html,6-5,266,4.77,35.0,22,120,7.07,4.38,New England Patriots / 1st / 21st pick / 2012
Dwight Jones,WR,https://www.sports-reference.com/cfb/players/dwight-jones-1.html,6-3,230,4.51,33.0,14,109,,,
Marvin Jones,WR,https://www.sports-reference.com/cfb/players/marvin-jones-1.html,6-2,199,4.46,33.0,22,112,6.81,4.11,Cincinnati Bengals / 5th / 166th pick / 2012
Marcel Jones,OT,https://www.sports-reference.com/cfb/players/marvin-jones-1.html,6-6,320,5.57,27.5,13,95,8.03,5.12,New Orleans Saints / 7th / 234th pick / 2012
Marcel Jones,CB,https://www.sports-reference.com/cfb/players/coryell-judie-1.html,6-0,194,4.45,37.0,,126,7.33,4.25,
Josh Kaddu,OLB,https://www.sports-reference.com/cfb/players/josh-kaddu-1.html,6-3,239,4.67,34.0,20,119,,,Miami Dolphins / 5th / 155th pick / 2012
Matt Kalil,OT,https://www.sports-reference.com/cfb/players/matt-kalil-1.html,6-7,306,4.96,27.0,30,,7.33,4.65,Minnesota Vikings / 1st / 4th pick / 2012
Jermaine Kearse,WR,https://www.sports-reference.com/cfb/players/jermaine-kearse-1.html,6-1,209,4.50,34.0,14,119,7.03,4.12,
Case Keenum,QB,https://www.sports-reference.com/cfb/players/case-keenum-1.html,6-1,208,4.72,32.5,,103,,,
Senio Kelemete,OG,https://www.sports-reference.com/cfb/players/senio-kelemete-1.html,6-4,307,5.39,25.0,21,101,7.77,4.58,Arizona Cardinals / 5th / 151st pick / 2012
Mychal Kendricks,ILB,https://www.sports-reference.com/cfb/players/mychal-kendricks-1.html,5-11,239,4.44,39.5,24,127,,4.19,Philadelphia Eagles / 2nd / 46th pick / 2012
Dre Kirkpatrick,CB,https://www.sports-reference.com/cfb/players/dre-kirkpatrick-1.html,6-2,186,4.50,35.0,,120,,,Cincinnati Bengals / 1st / 17th pick / 2012
Peter Konz,C,https://www.sports-reference.com/cfb/players/dre-kirkpatrick-1.html,6-5,314,5.16,,18,,,,Atlanta Falcons / 2nd / 55th pick / 2012
Luke Kuechly,ILB,https://www.sports-reference.com/cfb/players/luke-kuechly-1.html,6-3,242,4.58,38.0,27,123,6.92,4.12,Carolina Panthers / 1st / 9th pick / 2012
