Player,Pos,stats_link,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr),year
Ryan Kelly,C,https://www.sports-reference.com/cfb/players/ryan-kelly-1.html,6-4,311,5.03,30.0,26,103,7.58,4.59,Indianapolis Colts / 1st / 18th pick / 2016,2016
Cody Kessler,QB,https://www.sports-reference.com/cfb/players/cody-kessler-1.html,6-1,220,4.89,29.5,,104,7.32,4.00,Cleveland Browns / 3rd / 93rd pick / 2016,2016
Miles Killebrew,S, ,6-2,217,4.65,38.0,22,127,6.93,4.18,Detroit Lions / 4th / 111th pick / 2016,2016
Derrick Kindred,S,https://www.sports-reference.com/cfb/players/derrick-kindred-1.html,5-10,207,4.50,37.5,,123,7.05,4.29,Cleveland Browns / 4th / 129th pick / 2016,2016
Derrick Kindred,ILB,https://www.sports-reference.com/cfb/players/raphael-kirby-1.html,6-0,236,4.72,,27,,,,,2016
Denver Kirkland,OT,https://www.sports-reference.com/cfb/players/denver-kirkland-1.html,6-4,335,5.55,22.5,19,94,8.72,5.06,,2016
Marshall Koehn,K,https://www.sports-reference.com/cfb/players/marshall-koehn-1.html,6-1,197,4.61,,,,,,,2016
Nick Kwiatkoski,ILB,https://www.sports-reference.com/cfb/players/nick-kwiatkoski-1.html,6-2,243,4.73,32.0,19,120,7.16,4.22,Chicago Bears / 4th / 113th pick / 2016,2016
Jimmy Landes,LS,https://www.sports-reference.com/cfb/players/jimmy-landes-1.html,6-1,240,4.95,27.5,,110,7.05,4.38,Detroit Lions / 6th / 210th pick / 2016,2016
Daniel Lasco,RB,https://www.sports-reference.com/cfb/players/daniel-lasco-1.html,6-0,209,4.46,41.5,23,135,7.22,4.26,New Orleans Saints / 7th / 237th pick / 2016,2016
Darius Latham,DT,https://www.sports-reference.com/cfb/players/darius-latham-1.html,6-4,311,5.32,29.0,,100,7.76,4.63,,2016
Kenny Lawler,WR,https://www.sports-reference.com/cfb/players/kenny-lawler-1.html,6-2,203,4.64,31.0,,111,7.13,4.20,Seattle Seahawks / 7th / 243rd pick / 2016,2016
Nile Lawrence-Stample,DL,https://www.sports-reference.com/cfb/players/nile-lawrence-stample-1.html,6-1,320,5.24,,,,,,,2016
Shaq Lawson,DE,https://www.sports-reference.com/cfb/players/shaq-lawson-1.html,6-3,269,4.70,33.0,,120,7.16,4.21,Buffalo Bills / 1st / 19th pick / 2016,2016
Darron Lee,OLB,https://www.sports-reference.com/cfb/players/darron-lee-1.html,6-1,232,4.47,35.5,17,133,7.12,4.20,New York Jets / 1st / 20th pick / 2016,2016
Alex Lewis,OT,https://www.sports-reference.com/cfb/players/alex-lewis-2.html,6-6,312,5.22,29.5,27,100,7.94,4.72,Baltimore Ravens / 4th / 130th pick / 2016,2016
Roger Lewis,WR,https://www.sports-reference.com/cfb/players/roger-lewis-1.html,6-0,201,4.57,33.5,8,116,,,,2016
Kolby Listenbee,WR,https://www.sports-reference.com/cfb/players/kolby-listenbee-1.html,6-0,197,4.39,35.5,15,129,,,Buffalo Bills / 6th / 192nd pick / 2016,2016
Cory Littleton,OLB,https://www.sports-reference.com/cfb/players/cory-littleton-1.html,6-3,238,4.73,29.5,,114,7.11,4.32,,2016
Jordan Lomax,S,https://www.sports-reference.com/cfb/players/jordan-lomax-1.html,5-10,202,4.75,36.0,8,120,7.18,4.15,,2016
Steve Longa,ILB,https://www.sports-reference.com/cfb/players/steve-longa-1.html,6-1,241,4.78,32.0,19,116,7.50,4.56,,2016
Ricardo Louis,WR,https://www.sports-reference.com/cfb/players/ricardo-louis-1.html,6-2,215,4.43,38.0,18,132,,,Cleveland Browns / 4th / 114th pick / 2016,2016
Dean Lowry,DE,https://www.sports-reference.com/cfb/players/dean-lowry-1.html,6-6,296,4.87,32.5,30,114,7.26,4.38,Green Bay Packers / 4th / 137th pick / 2016,2016
Jordan Lucas,S,https://www.sports-reference.com/cfb/players/jordan-lucas-1.html,6-0,201,4.54,,,,,,Miami Dolphins / 6th / 204th pick / 2016,2016
Jordan Lucas,K, ,6-1,214,4.74,,,,,,,2016
Paxton Lynch,QB,https://www.sports-reference.com/cfb/players/paxton-lynch-1.html,6-7,244,4.86,36.0,,118,7.14,4.26,Denver Broncos / 1st / 26th pick / 2016,2016
Tre Madden,RB,https://www.sports-reference.com/cfb/players/tre-madden-1.html,6-0,223,4.53,,24,,,,,2016
Luther Maddy,DT,https://www.sports-reference.com/cfb/players/luther-maddy-1.html,6-0,287,4.96,,29,,,,,2016
Curt Maggitt,OLB,https://www.sports-reference.com/cfb/players/curt-maggitt-1.html,6-3,247,4.73,,,,,,,2016
Ryan Malleck,TE,https://www.sports-reference.com/cfb/players/ryan-malleck-1.html,6-4,247,4.77,34.5,18,121,7.00,4.33,,2016
Byron Marshall,WR,https://www.sports-reference.com/cfb/players/byron-marshall-1.html,5-9,201,4.42,,17,,,,,2016
Jalin Marshall,WR,https://www.sports-reference.com/cfb/players/jalin-marshall-1.html,5-10,200,4.60,37.5,16,125,6.80,4.13,,2016
Keith Marshall,RB,https://www.sports-reference.com/cfb/players/keith-marshall-1.html,5-11,219,4.31,30.5,25,,,,Washington Redskins / 7th / 242nd pick / 2016,2016
Nick Martin,C,https://www.sports-reference.com/cfb/players/nick-martin-1.html,6-4,299,5.22,28.0,28,97,7.57,4.72,Houston Texans / 2nd / 50th pick / 2016,2016
Nick Martin,C,https://www.sports-reference.com/cfb/players/nick-martin-1.html,6-4,299,5.22,28.0,28,97,7.57,4.72,Houston Texans / 2nd / 50th pick / 2016,2016
Blake Martinez,ILB,https://www.sports-reference.com/cfb/players/blake-martinez-1.html,6-2,237,4.71,28.5,22,113,6.98,4.20,Green Bay Packers / 4th / 131st pick / 2016,2016
Tyler Marz,OT,https://www.sports-reference.com/cfb/players/tyler-marz-1.html,6-7,316,5.54,27.5,19,99,8.38,4.97,,2016
Tyler Matakevich,OLB,https://www.sports-reference.com/cfb/players/tyler-matakevich-1.html,6-0,238,4.81,31.0,22,112,7.19,4.50,Pittsburgh Steelers / 7th / 246th pick / 2016,2016
Tyler Matakevich,DL,https://www.sports-reference.com/cfb/players/chris-mayes-1.html,6-3,338,5.34,23.5,33,104,,5.13,,2016
Alex McCalister,DE,https://www.sports-reference.com/cfb/players/alex-mccalister-1.html,6-6,239,4.80,34.5,,128,7.01,4.00,Philadelphia Eagles / 7th / 240th pick / 2016,2016
Jake McGee,TE,https://www.sports-reference.com/cfb/players/jake-mcgee-1.html,6-5,250,4.83,,17,,,,,2016
Connor McGovern,OG,https://www.sports-reference.com/cfb/players/connor-mcgovern-1.html,6-4,306,5.11,33.0,33,109,7.50,4.65,Denver Broncos / 5th / 144th pick / 2016,2016
Mekale McKay,WR,https://www.sports-reference.com/cfb/players/mekale-mckay-3.html,6-4,207,4.55,35.0,12,123,7.08,4.63,,2016
Cassanova McKinzy,ILB,https://www.sports-reference.com/cfb/players/cassanova-mckinzy-1.html,6-1,248,4.83,,21,,,,,2016
Braxton Miller,WR,https://www.sports-reference.com/cfb/players/braxton-miller-1.html,6-1,201,4.50,35.0,17,123,6.65,4.07,Houston Texans / 3rd / 85th pick / 2016,2016
Harlan Miller,CB, ,6-0,182,4.65,35.5,6,118,7.44,4.43,Arizona Cardinals / 6th / 205th pick / 2016,2016
Jalen Mills,S,https://www.sports-reference.com/cfb/players/jalen-mills-1.html,6-0,191,4.61,37.0,16,123,6.86,4.00,Philadelphia Eagles / 7th / 233rd pick / 2016,2016
Malcolm Mitchell,WR,https://www.sports-reference.com/cfb/players/malcolm-mitchell-2.html,6-0,198,4.45,36.0,15,129,6.94,4.34,New England Patriots / 4th / 112th pick / 2016,2016
Will Monday,P,https://www.sports-reference.com/cfb/players/will-monday-1.html,6-4,212,5.10,,,,,,,2016
Chris Moore,WR,https://www.sports-reference.com/cfb/players/chris-moore-4.html,6-1,206,4.53,37.0,10,130,6.76,4.20,Baltimore Ravens / 4th / 107th pick / 2016,2016
David Morgan,TE,https://www.sports-reference.com/cfb/players/david-morgan-1.html,6-4,262,,,,,,,Minnesota Vikings / 6th / 188th pick / 2016,2016
Antonio Morrison,ILB,https://www.sports-reference.com/cfb/players/antonio-morrison-1.html,6-1,232,4.76,,,,,,Indianapolis Colts / 4th / 125th pick / 2016,2016
Kyle Murphy,OT,https://www.sports-reference.com/cfb/players/kyle-murphy-1.html,6-6,305,5.19,,23,,,,Green Bay Packers / 6th / 200th pick / 2016,2016
Eric Murray,CB,https://www.sports-reference.com/cfb/players/eric-murray-1.html,5-11,199,4.49,39.5,15,124,7.08,4.05,Kansas City Chiefs / 4th / 106th pick / 2016,2016
Carl Nassib,DE,https://www.sports-reference.com/cfb/players/carl-nassib-1.html,6-7,277,4.84,28.5,21,114,7.27,4.37,Cleveland Browns / 3rd / 65th pick / 2016,2016
Keanu Neal,S,https://www.sports-reference.com/cfb/players/keanu-neal-1.html,6-0,211,4.62,38.0,17,132,7.09,4.38,Atlanta Falcons / 1st / 17th pick / 2016,2016
Stephane Nembot,OT,https://www.sports-reference.com/cfb/players/stephane-nembot-1.html,6-7,322,5.39,26.5,32,103,8.55,5.15,,2016
Giorgio Newberry,DE,https://www.sports-reference.com/cfb/players/giorgio-newberry-1.html,6-5,285,4.94,30.0,20,114,7.53,4.78,,2016
Yannick Ngakoue,DE,https://www.sports-reference.com/cfb/players/yannick-ngakoue-1.html,6-2,252,4.75,34.5,26,118,7.35,4.50,Jacksonville Jaguars / 3rd / 69th pick / 2016,2016
Dadi Nicolas,DE,https://www.sports-reference.com/cfb/players/dadi-nicolas-1.html,6-3,235,4.74,41.0,14,116,7.04,4.38,Kansas City Chiefs / 6th / 203rd pick / 2016,2016
Robert Nkemdiche,DT,https://www.sports-reference.com/cfb/players/robert-nkemdiche-1.html,6-3,294,4.87,35.0,28,116,,,Arizona Cardinals / 1st / 29th pick / 2016,2016
Jared Norris,ILB,https://www.sports-reference.com/cfb/players/jared-norris-1.html,6-1,241,4.80,29.5,19,114,,4.52,,2016
Jared Norris,WR,https://www.sports-reference.com/cfb/players/marquez-north-1.html,6-2,223,4.48,35.0,17,123,6.90,4.13,,2016
Nick O'Toole,P,https://www.sports-reference.com/cfb/players/nick-otoole-1.html,6-3,219,5.05,,,,,,,2016
Shawn Oakman,DE,https://www.sports-reference.com/cfb/players/shawn-oakman-1.html,6-8,287,4.96,32.0,23,123,7.53,4.56,,2016
Jaden Oberkrom,K,https://www.sports-reference.com/cfb/players/jaden-oberkrom-1.html,6-2,186,4.96,,,,,,,2016
Victor Ochi,DE, ,6-1,246,4.86,32.0,,119,7.24,4.40,,2016
Rees Odhiambo,OT,https://www.sports-reference.com/cfb/players/rees-odhiambo-1.html,6-4,314,5.17,,23,,,,Seattle Seahawks / 3rd / 97th pick / 2016,2016
Emmanuel Ogbah,DE,https://www.sports-reference.com/cfb/players/emmanuel-ogbah-1.html,6-4,273,4.63,35.5,20,121,7.26,4.50,Cleveland Browns / 2nd / 32nd pick / 2016,2016
Romeo Okwara,DE,https://www.sports-reference.com/cfb/players/romeo-okwara-1.html,6-5,265,4.90,33.0,23,120,7.38,4.53,,2016
Drew Ott,DE,https://www.sports-reference.com/cfb/players/drew-ott-1.html,6-4,273,4.88,,,,,,,2016
Montese Overton,OLB,https://www.sports-reference.com/cfb/players/montese-overton-1.html,6-2,223,4.61,34.0,18,123,7.15,4.47,,2016
Gionni Paul,ILB,https://www.sports-reference.com/cfb/players/gionni-paul-1.html,5-10,231,5.05,31.0,22,113,,,,2016
Jordan Payton,WR,https://www.sports-reference.com/cfb/players/jordan-payton-1.html,6-1,207,4.47,34.5,,121,7.08,4.33,Cleveland Browns / 5th / 154th pick / 2016,2016
Charone Peake,WR,https://www.sports-reference.com/cfb/players/charone-peake-1.html,6-2,209,4.45,35.5,12,122,6.96,4.46,New York Jets / 7th / 241st pick / 2016,2016
Paul Perkins,RB,https://www.sports-reference.com/cfb/players/paul-perkins-1.html,5-10,208,4.54,32.0,19,124,,,New York Giants / 5th / 149th pick / 2016,2016
Joshua Perry,ILB,https://www.sports-reference.com/cfb/players/joshua-perry-1.html,6-4,254,4.68,33.5,20,124,,,San Diego Chargers / 4th / 102nd pick / 2016,2016
Kevin Peterson,CB,https://www.sports-reference.com/cfb/players/kevin-peterson-1.html,5-10,181,4.58,35.5,14,121,6.94,4.31,,2016
D.J. Pettway,DE,https://www.sports-reference.com/cfb/players/dj-pettway-1.html,6-2,265,4.99,28.0,17,108,7.74,4.69,,2016
Tyvis Powell,S,https://www.sports-reference.com/cfb/players/tyvis-powell-1.html,6-3,211,4.46,34.5,15,120,7.03,4.25,,2016
Dak Prescott,QB,https://www.sports-reference.com/cfb/players/dak-prescott-1.html,6-2,226,4.79,32.5,,116,7.11,4.32,Dallas Cowboys / 4th / 135th pick / 2016,2016
C.J. Prosise,RB,https://www.sports-reference.com/cfb/players/cj-prosise-1.html,6-0,220,4.48,35.5,,121,,,Seattle Seahawks / 3rd / 90th pick / 2016,2016
C.J. Prosise,CB, ,6-0,198,4.73,32.0,19,117,,,,2016
Reggie Ragland,ILB,https://www.sports-reference.com/cfb/players/reggie-ragland-1.html,6-1,247,4.72,31.5,,116,,4.28,Buffalo Bills / 2nd / 41st pick / 2016,2016
Jalen Ramsey,CB,https://www.sports-reference.com/cfb/players/jalen-ramsey-1.html,6-1,209,4.41,41.5,14,135,6.94,4.18,Jacksonville Jaguars / 1st / 5th pick / 2016,2016
Jalen Ramsey,CB,https://www.sports-reference.com/cfb/players/jalen-ramsey-1.html,6-1,209,4.41,41.5,14,135,6.94,4.18,Jacksonville Jaguars / 1st / 5th pick / 2016,2016
Sheldon Rankins,DT,https://www.sports-reference.com/cfb/players/sheldon-rankins-1.html,6-1,299,5.03,34.5,28,118,7.44,4.59,New Orleans Saints / 1st / 12th pick / 2016,2016
D.J. Reader,DT,https://www.sports-reference.com/cfb/players/dj-reader-1.html,6-3,327,5.33,29.5,30,99,7.90,4.71,Houston Texans / 5th / 166th pick / 2016,2016
Alex Redmond,OG,https://www.sports-reference.com/cfb/players/alex-redmond-1.html,6-5,294,5.30,28.0,30,111,7.75,4.90,,2016
Will Redmond,CB,https://www.sports-reference.com/cfb/players/will-redmond-1.html,5-11,182,4.45,,,,,,San Francisco 49ers / 3rd / 68th pick / 2016,2016
Jarran Reed,DT,https://www.sports-reference.com/cfb/players/jarran-reed-1.html,6-3,307,5.21,31.0,,104,7.77,4.75,Seattle Seahawks / 2nd / 49th pick / 2016,2016
Hassan Ridgeway,DT,https://www.sports-reference.com/cfb/players/hassan-ridgeway-1.html,6-3,303,5.02,32.0,24,113,8.28,4.82,Indianapolis Colts / 4th / 116th pick / 2016,2016
Hassan Ridgeway,OT, ,6-5,324,5.36,28.5,30,100,8.42,4.83,,2016
A'Shawn Robinson,DT,https://www.sports-reference.com/cfb/players/ashawn-robinson-1.html,6-4,307,5.20,26.0,22,106,7.80,4.74,Detroit Lions / 2nd / 46th pick / 2016,2016
Demarcus Robinson,WR,https://www.sports-reference.com/cfb/players/demarcus-robinson-3.html,6-1,203,4.59,34.5,,123,6.77,4.19,Kansas City Chiefs / 4th / 126th pick / 2016,2016
Rashard Robinson,CB, ,6-1,171,4.49,35.5,,121,,,San Francisco 49ers / 4th / 133rd pick / 2016,2016
Alonzo Russell,WR,https://www.sports-reference.com/cfb/players/alonzo-russell-1.html,6-4,206,4.54,29.5,12,112,7.18,4.33,,2016
Keivarae Russell,CB,https://www.sports-reference.com/cfb/players/keivarae-russell-1.html,5-11,192,4.49,,17,,,,Kansas City Chiefs / 3rd / 74th pick / 2016,2016
Zack Sanchez,CB,https://www.sports-reference.com/cfb/players/zack-sanchez-1.html,5-11,185,4.50,35.5,19,116,,,Carolina Panthers / 5th / 141st pick / 2016,2016
Beau Sandland,TE, ,6-4,253,4.74,35.0,23,124,7.10,4.33,Carolina Panthers / 7th / 252nd pick / 2016,2016
Joe Schobert,OLB,https://www.sports-reference.com/cfb/players/joe-schobert-1.html,6-1,244,4.76,33.5,22,111,7.11,4.30,Cleveland Browns / 4th / 99th pick / 2016,2016
Rashawn Scott,WR,https://www.sports-reference.com/cfb/players/rashawn-scott-1.html,6-1,199,4.54,32.5,17,116,,,,2016
Isaac Seumalo,OG,https://www.sports-reference.com/cfb/players/isaac-seumalo-1.html,6-4,303,5.19,26.0,,105,7.40,4.52,Philadelphia Eagles / 3rd / 79th pick / 2016,2016
Kevon Seymour,CB,https://www.sports-reference.com/cfb/players/kevon-seymour-1.html,5-11,186,4.39,35.0,12,124,,4.18,Buffalo Bills / 6th / 218th pick / 2016,2016
Hunter Sharp,WR,https://www.sports-reference.com/cfb/players/hunter-sharp-1.html,5-11,198,4.58,32.5,12,116,7.12,4.19,,2016
Tajae Sharpe,WR,https://www.sports-reference.com/cfb/players/tajae-sharpe-1.html,6-2,194,4.55,33.5,11,114,,,Tennessee Titans / 5th / 140th pick / 2016,2016
Brandon Shell,OT,https://www.sports-reference.com/cfb/players/brandon-shell-1.html,6-5,324,5.22,30.5,22,112,,,New York Jets / 5th / 158th pick / 2016,2016
Sterling Shepard,WR,https://www.sports-reference.com/cfb/players/sterling-shepard-1.html,5-10,194,4.48,41.0,20,123,7.00,4.35,New York Giants / 2nd / 40th pick / 2016,2016
Elijah Shumate,S,https://www.sports-reference.com/cfb/players/elijah-shumate-1.html,6-0,216,4.58,33.0,18,119,,4.51,,2016
Elijah Shumate,DT, ,6-3,298,5.15,25.0,23,,7.90,4.97,,2016
Justin Simmons,S,https://www.sports-reference.com/cfb/players/justin-simmons-1.html,6-2,202,4.61,40.0,16,126,6.58,3.85,Denver Broncos / 3rd / 98th pick / 2016,2016
Leshaun Sims,CB, ,6-0,203,4.53,37.0,11,120,7.08,4.19,Tennessee Titans / 5th / 157th pick / 2016,2016
Matt Skura,C,https://www.sports-reference.com/cfb/players/matt-skura-1.html,6-3,305,5.39,24.0,27,103,7.89,4.76,,2016
Pearce Slater,OT,https://www.sports-reference.com/cfb/players/pearce-slater-2.html,6-7,329,5.42,23.0,17,92,8.36,5.12,,2016
Wendell Smallwood,RB,https://www.sports-reference.com/cfb/players/wendell-smallwood-1.html,5-10,208,4.47,33.5,14,120,6.83,4.28,Philadelphia Eagles / 5th / 153rd pick / 2016,2016
Jaylon Smith,OLB,https://www.sports-reference.com/cfb/players/jaylon-smith-1.html,6-2,223,4.67,,,,,,Dallas Cowboys / 2nd / 34th pick / 2016,2016
Ryan Smith,CB, ,5-11,189,4.47,36.0,18,122,6.88,4.09,Tampa Bay Buccaneers / 4th / 108th pick / 2016,2016
Terrance Smith,ILB,https://www.sports-reference.com/cfb/players/terrance-smith-2.html,6-3,235,4.77,34.5,19,120,,,,2016
Noah Spence,DE,https://www.sports-reference.com/cfb/players/noah-spence-1.html,6-2,251,4.80,35.0,25,121,7.21,4.35,Tampa Bay Buccaneers / 2nd / 39th pick / 2016,2016
Jason Spriggs,OT,https://www.sports-reference.com/cfb/players/jason-spriggs-1.html,6-6,301,4.94,31.5,31,115,7.70,4.44,Green Bay Packers / 2nd / 48th pick / 2016,2016
Nelson Spruce,WR,https://www.sports-reference.com/cfb/players/nelson-spruce-1.html,6-1,206,4.69,35.0,12,114,7.09,4.20,,2016
A.J. Stamps,S,https://www.sports-reference.com/cfb/players/aj-stamps-1.html,5-11,193,4.79,33.0,15,115,7.17,4.25,,2016
Ronnie Stanley,OT,https://www.sports-reference.com/cfb/players/ronnie-stanley-2.html,6-6,312,5.20,28.5,,,8.03,4.90,Baltimore Ravens / 1st / 6th pick / 2016,2016
Joel Stave,QB,https://www.sports-reference.com/cfb/players/joel-stave-1.html,6-5,236,4.80,33.5,,115,7.29,4.33,,2016
Eric Striker,OLB,https://www.sports-reference.com/cfb/players/eric-striker-1.html,5-11,227,4.80,30.0,23,116,7.30,4.46,,2016
Nate Sudfeld,QB,https://www.sports-reference.com/cfb/players/nate-sudfeld-1.html,6-6,234,5.02,29.0,,105,,,Washington Redskins / 6th / 187th pick / 2016,2016
Charles Tapper,DE,https://www.sports-reference.com/cfb/players/charles-tapper-1.html,6-3,271,4.59,34.0,23,119,,,Dallas Cowboys / 4th / 101st pick / 2016,2016
Kelvin Taylor,RB,https://www.sports-reference.com/cfb/players/kelvin-taylor-1.html,5-10,207,4.60,32.0,15,113,,,San Francisco 49ers / 6th / 211th pick / 2016,2016
John Theus,OT,https://www.sports-reference.com/cfb/players/john-theus-1.html,6-6,313,5.22,28.0,,103,7.90,4.78,San Francisco 49ers / 5th / 145th pick / 2016,2016
Lawrence Thomas,DT,https://www.sports-reference.com/cfb/players/lawrence-thomas-1.html,6-3,286,4.98,35.0,,113,,,,2016
Michael Thomas,WR,https://www.sports-reference.com/cfb/players/michael-thomas-3.html,6-3,212,4.57,35.0,18,126,6.80,4.13,New Orleans Saints / 2nd / 47th pick / 2016,2016
Darian Thompson,S,https://www.sports-reference.com/cfb/players/darian-thompson-1.html,6-2,208,4.69,32.5,12,118,7.26,4.33,New York Giants / 3rd / 71st pick / 2016,2016
Ron Thompson,DE,https://www.sports-reference.com/cfb/players/ron-thompson-1.html,6-3,253,4.92,,18,,7.46,4.50,,2016
Ron Thompson,RB,https://www.sports-reference.com/cfb/players/shadrach-thornton-1.html,6-0,217,4.75,31.0,12,116,6.85,4.21,,2016
Joe Thuney,OT,https://www.sports-reference.com/cfb/players/joe-thuney-1.html,6-5,304,4.95,28.5,28,110,7.47,4.54,New England Patriots / 3rd / 78th pick / 2016,2016
Cole Toner,OT, ,6-5,306,5.32,26.0,22,103,7.88,4.59,Arizona Cardinals / 5th / 170th pick / 2016,2016
Cole Toner,OT, ,6-5,306,5.32,26.0,22,103,7.88,4.59,Arizona Cardinals / 5th / 170th pick / 2016,2016
Laquon Treadwell,WR,https://www.sports-reference.com/cfb/players/laquon-treadwell-1.html,6-2,221,4.52,33.0,12,117,,,Minnesota Vikings / 1st / 23rd pick / 2016,2016
Sebastian Tretola,OG,https://www.sports-reference.com/cfb/players/sebastian-tretola-1.html,6-4,314,5.45,23.5,22,90,7.94,5.02,Tennessee Titans / 6th / 193rd pick / 2016,2016
Max Tuerk,C,https://www.sports-reference.com/cfb/players/max-tuerk-1.html,6-5,298,5.12,,22,,,,San Diego Chargers / 3rd / 66th pick / 2016,2016
Laremy Tunsil,OT,https://www.sports-reference.com/cfb/players/laremy-tunsil-1.html,6-5,310,5.23,,,,,,Miami Dolphins / 1st / 13th pick / 2016,2016
Landon Turner,OG,https://www.sports-reference.com/cfb/players/landon-turner-1.html,6-4,330,5.58,19.0,30,88,,,,2016
Soma Vainuku,FB,https://www.sports-reference.com/cfb/players/soma-vainuku-1.html,5-11,246,4.68,32.0,26,108,,,,2016
Halapoulivaati Vaitai,OT,https://www.sports-reference.com/cfb/players/halapoulivaati-vaitai-1.html,6-6,320,5.26,29.0,23,113,8.26,5.00,Philadelphia Eagles / 5th / 164th pick / 2016,2016
Vincent Valentine,DT,https://www.sports-reference.com/cfb/players/vincent-valentine-1.html,6-4,329,5.19,29.0,17,110,8.03,4.59,New England Patriots / 3rd / 96th pick / 2016,2016
Nick Vannett,TE,https://www.sports-reference.com/cfb/players/nick-vannett-1.html,6-6,257,4.76,30.5,17,111,7.05,4.20,Seattle Seahawks / 3rd / 94th pick / 2016,2016
Nick Vigil,ILB,https://www.sports-reference.com/cfb/players/nick-vigil-1.html,6-2,239,4.72,31.5,,115,6.73,4.00,Cincinnati Bengals / 3rd / 87th pick / 2016,2016
Dan Vitale,FB,https://www.sports-reference.com/cfb/players/dan-vitale-1.html,6-1,239,4.60,38.5,30,123,7.12,4.12,Tampa Bay Buccaneers / 6th / 197th pick / 2016,2016
Jihad Ward,DT,https://www.sports-reference.com/cfb/players/jihad-ward-1.html,6-5,297,5.11,25.0,20,111,7.38,4.63,Oakland Raiders / 2nd / 44th pick / 2016,2016
Adolphus Washington,DT,https://www.sports-reference.com/cfb/players/adolphus-washington-1.html,6-3,301,5.17,27.0,21,99,8.06,4.79,Buffalo Bills / 3rd / 80th pick / 2016,2016
Deandre Washington,RB,https://www.sports-reference.com/cfb/players/deandre-washington-1.html,5-8,204,4.49,34.5,24,116,7.03,4.20,Oakland Raiders / 5th / 143rd pick / 2016,2016
Stephen Weatherly,OLB,https://www.sports-reference.com/cfb/players/stephen-weatherly-1.html,6-4,267,4.61,31.0,23,117,,,Minnesota Vikings / 7th / 227th pick / 2016,2016
Carson Wentz,QB, ,6-5,237,4.77,30.5,,118,6.86,4.15,Philadelphia Eagles / 1st / 2nd pick / 2016,2016
Christian Westerman,OG,https://www.sports-reference.com/cfb/players/christian-westerman-1.html,6-3,298,5.12,,34,98,7.69,4.71,Cincinnati Bengals / 5th / 161st pick / 2016,2016
D.J. White,CB,https://www.sports-reference.com/cfb/players/dj-white-1.html,5-11,193,4.49,33.0,17,132,7.18,4.33,Kansas City Chiefs / 6th / 178th pick / 2016,2016
Cody Whitehair,OT,https://www.sports-reference.com/cfb/players/cody-whitehair-1.html,6-4,301,5.02,25.5,16,110,7.32,4.58,Chicago Bears / 2nd / 56th pick / 2016,2016
Brandon Wilds,RB,https://www.sports-reference.com/cfb/players/brandon-wilds-1.html,6-1,220,4.54,36.5,21,118,7.08,4.33,,2016
Brandon Williams,CB,https://www.sports-reference.com/cfb/players/brandon-williams-10.html,5-11,197,4.37,30.5,18,118,6.85,4.19,Arizona Cardinals / 3rd / 92nd pick / 2016,2016
Bryce Williams,TE,https://www.sports-reference.com/cfb/players/bryce-williams-1.html,6-6,257,4.94,29.5,19,111,7.19,4.53,,2016
Duke Williams,WR,https://www.sports-reference.com/cfb/players/dhaquille-williams-1.html,6-2,229,4.72,30.0,14,121,7.43,4.47,,2016
Jonathan Williams,RB,https://www.sports-reference.com/cfb/players/jonathan-williams-2.html,5-11,220,4.56,,16,,,,Buffalo Bills / 5th / 156th pick / 2016,2016
De'Runnya Wilson,WR,https://www.sports-reference.com/cfb/players/derunnya-wilson-1.html,6-5,224,4.85,28.0,,113,,,,2016
Josh Woodrum,QB, ,6-3,231,4.80,31.0,,116,6.74,4.31,,2016
Antwaun Woods,DL,https://www.sports-reference.com/cfb/players/antwaun-woods-1.html,6-0,318,5.18,,,,,,,2016
Daryl Worley,CB,https://www.sports-reference.com/cfb/players/daryl-worley-1.html,6-1,204,4.64,35.5,14,123,6.98,4.15,Carolina Panthers / 3rd / 77th pick / 2016,2016
Connor Wujciak,DT,https://www.sports-reference.com/cfb/players/connor-wujciak-1.html,6-2,291,4.91,34.5,22,117,7.32,4.27,,2016
Avery Young,OT,https://www.sports-reference.com/cfb/players/avery-young-1.html,6-5,328,5.39,,,,8.22,4.91,,2016
Tavon Young,CB,https://www.sports-reference.com/cfb/players/tavon-young-1.html,5-9,183,4.46,34.5,9,118,6.80,3.93,Baltimore Ravens / 4th / 104th pick / 2016,2016
Anthony Zettel,DT,https://www.sports-reference.com/cfb/players/anthony-zettel-1.html,6-4,277,4.81,30.5,28,109,7.63,4.39,Detroit Lions / 6th / 202nd pick / 2016,2016
