Player,Pos,stats_link,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr),year
Austin Blythe,C,https://www.sports-reference.com/cfb/players/austin-blythe-1.html,6-2,298,5.36,27.5,29,99,7.52,4.53,Indianapolis Colts / 7th / 248th pick / 2016,2016
Briean Boddy-Calhoun,CB,https://www.sports-reference.com/cfb/players/briean-boddy-calhoun-1.html,5-9,193,4.47,35.0,10,123,7.16,4.22,,2016
Evan Boehm,C,https://www.sports-reference.com/cfb/players/evan-boehm-1.html,6-2,302,5.33,28.5,24,96,7.52,4.69,Arizona Cardinals / 4th / 128th pick / 2016,2016
Devante Bond,OLB,https://www.sports-reference.com/cfb/players/devante-bond-1.html,6-1,235,4.70,37.5,21,121,7.07,4.36,Tampa Bay Buccaneers / 6th / 183rd pick / 2016,2016
Devontae Booker,RB,https://www.sports-reference.com/cfb/players/devontae-booker-1.html,5-11,219,4.56,,22,,,,Denver Broncos / 4th / 136th pick / 2016,2016
Joey Bosa,DE,https://www.sports-reference.com/cfb/players/joey-bosa-1.html,6-5,269,4.86,32.0,24,120,6.89,4.21,San Diego Chargers / 1st / 3rd pick / 2016,2016
Tyler Boyd,WR,https://www.sports-reference.com/cfb/players/tyler-boyd-1.html,6-1,197,4.58,34.0,11,119,6.90,4.35,Cincinnati Bengals / 2nd / 55th pick / 2016,2016
Trevone Boykin,QB,https://www.sports-reference.com/cfb/players/trevone-boykin-1.html,6-0,212,4.77,32.0,,110,,4.40,,2016
James Bradberry,CB, ,6-1,211,4.50,36.0,16,124,6.91,4.21,Carolina Panthers / 2nd / 62nd pick / 2016,2016
Ben Braunecker,TE, ,6-3,250,4.73,35.5,20,121,6.90,4.20,,2016
Jake Brendel,C,https://www.sports-reference.com/cfb/players/jake-brendel-1.html,6-3,303,5.01,28.0,25,108,7.31,4.27,,2016
Jacoby Brissett,QB,https://www.sports-reference.com/cfb/players/jacoby-brissett-2.html,6-4,231,4.94,31.0,,113,7.17,4.53,New England Patriots / 3rd / 91st pick / 2016,2016
Kentrell Brothers,OLB,https://www.sports-reference.com/cfb/players/kentrell-brothers-1.html,6-0,245,4.89,28.5,19,110,6.99,4.11,Minnesota Vikings / 5th / 160th pick / 2016,2016
Anthony Brown,CB,https://www.sports-reference.com/cfb/players/anthony-brown-6.html,5-11,192,4.33,35.0,19,115,7.03,4.19,Dallas Cowboys / 6th / 189th pick / 2016,2016
Beniquez Brown,OLB,https://www.sports-reference.com/cfb/players/beniquez-brown-1.html,6-1,229,4.77,31.0,18,110,7.07,4.28,,2016
Chris Brown,WR,https://www.sports-reference.com/cfb/players/chris-brown-11.html,6-2,194,4.48,,,,,,,2016
Lamarcus Brutus,S,https://www.sports-reference.com/cfb/players/lamarcus-brutus-1.html,6-0,206,4.76,33.0,14,114,7.08,4.33,,2016
Deforest Buckner,DE,https://www.sports-reference.com/cfb/players/deforest-buckner-1.html,6-7,291,5.05,32.0,,116,7.51,4.47,San Francisco 49ers / 1st / 7th pick / 2016,2016
Jonathan Bullard,DE,https://www.sports-reference.com/cfb/players/jonathan-bullard-1.html,6-3,285,4.93,32.0,23,116,7.31,4.56,Chicago Bears / 3rd / 72nd pick / 2016,2016
Aaron Burbridge,WR,https://www.sports-reference.com/cfb/players/aaron-burbridge-1.html,6-0,206,4.56,30.5,20,115,7.22,4.31,San Francisco 49ers / 6th / 213th pick / 2016,2016
Artie Burns,CB,https://www.sports-reference.com/cfb/players/artie-burns-1.html,6-0,193,4.46,31.5,,,,,Pittsburgh Steelers / 1st / 25th pick / 2016,2016
Juston Burris,CB,https://www.sports-reference.com/cfb/players/juston-burris-1.html,6-0,212,4.53,36.5,19,122,7.10,4.40,New York Jets / 4th / 118th pick / 2016,2016
Deon Bush,S,https://www.sports-reference.com/cfb/players/deon-bush-1.html,6-0,199,4.64,36.0,17,123,,,Chicago Bears / 4th / 124th pick / 2016,2016
Vernon Butler,DT,https://www.sports-reference.com/cfb/players/vernon-butler-1.html,6-4,323,5.33,29.5,26,104,7.82,4.76,Carolina Panthers / 1st / 30th pick / 2016,2016
Devon Cajuste,WR,https://www.sports-reference.com/cfb/players/devon-cajuste-1.html,6-4,234,4.62,36.0,12,123,6.49,4.20,,2016
Shilique Calhoun,DE,https://www.sports-reference.com/cfb/players/shilique-calhoun-1.html,6-4,251,4.82,35.0,23,115,6.97,4.25,Oakland Raiders / 3rd / 75th pick / 2016,2016
Taveze Calhoun,CB,https://www.sports-reference.com/cfb/players/taveze-calhoun-1.html,6-0,192,4.58,33.5,14,,,,,2016
De'Vondre Campbell,OLB,https://www.sports-reference.com/cfb/players/devondre-campbell-1.html,6-4,232,4.58,34.0,16,116,,,Atlanta Falcons / 4th / 115th pick / 2016,2016
De'Vondre Campbell,OLB,https://www.sports-reference.com/cfb/players/devondre-campbell-1.html,6-4,232,4.58,34.0,16,116,,,Atlanta Falcons / 4th / 115th pick / 2016,2016
Maurice Canady,CB,https://www.sports-reference.com/cfb/players/maurice-canady-1.html,6-1,193,4.49,38.0,16,124,7.03,4.09,Baltimore Ravens / 6th / 209th pick / 2016,2016
Leonte Carroo,WR,https://www.sports-reference.com/cfb/players/leonte-carroo-1.html,6-0,211,4.50,35.5,14,120,,,Miami Dolphins / 3rd / 86th pick / 2016,2016
Tra Carson,RB,https://www.sports-reference.com/cfb/players/tra-carson-1.html,5-11,227,4.63,,19,,,,,2016
Tevin Carter,S,https://www.sports-reference.com/cfb/players/tevin-carter-1.html,6-1,218,4.48,,19,,,,,2016
Jeremy Cash,S,https://www.sports-reference.com/cfb/players/jeremy-cash-2.html,6-0,212,4.56,,,,,,,2016
Jeremy Cash,OG,https://www.sports-reference.com/cfb/players/joseph-cheek-1.html,6-6,295,5.27,,20,,,,,2016
Kenny Clark,DT,https://www.sports-reference.com/cfb/players/kenneth-clark-1.html,6-3,314,5.06,28.5,29,102,,4.62,Green Bay Packers / 1st / 27th pick / 2016,2016
Le'Raven Clark,OT,https://www.sports-reference.com/cfb/players/leraven-clark-1.html,6-5,316,5.16,,18,,,,Indianapolis Colts / 3rd / 82nd pick / 2016,2016
Corey Coleman,WR,https://www.sports-reference.com/cfb/players/corey-coleman-1.html,5-11,194,4.42,40.5,17,129,,,Cleveland Browns / 1st / 15th pick / 2016,2016
Shon Coleman,OT,https://www.sports-reference.com/cfb/players/shon-coleman-1.html,6-5,307,5.18,,22,,,,Cleveland Browns / 3rd / 76th pick / 2016,2016
Alex Collins,RB,https://www.sports-reference.com/cfb/players/alex-collins-1.html,5-10,217,4.59,28.5,18,113,,,Seattle Seahawks / 5th / 171st pick / 2016,2016
Maliek Collins,DT,https://www.sports-reference.com/cfb/players/maliek-collins-1.html,6-2,311,5.03,29.5,25,109,7.53,4.52,Dallas Cowboys / 3rd / 67th pick / 2016,2016
Jack Conklin,OT,https://www.sports-reference.com/cfb/players/jack-conklin-1.html,6-6,308,5.00,30.0,25,103,7.63,4.57,Tennessee Titans / 1st / 8th pick / 2016,2016
Connor Cook,QB,https://www.sports-reference.com/cfb/players/connor-cook-1.html,6-4,217,4.79,33.0,,113,7.21,4.28,Oakland Raiders / 4th / 100th pick / 2016,2016
Fahn Cooper,OT,https://www.sports-reference.com/cfb/players/fahn-cooper-1.html,6-4,303,5.17,25.0,19,102,7.85,4.89,San Francisco 49ers / 5th / 174th pick / 2016,2016
Pharoh Cooper,WR,https://www.sports-reference.com/cfb/players/pharoh-cooper-1.html,5-11,203,4.52,31.0,15,115,,,Los Angeles Rams / 4th / 117th pick / 2016,2016
Pharoh Cooper,RB, ,5-8,207,4.47,34.0,17,112,7.26,4.58,,2016
Cody Core,WR,https://www.sports-reference.com/cfb/players/cody-core-1.html,6-3,205,4.47,31.5,14,119,,,Cincinnati Bengals / 6th / 199th pick / 2016,2016
Kamalei Correa,DE,https://www.sports-reference.com/cfb/players/kamalei-correa-1.html,6-3,243,4.69,33.0,21,108,,,Baltimore Ravens / 2nd / 42nd pick / 2016,2016
James Cowser,DE, ,6-3,248,4.82,31.5,21,111,6.80,4.31,,2016
Brad Craddock,K,https://www.sports-reference.com/cfb/players/brad-craddock-1.html,6-0,186,4.88,,,,,,,2016
Su'A Cravens,OLB,https://www.sports-reference.com/cfb/players/sua-cravens-1.html,6-1,226,4.58,27.0,16,114,,,Washington Redskins / 2nd / 53rd pick / 2016,2016
Ken Crawley,CB,https://www.sports-reference.com/cfb/players/kenneth-crawley-1.html,6-0,187,4.43,36.5,,119,,,,2016
Joe Dahl,OT,https://www.sports-reference.com/cfb/players/joe-dahl-1.html,6-4,304,5.18,31.0,28,109,7.64,4.77,Detroit Lions / 5th / 151st pick / 2016,2016
Steven Daniels,ILB,https://www.sports-reference.com/cfb/players/steven-daniels-1.html,5-11,243,4.86,32.0,16,112,7.33,4.54,Washington Redskins / 7th / 232nd pick / 2016,2016
Sean Davis,CB,https://www.sports-reference.com/cfb/players/sean-davis-1.html,6-1,201,4.46,37.5,21,126,6.64,3.97,Pittsburgh Steelers / 2nd / 58th pick / 2016,2016
Trevor Davis,WR,https://www.sports-reference.com/cfb/players/trevor-davis-1.html,6-1,188,4.42,38.5,11,124,6.60,4.22,Green Bay Packers / 5th / 163rd pick / 2016,2016
Sheldon Day,DT,https://www.sports-reference.com/cfb/players/sheldon-day-1.html,6-1,293,5.07,30.0,21,102,7.44,4.50,Jacksonville Jaguars / 4th / 103rd pick / 2016,2016
Taylor Decker,OT,https://www.sports-reference.com/cfb/players/taylor-decker-1.html,6-7,310,5.23,29.0,20,101,7.70,4.76,Detroit Lions / 1st / 16th pick / 2016,2016
KJ Dillon,S,https://www.sports-reference.com/cfb/players/kj-dillon-1.html,6-0,210,4.53,,11,121,,,Houston Texans / 5th / 159th pick / 2016,2016
Kenneth Dixon,RB,https://www.sports-reference.com/cfb/players/kenneth-dixon-1.html,5-10,215,4.56,37.5,18,121,6.97,4.28,Baltimore Ravens / 4th / 134th pick / 2016,2016
Riley Dixon,P,https://www.sports-reference.com/cfb/players/riley-dixon-1.html,6-4,221,5.04,,,,,,Denver Broncos / 7th / 228th pick / 2016,2016
Josh Doctson,WR,https://www.sports-reference.com/cfb/players/josh-doctson-1.html,6-2,202,4.50,41.0,14,131,6.84,4.08,Washington Redskins / 1st / 22nd pick / 2016,2016
Kevin Dodd,DE,https://www.sports-reference.com/cfb/players/kevin-dodd-1.html,6-5,277,4.86,,,,,,Tennessee Titans / 2nd / 33rd pick / 2016,2016
Brandon Doughty,QB,https://www.sports-reference.com/cfb/players/brandon-doughty-1.html,6-3,213,5.22,27.0,,103,7.49,4.52,Miami Dolphins / 7th / 223rd pick / 2016,2016
Kenyan Drake,RB,https://www.sports-reference.com/cfb/players/kenyan-drake-1.html,6-1,210,4.45,34.5,10,123,7.04,4.21,Miami Dolphins / 3rd / 73rd pick / 2016,2016
Spencer Drango,OT,https://www.sports-reference.com/cfb/players/spencer-drango-1.html,6-6,315,5.27,27.0,30,100,7.88,4.66,Cleveland Browns / 5th / 168th pick / 2016,2016
Jeff Driskel,QB,https://www.sports-reference.com/cfb/players/jeff-driskel-1.html,6-4,234,4.56,32.0,,122,7.19,4.25,San Francisco 49ers / 6th / 207th pick / 2016,2016
Thomas Duarte,TE,https://www.sports-reference.com/cfb/players/thomas-duarte-1.html,6-2,231,4.72,33.5,12,118,6.97,4.24,Miami Dolphins / 7th / 231st pick / 2016,2016
Thomas Duarte,P, ,6-4,209,4.98,,,,,,,2016
Parker Ehinger,OT,https://www.sports-reference.com/cfb/players/parker-ehinger-1.html,6-6,310,5.26,27.5,,97,,,Kansas City Chiefs / 4th / 105th pick / 2016,2016
Deandre Elliott,CB,https://www.sports-reference.com/cfb/players/deandre-elliott-1.html,6-1,188,4.55,41.0,,125,6.93,3.94,,2016
Ezekiel Elliott,RB,https://www.sports-reference.com/cfb/players/ezekiel-elliott-1.html,6-0,225,4.47,32.5,,118,,,Dallas Cowboys / 1st / 4th pick / 2016,2016
Tyler Ervin,RB,https://www.sports-reference.com/cfb/players/tyler-ervin-1.html,5-10,192,4.41,39.0,17,130,,,Houston Texans / 4th / 119th pick / 2016,2016
Kyler Fackrell,OLB,https://www.sports-reference.com/cfb/players/kyler-fackrell-1.html,6-5,245,4.72,34.5,15,121,,,Green Bay Packers / 3rd / 88th pick / 2016,2016
Ka'Imi Fairbairn,K,https://www.sports-reference.com/cfb/players/kaimi-fairbairn-1.html,5-11,183,4.96,,,,,,,2016
Jason Fanaika,DE,https://www.sports-reference.com/cfb/players/jason-fanaika-3.html,6-2,271,4.92,35.5,23,113,7.06,4.39,,2016
Travis Feeney,OLB,https://www.sports-reference.com/cfb/players/travis-feeney-1.html,6-4,230,4.50,40.0,,130,7.20,4.42,Pittsburgh Steelers / 6th / 220th pick / 2016,2016
Josh Ferguson,RB,https://www.sports-reference.com/cfb/players/josh-ferguson-3.html,5-9,198,4.48,34.5,21,120,,,,2016
Leonard Floyd,OLB,https://www.sports-reference.com/cfb/players/leonard-floyd-1.html,6-6,244,4.60,39.5,,127,,,Chicago Bears / 1st / 9th pick / 2016,2016
Leonard Floyd,OLB,https://www.sports-reference.com/cfb/players/leonard-floyd-1.html,6-6,244,4.60,39.5,,127,,,Chicago Bears / 1st / 9th pick / 2016,2016
Josh Forrest,ILB,https://www.sports-reference.com/cfb/players/josh-forrest-1.html,6-3,249,4.91,30.5,11,118,,,Los Angeles Rams / 6th / 190th pick / 2016,2016
D.J. Foster,WR,https://www.sports-reference.com/cfb/players/dj-foster-1.html,5-10,193,4.57,35.5,14,117,6.75,4.07,,2016
Kavon Frazier,S,https://www.sports-reference.com/cfb/players/kavon-frazier-1.html,6-0,217,4.53,,18,,,,Dallas Cowboys / 6th / 212th pick / 2016,2016
Kris Frost,OLB,https://www.sports-reference.com/cfb/players/kris-frost-1.html,6-2,240,4.97,29.0,,113,,,,2016
Kendall Fuller,CB,https://www.sports-reference.com/cfb/players/kendall-fuller-1.html,5-11,187,4.48,,15,,,,Washington Redskins / 3rd / 84th pick / 2016,2016
Will Fuller,WR,https://www.sports-reference.com/cfb/players/william-fuller-2.html,6-0,186,4.32,33.5,10,126,6.93,4.27,Houston Texans / 1st / 21st pick / 2016,2016
Joshua Garnett,OG,https://www.sports-reference.com/cfb/players/joshua-garnett-1.html,6-4,312,5.32,29.0,30,99,7.62,4.64,San Francisco 49ers / 1st / 28th pick / 2016,2016
Keyarris Garrett,WR,https://www.sports-reference.com/cfb/players/keyarris-garrett-1.html,6-3,220,4.53,36.5,14,128,7.30,4.33,,2016
Graham Glasgow,C,https://www.sports-reference.com/cfb/players/graham-glasgow-1.html,6-6,307,5.13,25.0,23,106,7.63,4.63,Detroit Lions / 3rd / 95th pick / 2016,2016
Jared Goff,QB,https://www.sports-reference.com/cfb/players/jared-goff-1.html,6-4,215,4.82,27.0,,110,7.17,4.47,Los Angeles Rams / 1st / 1st pick / 2016,2016
B.J. Goodson,OLB,https://www.sports-reference.com/cfb/players/bj-goodson-1.html,6-1,242,4.69,34.5,30,118,7.05,4.51,New York Giants / 4th / 109th pick / 2016,2016
Adam Gotsis,DT,https://www.sports-reference.com/cfb/players/adam-gotsis-1.html,6-4,287,4.88,,,,,,Denver Broncos / 2nd / 63rd pick / 2016,2016
T.J. Green,S,https://www.sports-reference.com/cfb/players/tj-green-1.html,6-2,209,4.34,35.5,13,129,,,Indianapolis Colts / 2nd / 57th pick / 2016,2016
Darrell Greene,OG,https://www.sports-reference.com/cfb/players/darrell-greene-1.html,6-3,321,5.20,21.5,28,98,8.07,4.98,,2016
David Grinnage,TE,https://www.sports-reference.com/cfb/players/david-grinnage-1.html,6-5,248,4.90,29.5,,106,,,,2016
Glenn Gronkowski,FB,https://www.sports-reference.com/cfb/players/glenn-gronkowski-1.html,6-2,239,4.71,33.0,17,120,7.10,4.45,,2016
Christian Hackenberg,QB,https://www.sports-reference.com/cfb/players/christian-hackenberg-1.html,6-4,223,4.78,31.0,,114,7.04,4.33,New York Jets / 2nd / 51st pick / 2016,2016
Tom Hackett,P,https://www.sports-reference.com/cfb/players/tom-hackett-1.html,5-10,198,4.86,,,,,,,2016
Joe Haeg,OT, ,6-6,304,5.16,27.5,,111,7.47,4.47,Indianapolis Colts / 5th / 155th pick / 2016,2016
Joe Haeg,CB, ,6-2,199,4.68,37.0,,127,7.07,4.06,,2016
Javon Hargrave,DT, ,6-1,309,4.93,34.5,29,109,7.90,4.70,Pittsburgh Steelers / 3rd / 89th pick / 2016,2016
De'Vante Harris,CB,https://www.sports-reference.com/cfb/players/devante-harris-1.html,5-11,176,4.56,38.5,,124,6.82,4.06,,2016
Jerald Hawkins,OT,https://www.sports-reference.com/cfb/players/jerald-hawkins-1.html,6-6,305,5.23,23.5,23,100,8.19,4.89,Pittsburgh Steelers / 4th / 123rd pick / 2016,2016
Joel Heath,DT,https://www.sports-reference.com/cfb/players/joel-heath-1.html,6-5,293,5.02,33.0,26,113,7.44,4.52,,2016
Temarrick Hemingway,TE, ,6-5,244,4.71,30.5,18,115,6.88,4.31,Los Angeles Rams / 6th / 177th pick / 2016,2016
Derrick Henry,RB,https://www.sports-reference.com/cfb/players/derrick-henry-2.html,6-3,247,4.54,37.0,22,130,7.20,4.38,Tennessee Titans / 2nd / 45th pick / 2016,2016
Hunter Henry,TE,https://www.sports-reference.com/cfb/players/hunter-henry-1.html,6-5,250,4.79,,13,,,,San Diego Chargers / 2nd / 35th pick / 2016,2016
Willie Henry,DT,https://www.sports-reference.com/cfb/players/willie-henry-1.html,6-3,303,5.00,30.5,28,110,7.57,4.53,Baltimore Ravens / 4th / 132nd pick / 2016,2016
Quayvon Hicks,FB,https://www.sports-reference.com/cfb/players/quayvon-hicks-1.html,6-1,259,4.82,,,,,,,2016
Tyler Higbee,TE,https://www.sports-reference.com/cfb/players/tyler-higbee-1.html,6-6,249,4.77,,,,,,Los Angeles Rams / 4th / 110th pick / 2016,2016
Rashard Higgins,WR,https://www.sports-reference.com/cfb/players/rashard-higgins-1.html,6-1,196,4.64,32.0,13,116,,,Cleveland Browns / 5th / 172nd pick / 2016,2016
Kevin Hogan,QB,https://www.sports-reference.com/cfb/players/kevin-hogan-2.html,6-3,218,4.78,32.5,,113,6.90,4.31,Kansas City Chiefs / 5th / 162nd pick / 2016,2016
Johnny Holton,WR,https://www.sports-reference.com/cfb/players/johnny-holton-1.html,6-1,190,4.54,31.5,8,123,,,,2016
Austin Hooper,TE,https://www.sports-reference.com/cfb/players/austin-hooper-1.html,6-4,254,4.72,33.0,19,117,7.00,4.32,Atlanta Falcons / 3rd / 81st pick / 2016,2016
Deandre Houston-Carson,S, ,6-1,201,4.54,32.5,13,115,7.15,4.28,Chicago Bears / 6th / 185th pick / 2016,2016
Jordan Howard,RB,https://www.sports-reference.com/cfb/players/jordan-howard-1.html,6-0,230,4.57,34.0,16,122,,,Chicago Bears / 5th / 150th pick / 2016,2016
Xavien Howard,CB,https://www.sports-reference.com/cfb/players/xavien-howard-1.html,6-0,201,4.58,33.0,11,122,7.18,4.15,Miami Dolphins / 2nd / 38th pick / 2016,2016
Germain Ifedi,OT,https://www.sports-reference.com/cfb/players/germain-ifedi-1.html,6-6,324,5.27,32.5,24,109,,4.75,Seattle Seahawks / 1st / 31st pick / 2016,2016
Germain Ifedi,CB, ,5-11,188,4.68,35.5,,123,,,,2016
Vernon Hargreaves III,CB,https://www.sports-reference.com/cfb/players/vernon-hargreaves-iii-1.html,5-10,204,4.50,39.0,15,130,,3.98,Tampa Bay Buccaneers / 1st / 11th pick / 2016,2016
William Jackson III,CB,https://www.sports-reference.com/cfb/players/william-jackson-iii-1.html,6-0,189,4.37,,10,116,,,Cincinnati Bengals / 1st / 24th pick / 2016,2016
Scooby Wright III,ILB,https://www.sports-reference.com/cfb/players/scooby-wright-1.html,6-0,239,4.90,31.0,22,113,,4.47,Cleveland Browns / 7th / 250th pick / 2016,2016
Matt Ioannidis,DT,https://www.sports-reference.com/cfb/players/matt-ioannidis-1.html,6-3,299,5.03,28.0,32,108,7.78,4.71,Washington Redskins / 5th / 152nd pick / 2016,2016
Myles Jack,OLB,https://www.sports-reference.com/cfb/players/myles-jack-1.html,6-1,245,4.56,,19,,,,Jacksonville Jaguars / 2nd / 36th pick / 2016,2016
Branden Jackson,DE,https://www.sports-reference.com/cfb/players/branden-jackson-1.html,6-4,273,5.06,31.5,20,113,7.40,4.77,,2016
Dominick Jackson,OT,https://www.sports-reference.com/cfb/players/dominick-jackson-1.html,6-5,313,5.38,26.0,20,97,,,,2016
Andy Janovich,FB,https://www.sports-reference.com/cfb/players/andy-janovich-1.html,6-1,238,4.81,34.0,30,119,7.28,4.32,Denver Broncos / 6th / 176th pick / 2016,2016
Quinton Jefferson,DT,https://www.sports-reference.com/cfb/players/quinton-jefferson-1.html,6-4,291,4.95,29.0,24,,7.95,4.37,Seattle Seahawks / 5th / 147th pick / 2016,2016
Jordan Jenkins,OLB,https://www.sports-reference.com/cfb/players/jordan-jenkins-2.html,6-3,259,4.80,36.5,16,121,,,New York Jets / 3rd / 83rd pick / 2016,2016
Austin Johnson,DT,https://www.sports-reference.com/cfb/players/austin-johnson-2.html,6-4,314,5.32,26.0,25,96,7.84,4.75,Tennessee Titans / 2nd / 43rd pick / 2016,2016
Austin Johnson,DT,https://www.sports-reference.com/cfb/players/austin-johnson-2.html,6-4,314,5.32,26.0,25,96,7.84,4.75,Tennessee Titans / 2nd / 43rd pick / 2016,2016
C.J. Johnson,ILB,https://www.sports-reference.com/cfb/players/cj-johnson-3.html,6-1,234,4.81,,,,,4.52,,2016
Devon Johnson,RB,https://www.sports-reference.com/cfb/players/devon-johnson-1.html,6-0,238,4.64,,,,,,,2016
Tyler Johnstone,OT,https://www.sports-reference.com/cfb/players/tyler-johnstone-1.html,6-5,301,5.21,30.5,24,104,7.31,4.60,,2016
Cardale Jones,QB,https://www.sports-reference.com/cfb/players/cardale-jones-1.html,6-5,253,4.81,36.0,,,,,Buffalo Bills / 4th / 139th pick / 2016,2016
Cayleb Jones,WR,https://www.sports-reference.com/cfb/players/cayleb-jones-2.html,6-3,209,4.65,33.5,9,,6.99,4.14,,2016
Chris Jones,DT,https://www.sports-reference.com/cfb/players/chris-jones-8.html,6-6,310,5.03,24.5,26,106,7.44,4.62,Kansas City Chiefs / 2nd / 37th pick / 2016,2016
Cyrus Jones,CB,https://www.sports-reference.com/cfb/players/cyrus-jones-2.html,5-10,197,4.49,33.0,10,116,6.71,4.21,New England Patriots / 2nd / 60th pick / 2016,2016
Deion Jones,OLB,https://www.sports-reference.com/cfb/players/deion-jones-1.html,6-1,222,4.59,33.0,,120,,,Atlanta Falcons / 2nd / 52nd pick / 2016,2016
Jonathan Jones,CB,https://www.sports-reference.com/cfb/players/jonathan-jones-3.html,5-9,186,4.33,36.0,19,123,7.25,4.25,,2016
Karl Joseph,S,https://www.sports-reference.com/cfb/players/karl-joseph-1.html,5-10,205,4.57,,,,,,Oakland Raiders / 1st / 14th pick / 2016,2016
Matt Judon,DE, ,6-3,275,4.73,35.0,30,109,7.67,4.52,Baltimore Ravens / 5th / 146th pick / 2016,2016
Ufomba Kamalu,DE,https://www.sports-reference.com/cfb/players/ufomba-kamalu-1.html,6-5,295,5.01,25.0,26,106,7.32,4.58,,2016
Drew Kaser,P,https://www.sports-reference.com/cfb/players/drew-kaser-1.html,6-2,212,4.95,,,,,,San Diego Chargers / 6th / 179th pick / 2016,2016
Nila Kasitati,OG,https://www.sports-reference.com/cfb/players/nila-kasitati-1.html,6-3,317,5.32,27.5,12,107,8.30,4.83,,2016
Bronson Kaufusi,DE,https://www.sports-reference.com/cfb/players/bronson-kaufusi-1.html,6-6,285,4.87,30.0,25,111,7.03,4.25,Baltimore Ravens / 3rd / 70th pick / 2016,2016
Jayron Kearse,S,https://www.sports-reference.com/cfb/players/jayron-kearse-1.html,6-4,216,4.62,31.5,16,124,7.06,,Minnesota Vikings / 7th / 244th pick / 2016,2016
