Player,Pos,stats_link,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
Calen Bullock,SAF,https://www.sports-reference.com/cfb/players/calen-bullock-1.html,6-2,188,4.48,,,,,,
Jermaine Burton,WR,https://www.sports-reference.com/cfb/players/jermaine-burton-1.html,6-0,196,4.45,38.5,,133,,,
Jermaine Burton,EDGE,https://www.sports-reference.com/cfb/players/solomon-byrd-1.html,6-3,255,,,,,,,
Jaylon Carlies,SAF,https://www.sports-reference.com/cfb/players/jaylon-carlies-1.html,6-3,227,4.50,32.5,20,125,,,
Caelen Carson,CB,https://www.sports-reference.com/cfb/players/caelen-carson-1.html,6-0,199,,,,,,,
DeWayne Carter,DT,https://www.sports-reference.com/cfb/players/dewayne-carter-2.html,6-2,302,4.99,32.0,,109,7.95,4.75,
Aaron Casey,LB,https://www.sports-reference.com/cfb/players/aaron-casey-1.html,6-1,231,4.75,30.0,16,117,,,
Nelson Ceaser,EDGE,https://www.sports-reference.com/cfb/players/nelson-ceaser-1.html,6-3,254,,31.0,22,,7.30,4.57,
Steele Chambers,LB,https://www.sports-reference.com/cfb/players/steele-chambers-1.html,6-1,226,,33.5,,112,7.13,4.23,
Javion Cohen,G,https://www.sports-reference.com/cfb/players/javion-cohen-1.html,6-4,324,,26.5,,104,,,
Javion Cohen,WR,https://www.sports-reference.com/cfb/players/javion-cohen-1.html,6-1,208,4.57,42.5,,128,,,
Andrew Coker,OT,https://www.sports-reference.com/cfb/players/andrew-coker-1.html,6-7,315,5.36,25.5,,94,7.95,4.93,
Myles Cole,DE,https://www.sports-reference.com/cfb/players/myles-cole-1.html,6-6,278,4.67,35.0,,120,,,
Brandon Coleman,G,https://www.sports-reference.com/cfb/players/brandon-coleman-5.html,6-5,313,4.99,34.0,,114,,,
Keon Coleman,WR,https://www.sports-reference.com/cfb/players/keon-coleman-1.html,6-3,213,4.61,38.0,,127,,,
Junior Colson,LB,https://www.sports-reference.com/cfb/players/junior-colson-1.html,6-2,238,,,,,,,
Junior Colson,CB,https://www.sports-reference.com/cfb/players/ryan-cooper-jr-1.html,5-11,184,,,,,,,
Edgerrin Cooper,LB,https://www.sports-reference.com/cfb/players/edgerrin-cooper-1.html,6-2,230,4.51,34.5,,118,,,
Edgerrin Cooper,LB,https://www.sports-reference.com/cfb/players/edgerrin-cooper-1.html,6-2,230,4.51,34.5,,118,,,
Malachi Corley,WR,https://www.sports-reference.com/cfb/players/malachi-corley-1.html,5-11,215,,,,,,,
Blake Corum,RB,https://www.sports-reference.com/cfb/players/blake-corum-1.html,5-8,205,4.53,35.5,27,,6.82,4.12,
Jacob Cowing,WR,https://www.sports-reference.com/cfb/players/jacob-cowing-1.html,5-8,168,4.38,36.0,,119,7.02,4.32,
Frank Crum,OT,https://www.sports-reference.com/cfb/players/frank-crum-1.html,6-8,313,4.94,31.5,,114,7.39,4.73,
Jaden Crumedy,DT,https://www.sports-reference.com/cfb/players/jaden-crumedy-1.html,6-4,301,4.97,29.5,,105,,4.66,
Devin Culp,TE,https://www.sports-reference.com/cfb/players/devin-culp-1.html,6-3,231,4.47,,,,,,
Jayden Daniels,QB,https://www.sports-reference.com/cfb/players/jayden-daniels-1.html,6-4,210,,,,,,,
Jayden Daniels,OT,https://www.sports-reference.com/cfb/players/jayden-daniels-1.html,6-8,353,,27.5,,,,,
Jayden Daniels,RB,https://www.sports-reference.com/cfb/players/jayden-daniels-1.html,6-0,218,4.57,34.5,23,119,,,
Jayden Daniels,RB,https://www.sports-reference.com/cfb/players/remahn-davis-1.html,5-8,211,4.52,35.0,,119,,4.51,
Tyler Davis,DT,https://www.sports-reference.com/cfb/players/tyler-davis-4.html,6-2,301,5.02,28.5,29,108,,5.00,
Cooper DeJean,CB,https://www.sports-reference.com/cfb/players/cooper-dejean-1.html,6-1,203,,,,,,,
Cooper DeJean,LB,https://www.sports-reference.com/cfb/players/kalen-deloach-1.html,6-0,210,4.47,30.5,,119,,,
Cooper DeJean,CB,https://www.sports-reference.com/cfb/players/kalen-deloach-1.html,5-11,186,4.45,38.5,,124,7.12,4.35,
Marcellas Dial,CB,https://www.sports-reference.com/cfb/players/marcellas-dial-1.html,6-0,190,4.46,40.5,,129,,,
Marcellas Dial,CB,https://www.sports-reference.com/cfb/players/marcellas-dial-1.html,5-11,188,,,,,,,
Brandon Dorlus,DE,https://www.sports-reference.com/cfb/players/brandon-dorlus-1.html,6-3,283,4.85,30.5,,111,7.43,4.85,
Brandon Dorlus,CB,https://www.sports-reference.com/cfb/players/brandon-dorlus-1.html,6-0,191,4.46,,13,,,,
Ethan Driskell,OT,https://www.sports-reference.com/cfb/players/ethan-driskell-1.html,6-8,313,,,,,,,
Khalid Duke,EDGE,https://www.sports-reference.com/cfb/players/khalid-duke-1.html,6-3,246,4.79,34.0,21,117,,,
Justin Eboigbe,DT,https://www.sports-reference.com/cfb/players/justin-eboigbe-1.html,6-4,297,5.18,28.0,,,,,
Justin Eboigbe,RB,https://www.sports-reference.com/cfb/players/justin-eboigbe-1.html,5-10,207,,,,114,,,
Kingsley Eguakun,C,https://www.sports-reference.com/cfb/players/kingsley-eguakun-1.html,6-4,304,,,,,,,
Tommy Eichenberg,LB,https://www.sports-reference.com/cfb/players/tommy-eichenberg-1.html,6-2,233,,32.5,,116,,4.24,
Jonah Elliss,EDGE,https://www.sports-reference.com/cfb/players/jonah-elliss-1.html,6-2,248,,,,,,,
Audric Estimé,RB,https://www.sports-reference.com/cfb/players/audric-estime-1.html,5-11,221,4.71,38.0,23,125,,,
Audric Estimé,OT,https://www.sports-reference.com/cfb/players/audric-estime-1.html,6-6,329,,,,,,,
Audric Estimé,OT,https://www.sports-reference.com/cfb/players/audric-estime-1.html,6-6,312,5.11,32.0,,109,,,
Troy Fautanu,OT,https://www.sports-reference.com/cfb/players/troy-fautanu-1.html,6-4,317,5.01,32.5,,113,,,
Blake Fisher,OT,https://www.sports-reference.com/cfb/players/blake-fisher-1.html,6-6,310,5.20,28.0,,114,7.76,4.73,
Braden Fiske,DT,https://www.sports-reference.com/cfb/players/braden-fiske-1.html,6-4,292,4.78,33.5,26,117,,4.37,
Jeremy Flax,OT,https://www.sports-reference.com/cfb/players/jeremy-flax-1.html,6-6,343,5.64,28.0,,100,,,
Jeremy Flax,WR,https://www.sports-reference.com/cfb/players/jeremy-flax-1.html,6-1,202,4.44,39.5,19,132,,,
Jaylan Ford,LB,https://www.sports-reference.com/cfb/players/jaylan-ford-1.html,6-2,240,,33.5,,121,,,
Javon Foster,OT,https://www.sports-reference.com/cfb/players/javon-foster-1.html,6-6,313,5.30,32.5,,106,,,
Troy Franklin,WR,https://www.sports-reference.com/cfb/players/troy-franklin-2.html,6-2,176,4.41,39.0,,124,6.90,4.31,
Zach Frazier,C,https://www.sports-reference.com/cfb/players/zach-frazier-1.html,6-3,313,,,,,,,
Taliese Fuaga,OT,https://www.sports-reference.com/cfb/players/taliese-fuaga-1.html,6-6,324,5.13,32.0,,111,,,
X'Zauvea Gadlin,G,https://www.sports-reference.com/cfb/players/xzauvea-gadlin-1.html,6-3,322,5.50,24.0,,96,8.26,4.97,
X'Zauvea Gadlin,C,https://www.sports-reference.com/cfb/players/xzauvea-gadlin-1.html,6-5,318,5.25,32.5,,101,7.33,,
Easton Gibbs,LB,https://www.sports-reference.com/cfb/players/easton-gibbs-1.html,6-0,232,4.73,31.5,,109,,,
Delmar Glaze,OT,https://www.sports-reference.com/cfb/players/delmar-glaze-1.html,6-4,315,5.21,25.5,,104,,,
Delmar Glaze,OT,https://www.sports-reference.com/cfb/players/delmar-glaze-1.html,6-6,327,,,,,,,
Delmar Glaze,RB,https://www.sports-reference.com/cfb/players/delmar-glaze-1.html,5-8,201,,,12,,,,
Anthony Gould,WR,https://www.sports-reference.com/cfb/players/anthony-gould-1.html,5-8,174,4.39,39.5,,129,,4.16,
Tylan Grable,OT,https://www.sports-reference.com/cfb/players/tylan-grable-1.html,6-6,306,4.95,36.5,,117,,,
Cedric Gray,LB,https://www.sports-reference.com/cfb/players/cedric-gray-1.html,6-2,234,4.64,35.5,17,120,,,
Renardo Green,CB,https://www.sports-reference.com/cfb/players/renardo-green-1.html,6-0,186,4.49,37.5,,130,,,
Renardo Green,OT,https://www.sports-reference.com/cfb/players/renardo-green-1.html,6-6,311,5.22,38.5,,113,7.76,4.85,
Lideatrick Griffin,WR,https://www.sports-reference.com/cfb/players/lideatrick-griffin-1.html,5-10,181,4.43,35.5,,124,7.00,4.35,
Lideatrick Griffin,WR,https://www.sports-reference.com/cfb/players/lideatrick-griffin-1.html,5-10,181,4.43,35.5,,124,7.00,4.35,
Isaac Guerendo,RB,https://www.sports-reference.com/cfb/players/isaac-guerendo-1.html,6-0,221,4.33,41.5,,129,6.94,4.15,
Tyler Guyton,OT,https://www.sports-reference.com/cfb/players/tyler-guyton-1.html,6-8,322,5.19,34.5,,107,7.50,4.71,
Kamal Hadden,CB,https://www.sports-reference.com/cfb/players/kamal-hadden-1.html,6-1,196,,,,,,,
Kamal Hadden,DT,https://www.sports-reference.com/cfb/players/kamal-hadden-1.html,6-6,291,5.03,31.5,,115,7.65,4.67,
Dominique Hampton,SAF,https://www.sports-reference.com/cfb/players/dominique-hampton-1.html,6-2,215,4.51,39.0,,122,6.83,4.14,
Dominique Hampton,G,https://www.sports-reference.com/cfb/players/dominique-hampton-1.html,6-5,300,5.00,33.5,,115,,,
Dominique Hampton,CB,https://www.sports-reference.com/cfb/players/dominique-hampton-1.html,5-11,195,4.50,35.5,13,118,6.88,3.98,
Daequan Hardy,CB,https://www.sports-reference.com/cfb/players/daequan-hardy-1.html,5-9,179,4.38,42.5,,126,,,
Jaylen Harrell,EDGE,https://www.sports-reference.com/cfb/players/jaylen-harrell-1.html,6-4,250,,37.0,,118,,,
Marcus Harris,DT,https://www.sports-reference.com/cfb/players/marcus-harris-5.html,6-2,286,5.06,29.5,27,103,,,
Marvin Harrison,WR,https://www.sports-reference.com/cfb/players/marvin-harrison-jr-1.html,6-3,209,,,,,,,
Cam Hart,CB,https://www.sports-reference.com/cfb/players/cam-hart-1.html,6-3,202,4.50,39.5,11,130,7.12,4.24,
Sam Hartman,QB,https://www.sports-reference.com/cfb/players/sam-hartman-1.html,6-1,211,4.80,28.5,,109,7.19,4.34,
Christian Haynes,G,https://www.sports-reference.com/cfb/players/christian-haynes-2.html,6-3,317,5.03,33.0,,102,,,
LaDarius Henderson,G,https://www.sports-reference.com/cfb/players/ladarius-henderson-1.html,6-4,309,,,,,,,
Jaden Hicks,SAF,https://www.sports-reference.com/cfb/players/jaden-hicks-1.html,6-2,211,,37.5,16,122,6.88,4.37,
Jaden Hicks,RB,https://www.sports-reference.com/cfb/players/george-holani-1.html,5-10,208,4.52,39.0,24,127,,4.33,
Dallin Holker,TE,https://www.sports-reference.com/cfb/players/dallin-holker-1.html,6-3,241,4.78,32.5,,122,6.83,4.21,
Ty'Ron Hopper,LB,https://www.sports-reference.com/cfb/players/tyron-hopper-1.html,6-2,231,,,,,,,
Ty'Ron Hopper,EDGE,https://www.sports-reference.com/cfb/players/tyron-hopper-1.html,6-4,252,4.64,37.5,19,128,,,
Ty'Ron Hopper,LB,https://www.sports-reference.com/cfb/players/tyron-hopper-1.html,6-2,236,,32.0,,111,,,
Ty'Ron Hopper,DT,https://www.sports-reference.com/cfb/players/byron-murphy-ii-1.html,6-1,297,4.87,33.0,28,111,,,
Bucky Irving,RB,https://www.sports-reference.com/cfb/players/markeise-irving-1.html,5-9,192,4.55,29.5,,115,,,
Adisa Isaac,EDGE,https://www.sports-reference.com/cfb/players/adisa-isaac-1.html,6-4,247,4.74,34.5,,123,,,
Brennan Jackson,EDGE,https://www.sports-reference.com/cfb/players/brennan-jackson-1.html,6-4,264,4.69,33.5,21,114,,,
Jha'Quan Jackson,WR,https://www.sports-reference.com/cfb/players/jhaquan-jackson-1.html,5-9,188,4.42,32.0,12,118,,,
Khyree Jackson,CB,https://www.sports-reference.com/cfb/players/khyree-jackson-1.html,6-4,194,4.50,36.5,,133,,,
McKinnley Jackson,DT,https://www.sports-reference.com/cfb/players/mckinnley-jackson-1.html,6-2,326,5.26,23.0,,106,,,
Curtis Jacobs,LB,https://www.sports-reference.com/cfb/players/curtis-jacobs-1.html,6-1,241,4.58,35.0,18,124,,,
Curtis Jacobs,CB,https://www.sports-reference.com/cfb/players/dj-james-1.html,6-0,175,4.42,,,,,,
Javontae Jean-Baptiste,EDGE,https://www.sports-reference.com/cfb/players/javontae-jean-baptiste-1.html,6-5,239,4.66,34.5,,127,,,
Trajan Jeffcoat,EDGE,https://www.sports-reference.com/cfb/players/trajan-jeffcoat-1.html,6-4,266,4.69,31.5,21,120,,,
Jordan Jefferson,DT,https://www.sports-reference.com/cfb/players/jordan-jefferson-4.html,6-3,313,,31.0,34,104,,,
Kris Jenkins,DT,https://www.sports-reference.com/cfb/players/kris-jenkins-1.html,6-3,299,4.91,30.0,29,115,,4.78,
Kris Jenkins,TE,https://www.sports-reference.com/cfb/players/kris-jenkins-1.html,6-6,259,4.57,39.5,,125,7.15,4.19,
Carlton Johnson,CB,https://www.sports-reference.com/cfb/players/carlton-johnson-2.html,5-11,173,,,,,,,
Cedric Johnson,EDGE,https://www.sports-reference.com/cfb/players/cedric-johnson-4.html,6-3,260,4.63,38.0,25,122,,,
Cornelius Johnson,WR,https://www.sports-reference.com/cfb/players/cornelius-johnson-1.html,6-3,212,4.44,37.5,,127,,,
Dillon Johnson,RB,https://www.sports-reference.com/cfb/players/dillon-johnson-1.html,6-0,217,4.68,31.5,,117,,,
Isaiah Johnson,CB,https://www.sports-reference.com/cfb/players/isaiah-johnson-12.html,6-3,205,4.64,38.5,,129,,,
Christian Jones,OT,https://www.sports-reference.com/cfb/players/christian-jones-4.html,6-5,305,5.04,,,,8.09,4.78,
Elijah Jones,CB,https://www.sports-reference.com/cfb/players/elijah-jones-3.html,6-2,185,4.44,42.5,,131,,,
Jarrian Jones,CB,https://www.sports-reference.com/cfb/players/jarrian-jones-1.html,6-0,190,4.38,39.5,,129,,,
Matthew Jones,G,https://www.sports-reference.com/cfb/players/matthew-jones-2.html,6-4,316,5.21,28.0,,103,8.19,,
Trente Jones,G,https://www.sports-reference.com/cfb/players/trente-jones-1.html,6-4,305,5.17,27.0,,109,7.78,4.87,
Jawhar Jordan,RB,https://www.sports-reference.com/cfb/players/jawhar-jordan-1.html,5-10,193,4.56,,,,,,
Michael Hall Jr.,DT,https://www.sports-reference.com/cfb/players/michael-hall-jr-1.html,6-3,290,,,,,,,
Michael Penix Jr.,QB,https://www.sports-reference.com/cfb/players/michael-penix-jr-1.html,6-2,216,,,,,,,
Ennis Rakestraw Jr.,CB,https://www.sports-reference.com/cfb/players/ennis-rakestraw-jr-1.html,5-11,183,4.51,,,120,,,
Tyrone Tracy Jr.,RB,https://www.sports-reference.com/cfb/players/tyrone-tracy-jr-1.html,5-11,209,4.48,40.0,,124,6.81,4.06,
Tyrone Tracy Jr.,RB,https://www.sports-reference.com/cfb/players/tyrone-tracy-jr-1.html,5-11,209,4.48,40.0,,124,6.81,4.06,
Jeremiah Trotter Jr.,LB,https://www.sports-reference.com/cfb/players/jeremiah-trotter-jr-1.html,6-0,228,,,21,,7.13,4.40,
Mohamed Kamara,EDGE,https://www.sports-reference.com/cfb/players/mohamed-kamara-1.html,6-1,248,4.57,34.5,23,123,,,
Joshua Karty,K,https://www.sports-reference.com/cfb/players/joshua-karty-1.html,6-2,207,,,,,,,
Trevor Keegan,G,https://www.sports-reference.com/cfb/players/trevor-keegan-1.html,6-5,310,5.24,30.5,,107,,,
Jaylen Key,SAF,https://www.sports-reference.com/cfb/players/jaylen-key-1.html,6-1,208,4.60,36.5,,130,,,
Kamren Kinchens,SAF,https://www.sports-reference.com/cfb/players/kamren-kinchens-1.html,5-11,203,4.65,35.0,,110,,,
Kalen King,CB,https://www.sports-reference.com/cfb/players/kalen-king-1.html,5-11,191,4.61,37.0,,122,,4.16,
Jarrett Kingston,G,https://www.sports-reference.com/cfb/players/jarrett-kingston-1.html,6-4,306,5.02,31.5,,111,7.53,4.47,
Marshawn Kneeland,EDGE,https://www.sports-reference.com/cfb/players/marshawn-kneeland-1.html,6-3,267,4.75,35.5,21,119,7.02,4.18,
Tyrice Knight,LB,https://www.sports-reference.com/cfb/players/tyrice-knight-1.html,6-1,233,4.63,34.5,21,119,7.25,4.40,
Trey Knox,TE,https://www.sports-reference.com/cfb/players/trey-knox-1.html,6-3,240,,32.5,,121,7.09,4.54,
Kamari Lassiter,CB,https://www.sports-reference.com/cfb/players/kamari-lassiter-1.html,6-0,186,,,,,6.62,4.12,
Brady Latham,G,https://www.sports-reference.com/cfb/players/brady-latham-1.html,6-5,304,5.31,29.0,,110,7.57,4.47,
JC Latham,OT,https://www.sports-reference.com/cfb/players/jc-latham-1.html,6-6,342,,,,,,,
Laiatu Latu,EDGE,https://www.sports-reference.com/cfb/players/laiatu-latu-1.html,6-5,259,4.64,32.0,,116,,,
Laiatu Latu,RB,https://www.sports-reference.com/cfb/players/laiatu-latu-1.html,5-10,206,4.54,37.0,23,118,6.84,4.02,
Sataoa Laumea,G,https://www.sports-reference.com/cfb/players/sataoa-laumea-1.html,6-4,319,,26.0,,104,,,
Devin Leary,QB,https://www.sports-reference.com/cfb/players/devin-leary-1.html,6-1,215,,,,,,,
Devin Leary,C,https://www.sports-reference.com/cfb/players/devin-leary-1.html,6-4,301,5.03,31.0,,111,,,
Logan Lee,DT,https://www.sports-reference.com/cfb/players/logan-lee-2.html,6-5,281,5.05,31.5,25,114,7.16,4.37,
Xavier Legette,WR,https://www.sports-reference.com/cfb/players/xavier-legette-1.html,6-1,221,4.39,40.0,,126,,,
Xavier Legette,G,https://www.sports-reference.com/cfb/players/kaitori-leveston-1.html,6-4,326,5.38,27.5,,108,,4.89,
Beaux Limmer,C,https://www.sports-reference.com/cfb/players/beaux-limmer-1.html,6-5,302,5.22,36.5,,110,7.47,4.57,
Cam Little,K,https://www.sports-reference.com/cfb/players/cam-little-1.html,6-1,172,,,,,,,
Marist Liufau,LB,https://www.sports-reference.com/cfb/players/marist-liufau-1.html,6-2,234,4.64,,,,,,
MarShawn Lloyd,RB,https://www.sports-reference.com/cfb/players/marshawn-lloyd-1.html,5-9,220,4.46,36.0,25,118,,,
Zion Logue,DT,https://www.sports-reference.com/cfb/players/zion-logue-1.html,6-6,314,5.14,29.0,,109,,4.92,
Jordan Magee,LB,https://www.sports-reference.com/cfb/players/jordan-magee-1.html,6-1,228,4.55,35.5,,124,,,
Christian Mahogany,G,https://www.sports-reference.com/cfb/players/christian-mahogany-1.html,6-3,314,5.13,32.5,,109,7.81,4.53,
Drake Maye,QB,https://www.sports-reference.com/cfb/players/drake-maye-1.html,6-4,223,,,,,,,
Luke McCaffrey,WR,https://www.sports-reference.com/cfb/players/luke-mccaffrey-1.html,6-2,198,4.46,36.0,,121,6.70,4.02,
J.J. McCarthy,QB,https://www.sports-reference.com/cfb/players/jj-mccarthy-1.html,6-3,219,,,,,6.82,4.23,
Jase McClellan,RB,https://www.sports-reference.com/cfb/players/jase-mcclellan-1.html,5-10,221,,,20,,,,
Ladd McConkey,WR,https://www.sports-reference.com/cfb/players/ladd-mcconkey-1.html,6-0,186,4.39,36.0,13,124,,,
Ladd McConkey,G,https://www.sports-reference.com/cfb/players/ladd-mcconkey-1.html,6-4,309,5.08,35.5,,117,7.59,4.45,
Dwight McGlothern,CB,https://www.sports-reference.com/cfb/players/dwight-mcglothern-1.html,6-2,185,4.47,32.0,,115,,,
Braiden McGregor,EDGE,https://www.sports-reference.com/cfb/players/braiden-mcgregor-1.html,6-5,257,,,,,,,
Kool-Aid McKinstry,CB,https://www.sports-reference.com/cfb/players/kool-aid-mckinstry-1.html,6-0,199,,,,,,,
Tanner McLachlan,TE,https://www.sports-reference.com/cfb/players/tanner-mclachlan-2.html,6-5,244,4.61,35.0,,117,,,
Dylan McMahon,C,https://www.sports-reference.com/cfb/players/dylan-mcmahon-1.html,6-3,299,5.10,33.0,,115,7.26,4.33,
Jalen McMillan,WR,https://www.sports-reference.com/cfb/players/jalen-mcmillan-1.html,6-1,197,4.47,37.0,,127,6.94,4.18,
Jalen McMillan,SAF,https://www.sports-reference.com/cfb/players/patrick-mcmorris-1.html,6-0,207,,31.0,14,112,,,
Bub Means,WR,https://www.sports-reference.com/cfb/players/bub-means-1.html,6-1,212,4.43,39.5,19,122,,,
Max Melton,CB,https://www.sports-reference.com/cfb/players/max-melton-1.html,5-11,187,4.39,40.5,,136,,,
Harrison Mevis,K,https://www.sports-reference.com/cfb/players/harrison-mevis-1.html,6-0,241,,,,,,,
Joe Milton,QB,https://www.sports-reference.com/cfb/players/joe-milton-2.html,6-5,235,,35.0,,121,,,
Kendall Milton,RB,https://www.sports-reference.com/cfb/players/kendall-milton-1.html,6-2,225,4.62,35.5,18,124,,4.38,
Amarius Mims,OT,https://www.sports-reference.com/cfb/players/amarius-mims-1.html,6-8,340,5.07,25.5,,111,,,
Adonai Mitchell,WR,https://www.sports-reference.com/cfb/players/adonai-mitchell-1.html,6-2,205,4.34,39.5,,136,,,
Quinyon Mitchell,CB,https://www.sports-reference.com/cfb/players/quinyon-mitchell-1.html,6-0,195,4.33,38.0,20,122,,,
Quinyon Mitchell,CB,https://www.sports-reference.com/cfb/players/quinyon-mitchell-1.html,6-0,195,4.33,38.0,20,122,,,
Jacob Monk,C,https://www.sports-reference.com/cfb/players/jacob-monk-1.html,6-3,308,5.09,29.5,,108,,,
Jordan Morgan,OT,https://www.sports-reference.com/cfb/players/jordan-morgan-3.html,6-5,311,5.04,28.0,,110,,,
Darius Muasau,LB,https://www.sports-reference.com/cfb/players/darius-muasau-1.html,6-0,225,4.70,36.5,,117,,,
Gabriel Murphy,EDGE,https://www.sports-reference.com/cfb/players/gabriel-murphy-1.html,6-2,247,4.68,39.5,25,123,,,
Myles Murphy,DT,https://www.sports-reference.com/cfb/players/myles-murphy-2.html,6-4,309,5.20,28.5,,106,,4.81,
Malik Mustapha,SAF,https://www.sports-reference.com/cfb/players/malik-mustapha-1.html,5-10,209,,,22,,,,
Malik Nabers,WR,https://www.sports-reference.com/cfb/players/malik-nabers-1.html,6-0,200,,,,,,,
Jer'Zhan Newton,DT,https://www.sports-reference.com/cfb/players/jerzhan-newton-1.html,6-2,304,,,,,,,
Josh Newton,CB,https://www.sports-reference.com/cfb/players/josh-newton-1.html,5-11,190,4.51,34.0,15,124,,4.15,
Bo Nix,QB,https://www.sports-reference.com/cfb/players/bo-nix-1.html,6-2,214,,,,,,,
Maema Njongmeta,LB,https://www.sports-reference.com/cfb/players/maema-njongmeta-1.html,6-0,229,4.91,,,,,4.66,
Hunter Nourzad,C,https://www.sports-reference.com/cfb/players/hunter-nourzad-1.html,6-3,317,,,,,,,
Tyler Nubin,SAF,https://www.sports-reference.com/cfb/players/tyler-nubin-1.html,6-1,199,,,,,,,
Drake Nugent,C,https://www.sports-reference.com/cfb/players/drake-nugent-1.html,6-2,298,5.23,29.5,,101,7.33,4.50,
Rome Odunze,WR,https://www.sports-reference.com/cfb/players/rome-odunze-1.html,6-3,212,4.45,39.0,,124,6.88,4.03,
Rome Odunze,EDGE,https://www.sports-reference.com/cfb/players/rome-odunze-1.html,6-5,260,,,,,,,
Rome Odunze,SAF,https://www.sports-reference.com/cfb/players/rome-odunze-1.html,6-2,216,4.58,36.0,15,117,,,
Ruke Orhorhoro,DT,https://www.sports-reference.com/cfb/players/ruke-orhorhoro-1.html,6-4,294,4.89,32.0,29,116,,,
Tyler Owens,SAF,https://www.sports-reference.com/cfb/players/tyler-owens-2.html,6-2,216,,41.0,,146,,,
Patrick Paul,OT,https://www.sports-reference.com/cfb/players/patrick-paul-1.html,6-8,331,5.13,29.0,,,7.65,,
