Player,Pos,stats_link,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
Julian Pearl,OT,https://www.sports-reference.com/cfb/players/julian-pearl-1.html,6-6,312,,,,,,,
Ricky Pearsall,WR,https://www.sports-reference.com/cfb/players/ricky-pearsall-1.html,6-1,189,4.41,42.0,17,129,6.64,4.05,
Andru Phillips,CB,https://www.sports-reference.com/cfb/players/andru-phillips-1.html,5-11,190,4.48,42.0,,135,,,
Prince Pines,G,https://www.sports-reference.com/cfb/players/prince-pines-2.html,6-5,322,5.34,30.0,,,,,
Ja'Lynn Polk,WR,https://www.sports-reference.com/cfb/players/jalynn-polk-1.html,6-1,203,4.52,37.5,,129,,,
Jackson Powers-Johnson,C,https://www.sports-reference.com/cfb/players/jackson-powers-johnson-1.html,6-3,328,,32.0,,104,,,
Jackson Powers-Johnson,C,https://www.sports-reference.com/cfb/players/jackson-powers-johnson-1.html,6-4,298,5.20,,,,7.46,4.82,
Michael Pratt,QB,https://www.sports-reference.com/cfb/players/michael-pratt-1.html,6-3,217,,36.0,,114,7.20,4.23,
Deantre Prince,CB,https://www.sports-reference.com/cfb/players/deantre-prince-1.html,6-0,183,4.38,34.5,,125,,,
Nehemiah Pritchett,CB,https://www.sports-reference.com/cfb/players/nehemiah-pritchett-1.html,6-0,190,4.36,34.5,,,,,
Josh Proctor,SAF,https://www.sports-reference.com/cfb/players/josh-proctor-1.html,6-2,199,4.55,32.5,,121,,,
Dominick Puni,G,https://www.sports-reference.com/cfb/players/dominick-puni-1.html,6-5,313,5.35,30.0,,107,7.47,4.40,
Keith Randolph,DT,https://www.sports-reference.com/cfb/players/keith-randolph-jr-1.html,6-4,296,5.15,28.5,,105,,,
Spencer Rattler,QB,https://www.sports-reference.com/cfb/players/spencer-rattler-1.html,6-0,211,4.95,32.0,,108,7.21,4.37,
Andrew Raym,C,https://www.sports-reference.com/cfb/players/andrew-raym-1.html,6-4,314,5.42,24.5,,95,,,
Austin Reed,QB,https://www.sports-reference.com/cfb/players/austin-reed-2.html,6-2,220,4.82,,,,,,
Ryan Rehkow,P,https://www.sports-reference.com/cfb/players/ryan-rehkow-1.html,6-4,235,,,,,,,
Will Reichard,K,https://www.sports-reference.com/cfb/players/will-reichard-1.html,6-1,187,,,,,,,
Tip Reiman,TE,https://www.sports-reference.com/cfb/players/tip-reiman-1.html,6-5,271,4.64,33.5,28,121,7.02,4.26,
Brenden Rice,WR,https://www.sports-reference.com/cfb/players/brenden-rice-1.html,6-2,208,4.50,36.5,13,119,,,
Decamerion Richardson,CB,https://www.sports-reference.com/cfb/players/decamerion-richardson-1.html,6-2,188,4.34,35.0,,128,,,
Demani Richardson,SAF,https://www.sports-reference.com/cfb/players/demani-richardson-1.html,6-1,210,4.60,31.0,,116,,,
Demani Richardson,EDGE,https://www.sports-reference.com/cfb/players/demani-richardson-1.html,6-3,254,4.48,34.5,,128,,4.25,
Darius Robinson,DE,https://www.sports-reference.com/cfb/players/darius-robinson-2.html,6-5,285,4.95,35.0,21,111,,,
Keilan Robinson,RB,https://www.sports-reference.com/cfb/players/keilan-robinson-1.html,5-8,191,4.42,33.0,,125,,,
Layden Robinson,G,https://www.sports-reference.com/cfb/players/layden-robinson-1.html,6-4,302,,26.5,,111,,,
Tayvion Robinson,WR,https://www.sports-reference.com/cfb/players/tayvion-robinson-1.html,5-11,191,,,,,,,
Justin Rogers,DT,https://www.sports-reference.com/cfb/players/justin-rogers-4.html,6-3,330,,24.5,21,99,,4.87,
Christian Roland-Wallace,CB,https://www.sports-reference.com/cfb/players/christian-roland-wallace-1.html,6-0,201,,,17,,,,
Marcus Rosemy-Jacksaint,WR,https://www.sports-reference.com/cfb/players/marcus-rosemy-jacksaint-1.html,6-1,195,,35.0,,119,,,
Marcus Rosemy-Jacksaint,WR,https://www.sports-reference.com/cfb/players/marcus-rosemy-jacksaint-1.html,6-1,195,,35.0,,119,,,
Roger Rosengarten,OT,https://www.sports-reference.com/cfb/players/roger-rosengarten-1.html,6-5,308,4.92,30.0,,113,,4.60,
Walter Rouse,OT,https://www.sports-reference.com/cfb/players/walter-rouse-1.html,6-6,313,,,,,,,
Mike Sainristil,CB,https://www.sports-reference.com/cfb/players/mike-sainristil-1.html,5-9,182,4.47,40.0,14,131,6.99,4.01,
Mike Sainristil,SAF,https://www.sports-reference.com/cfb/players/mike-sainristil-1.html,5-11,191,4.59,36.0,,123,,,
Nick Samac,C,https://www.sports-reference.com/cfb/players/nick-samac-1.html,6-4,307,,,,,,,
Ja'Tavion Sanders,TE,https://www.sports-reference.com/cfb/players/jatavion-sanders-1.html,6-4,245,4.69,,,,,4.32,
Cody Schrader,RB,https://www.sports-reference.com/cfb/players/cody-schrader-1.html,5-9,202,4.61,33.0,,,,,
Will Shipley,RB,https://www.sports-reference.com/cfb/players/will-shipley-1.html,5-11,206,,,,,,,
Will Shipley,RB,https://www.sports-reference.com/cfb/players/will-shipley-1.html,5-8,187,4.45,34.5,,117,,,
Jaylin Simpson,SAF,https://www.sports-reference.com/cfb/players/jaylin-simpson-1.html,6-0,179,4.45,39.5,,133,,,
Ben Sinnott,TE,https://www.sports-reference.com/cfb/players/ben-sinnott-1.html,6-4,250,4.68,40.0,,126,6.82,4.23,
Kedon Slovis,QB,https://www.sports-reference.com/cfb/players/kedon-slovis-1.html,6-3,223,4.55,30.0,,118,,,
Ainias Smith,WR,https://www.sports-reference.com/cfb/players/ainias-smith-1.html,5-9,190,,,21,,,,
Maason Smith,DT,https://www.sports-reference.com/cfb/players/maason-smith-1.html,6-5,306,5.01,31.0,,108,7.62,4.69,
Tykee Smith,SAF,https://www.sports-reference.com/cfb/players/tykee-smith-1.html,5-10,202,4.46,36.0,,120,,,
Chau Smith-Wade,CB,https://www.sports-reference.com/cfb/players/chau-smith-wade-1.html,5-10,184,4.54,34.5,18,125,7.05,4.32,
Javon Solomon,EDGE,https://www.sports-reference.com/cfb/players/javon-solomon-1.html,6-1,246,4.72,37.0,23,119,,,
Brevyn Spann-Ford,TE,https://www.sports-reference.com/cfb/players/brevyn-spann-ford-1.html,6-7,260,4.77,31.5,,116,7.38,,
Brevyn Spann-Ford,DT,https://www.sports-reference.com/cfb/players/brevyn-spann-ford-1.html,6-4,314,,,,,,,
Tarheeb Still,CB,https://www.sports-reference.com/cfb/players/tarheeb-still-1.html,6-0,189,4.52,38.0,,120,,,
Cade Stover,TE,https://www.sports-reference.com/cfb/players/cade-stover-1.html,6-4,247,4.65,34.5,,117,,4.45,
Kingsley Suamataia,OT,https://www.sports-reference.com/cfb/players/kingsley-suamataia-1.html,6-5,326,5.04,28.0,,110,,,
Kingsley Suamataia,C,https://www.sports-reference.com/cfb/players/kingsley-suamataia-1.html,6-5,301,,,,,,,
T'Vondre Sweat,DT,https://www.sports-reference.com/cfb/players/tvondre-sweat-1.html,6-5,366,5.27,26.0,,98,,,
T'Vondre Sweat,CB,https://www.sports-reference.com/cfb/players/tvondre-sweat-1.html,6-1,189,,,,,,,
Leonard Taylor,DT,https://www.sports-reference.com/cfb/players/leonard-taylor-3.html,6-4,303,5.12,30.0,,109,7.81,,
Tory Taylor,P,https://www.sports-reference.com/cfb/players/tory-taylor-1.html,6-4,223,,,,,,,
Dadrion Taylor-Demerson,SAF,https://www.sports-reference.com/cfb/players/dadrion-taylor-demerson-1.html,5-10,197,4.41,38.0,,123,,,
Dadrion Taylor-Demerson,OT,https://www.sports-reference.com/cfb/players/dadrion-taylor-demerson-1.html,6-5,332,5.19,25.0,,107,8.01,,
Brian Thomas,WR,https://www.sports-reference.com/cfb/players/brian-thomas-jr-1.html,6-3,209,4.33,38.5,11,126,,,
Xavier Thomas,EDGE,https://www.sports-reference.com/cfb/players/xavier-thomas-1.html,6-2,244,4.62,32.5,26,120,,,
Jamari Thrash,WR,https://www.sports-reference.com/cfb/players/jamari-thrash-1.html,6-0,188,4.46,34.0,,120,7.16,,
Ro Torrence,CB,https://www.sports-reference.com/cfb/players/ro-torrence-1.html,6-3,208,,,,,,,
Jordan Travis,QB,https://www.sports-reference.com/cfb/players/jordan-travis-1.html,6-1,200,,,,,,,
Bralen Trice,EDGE,https://www.sports-reference.com/cfb/players/bralen-trice-1.html,6-4,245,4.72,,,,,,
Zion Tupuola-Fetui,EDGE,https://www.sports-reference.com/cfb/players/zion-tupuola-fetui-1.html,6-3,244,,,,,,,
Charles Turner,C,https://www.sports-reference.com/cfb/players/charles-turner-2.html,6-4,303,,31.0,,109,7.88,4.62,
Dallas Turner,EDGE,https://www.sports-reference.com/cfb/players/dallas-turner-1.html,6-3,247,4.46,40.5,,127,,,
David Ugwoegbu,EDGE,https://www.sports-reference.com/cfb/players/david-ugwoegbu-1.html,6-4,250,,31.5,21,,,,
Edefuan Ulofoshio,LB,https://www.sports-reference.com/cfb/players/edefuan-ulofoshio-1.html,6-1,236,4.56,39.5,,128,,,
Sione Vaki,SAF,https://www.sports-reference.com/cfb/players/sione-vaki-1.html,5-11,210,4.62,39.5,20,125,,,
Devaughn Vele,WR,https://www.sports-reference.com/cfb/players/devaughn-vele-1.html,6-4,203,4.47,36.0,,126,,,
Jared Verse,EDGE,https://www.sports-reference.com/cfb/players/jared-verse-1.html,6-4,254,4.58,35.0,31,127,7.31,4.44,
Kimani Vidal,RB,https://www.sports-reference.com/cfb/players/kimani-vidal-1.html,5-8,213,4.46,37.5,18,120,7.01,4.15,
Devontez Walker,WR,https://www.sports-reference.com/cfb/players/devontez-walker-1.html,6-2,193,4.36,40.5,,134,,,
Caedan Wallace,OT,https://www.sports-reference.com/cfb/players/caedan-wallace-1.html,6-5,314,5.15,31.0,,116,,,
Josh Wallace,CB,https://www.sports-reference.com/cfb/players/josh-wallace-1.html,5-11,185,,34.5,13,120,,4.35,
Trevin Wallace,LB,https://www.sports-reference.com/cfb/players/trevin-wallace-1.html,6-1,237,4.51,37.5,,127,,,
Trevin Wallace,WR,https://www.sports-reference.com/cfb/players/tahj-washington-1.html,5-10,174,,35.0,,122,,,
Malik Washington,WR,https://www.sports-reference.com/cfb/players/malik-washington-1.html,5-9,191,4.47,42.5,19,126,,,
Malik Washington,WR,https://www.sports-reference.com/cfb/players/malik-washington-1.html,5-9,191,4.47,42.5,19,126,,,
Nathaniel Watson,LB,https://www.sports-reference.com/cfb/players/nathaniel-watson-1.html,6-2,233,4.63,31.0,,111,,,
Eric Watts,DE,https://www.sports-reference.com/cfb/players/eric-watts-1.html,6-6,274,4.67,36.5,21,117,7.59,4.73,
Ryan Watts,CB,https://www.sports-reference.com/cfb/players/ryan-watts-1.html,6-3,208,4.53,40.5,,125,6.82,4.13,
Xavier Weaver,WR,https://www.sports-reference.com/cfb/players/xavier-weaver-1.html,6-0,169,,,,,,,
Jack Westover,TE,https://www.sports-reference.com/cfb/players/jack-westover-1.html,6-3,243,,,,,,,
Jordan Whittington,WR,https://www.sports-reference.com/cfb/players/jordan-whittington-2.html,6-1,205,,,18,,,,
Nate Wiggins,CB,https://www.sports-reference.com/cfb/players/nate-wiggins-1.html,6-1,173,4.28,36.0,,127,,,
Jared Wiley,TE,https://www.sports-reference.com/cfb/players/jared-wiley-1.html,6-6,249,4.62,37.0,,118,7.19,,
Michael Wiley,RB,https://www.sports-reference.com/cfb/players/michael-wiley-3.html,5-11,210,4.51,33.5,,119,,4.43,
Caleb Williams,QB,https://www.sports-reference.com/cfb/players/caleb-williams-3.html,6-1,214,,,,,,,
Evan Williams,SAF,https://www.sports-reference.com/cfb/players/evan-williams-3.html,5-11,200,4.60,40.5,,126,,,
Isaiah Williams,WR,https://www.sports-reference.com/cfb/players/isaiah-williams-7.html,5-9,182,4.63,38.0,17,123,6.75,,
James Williams,SAF,https://www.sports-reference.com/cfb/players/james-williams-16.html,6-4,231,4.65,30.0,,117,,,
Miyan Williams,RB,https://www.sports-reference.com/cfb/players/miyan-williams-1.html,5-9,229,,,,,,,
Johnny Wilson,WR,https://www.sports-reference.com/cfb/players/johnny-wilson-3.html,6-6,231,4.52,37.0,,128,,4.11,
Payton Wilson,LB,https://www.sports-reference.com/cfb/players/payton-wilson-1.html,6-4,233,4.43,34.5,,119,,,
Roman Wilson,WR,https://www.sports-reference.com/cfb/players/roman-wilson-1.html,5-11,185,4.39,,12,,,,
Mekhi Wingo,DT,https://www.sports-reference.com/cfb/players/mekhi-wingo-1.html,6-0,284,4.85,31.5,25,109,,,
Xavier Worthy,WR,https://www.sports-reference.com/cfb/players/xavier-worthy-1.html,5-11,165,4.21,41.0,,131,,,
Jaylen Wright,RB,https://www.sports-reference.com/cfb/players/jaylen-wright-1.html,5-11,210,4.38,38.0,,134,,,
Zak Zinter,G,https://www.sports-reference.com/cfb/players/zak-zinter-1.html,6-6,309,,,,,,,
