Player,Pos,stats_link,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
Monty Beisel,DE,https://www.sports-reference.com/cfb/players/monty-beisel-1.html,6-4,270,4.83,34.5,25,110,7.32,4.28,Kansas City Chiefs / 4th / 107th pick / 2001
Kendrell Bell,ILB,https://www.sports-reference.com/cfb/players/kendrell-bell-1.html,6-1,234,4.64,38.5,24,124,7.25,4.50,Pittsburgh Steelers / 2nd / 39th pick / 2001
Marcus Bell,DT,https://www.sports-reference.com/cfb/players/marcus-bell-1.html,6-1,319,5.32,,17,98,8.07,4.71,Arizona Cardinals / 4th / 123rd pick / 2001
Michael Bennett,RB,https://www.sports-reference.com/cfb/players/michael-bennett-1.html,5-9,207,4.38,39.5,13,130,,,Minnesota Vikings / 1st / 27th pick / 2001
Eddie Berlin,WR,https://www.sports-reference.com/cfb/players/michael-bennett-1.html,5-11,191,4.43,39.5,,122,6.78,4.08,Tennessee Titans / 5th / 159th pick / 2001
Cory Bird,S,https://www.sports-reference.com/cfb/players/cory-bird-1.html,5-10,217,4.60,,22,,,,Indianapolis Colts / 3rd / 91st pick / 2001
Cory Bird,FB,https://www.sports-reference.com/cfb/players/cory-bird-1.html,5-10,255,4.97,33.5,32,108,7.81,4.38,
Cory Bird,S,https://www.sports-reference.com/cfb/players/randy-black-1.html,6-0,205,4.74,35.5,,115,7.14,4.20,
Harold Blackmon,CB,https://www.sports-reference.com/cfb/players/harold-blackmon-1.html,5-11,210,4.54,37.0,17,121,7.03,4.28,Seattle Seahawks / 7th / 210th pick / 2001
Willie Blade,DT,https://www.sports-reference.com/cfb/players/harold-blackmon-1.html,6-3,316,4.93,,,,,,Dallas Cowboys / 3rd / 93rd pick / 2001
Willie Blade,S,https://www.sports-reference.com/cfb/players/al-blades-1.html,6-1,209,4.56,,,,,,
Derrick Blaylock,RB,https://www.sports-reference.com/cfb/players/al-blades-1.html,5-10,194,4.36,35.5,18,119,7.05,4.09,Kansas City Chiefs / 5th / 150th pick / 2001
Derrick Blaylock,OG,https://www.sports-reference.com/cfb/players/al-blades-1.html,6-4,290,5.28,31.0,19,106,7.81,4.89,
Fred Booker,CB,https://www.sports-reference.com/cfb/players/fred-booker-1.html,5-9,193,4.65,,,,,,
Fred Booker,QB,https://www.sports-reference.com/cfb/players/josh-booty-1.html,6-2,221,4.90,29.5,,105,7.54,4.48,Seattle Seahawks / 6th / 172nd pick / 2001
Jarvis Borum,OG,https://www.sports-reference.com/cfb/players/josh-booty-1.html,6-7,332,5.05,30.5,25,107,8.08,4.83,
Kyle Vanden Bosch,DE,https://www.sports-reference.com/cfb/players/josh-booty-1.html,6-4,270,4.75,36.5,26,119,6.82,4.08,Arizona Cardinals / 2nd / 34th pick / 2001
James Boyd,S,https://www.sports-reference.com/cfb/players/james-boyd-1.html,5-11,207,4.59,32.5,,117,7.29,4.24,Jacksonville Jaguars / 3rd / 94th pick / 2001
James Boyd,OLB,https://www.sports-reference.com/cfb/players/james-boyd-1.html,6-1,243,4.67,34.0,19,116,7.16,4.28,
Drew Brees,QB,https://www.sports-reference.com/cfb/players/drew-brees-1.html,6-0,213,4.83,32.0,,105,7.09,4.21,San Diego Chargers / 2nd / 32nd pick / 2001
Sean Brewer,TE,https://www.sports-reference.com/cfb/players/sean-brewer-1.html,6-4,255,4.73,36.0,14,117,7.37,4.18,Cincinnati Bengals / 3rd / 66th pick / 2001
Chris Brown,OT,https://www.sports-reference.com/cfb/players/chris-brown-7.html,6-5,329,5.33,,30,,,,Tennessee Titans / 3rd / 93rd pick / 2003
Corey Brown,WR,https://www.sports-reference.com/cfb/players/corey-brown-1.html,6-0,202,4.63,39.5,,126,,,
Corey Brown,CB,https://www.sports-reference.com/cfb/players/corey-brown-1.html,5-11,190,4.65,37.5,10,117,7.50,4.15,
Correll Buckhalter,RB,https://www.sports-reference.com/cfb/players/correll-buckhalter-1.html,6-0,226,4.53,40.0,11,123,7.08,4.06,Philadelphia Eagles / 4th / 121st pick / 2001
Derrick Burgess,DE,https://www.sports-reference.com/cfb/players/derrick-burgess-1.html,6-2,264,4.92,40.0,24,125,7.85,,Philadelphia Eagles / 3rd / 63rd pick / 2001
Derrick Burgess,WR,https://www.sports-reference.com/cfb/players/adrian-burnette-1.html,5-10,191,4.63,,,,,,
Jerametrius Butler,CB,https://www.sports-reference.com/cfb/players/jerametrius-butler-1.html,5-10,173,4.57,36.0,11,121,7.22,4.40,St. Louis Rams / 5th / 145th pick / 2001
Jerametrius Butler,DT,https://www.sports-reference.com/cfb/players/jerametrius-butler-1.html,6-1,268,4.93,,,,,,
Jerametrius Butler,WR,https://www.sports-reference.com/cfb/players/jerametrius-butler-1.html,5-11,177,4.39,36.5,,126,,,Chicago Bears / 7th / 208th pick / 2001
Jerametrius Butler,S,https://www.sports-reference.com/cfb/players/terrence-carroll-1.html,6-0,212,4.63,,,,,,
Jerametrius Butler,TE,https://www.sports-reference.com/cfb/players/elliott-carson-1.html,6-4,246,4.90,36.0,16,115,7.52,4.21,
Jerametrius Butler,TE,https://www.sports-reference.com/cfb/players/elliott-carson-1.html,6-4,246,4.90,36.0,16,115,7.52,4.21,
Robert Carswell,S,https://www.sports-reference.com/cfb/players/robert-carswell-1.html,6-0,214,4.59,34.0,21,106,7.14,4.18,San Diego Chargers / 7th / 244th pick / 2001
Andre Carter,DE,https://www.sports-reference.com/cfb/players/andre-carter-1.html,6-4,249,4.84,38.5,20,132,,4.24,San Francisco 49ers / 1st / 7th pick / 2001
Quincy Carter,QB,https://www.sports-reference.com/cfb/players/quincy-carter-1.html,6-2,225,4.58,35.5,,113,7.12,4.12,Dallas Cowboys / 2nd / 53rd pick / 2001
Quinton Caver,ILB,https://www.sports-reference.com/cfb/players/quinton-caver-1.html,6-4,227,4.67,37.5,23,118,7.66,4.25,Philadelphia Eagles / 2nd / 55th pick / 2001
Quinton Caver,DT,https://www.sports-reference.com/cfb/players/quinton-caver-1.html,6-4,299,4.98,,32,,,,
Chris Chambers,WR,https://www.sports-reference.com/cfb/players/chris-chambers-1.html,6-0,210,4.33,45.0,,134,,4.00,Miami Dolphins / 2nd / 52nd pick / 2001
Chris Chambers,RB,https://www.sports-reference.com/cfb/players/jeff-chaney-1.html,5-11,193,4.46,,,,,,
Chris Chambers,OG,https://www.sports-reference.com/cfb/players/jeff-chaney-1.html,6-3,303,5.25,,27,,,,
Patrick Chukwurah,OLB,https://www.sports-reference.com/cfb/players/patrick-chukwurah-1.html,6-2,238,4.77,40.0,24,119,7.34,4.21,Minnesota Vikings / 5th / 157th pick / 2001
Kenny Clark,WR,https://www.sports-reference.com/cfb/players/kenny-clark-1.html,6-1,225,4.59,35.5,,121,,,
Nate Clements,CB,https://www.sports-reference.com/cfb/players/nate-clements-1.html,5-11,209,4.38,,,,,,Buffalo Bills / 1st / 21st pick / 2001
Tay Cody,CB,https://www.sports-reference.com/cfb/players/tay-cody-1.html,5-9,181,4.55,,11,,,,San Diego Chargers / 3rd / 67th pick / 2001
Justin Coleman,QB,https://www.sports-reference.com/cfb/players/tay-cody-1.html,6-4,238,5.22,29.5,,101,7.78,4.62,
Derek Combs,RB,https://www.sports-reference.com/cfb/players/derek-combs-1.html,6-0,193,4.42,35.0,8,120,6.96,4.07,Oakland Raiders / 7th / 228th pick / 2001
Jameel Cook,FB,https://www.sports-reference.com/cfb/players/jameel-cook-1.html,5-10,226,4.80,29.5,17,108,7.55,4.38,Tampa Bay Buccaneers / 6th / 174th pick / 2001
Chris Cooper,DE,https://www.sports-reference.com/cfb/players/jameel-cook-1.html,6-5,272,4.95,35.5,24,114,7.12,4.21,Oakland Raiders / 6th / 184th pick / 2001
Jarrod Cooper,S,https://www.sports-reference.com/cfb/players/jameel-cook-1.html,6-0,222,4.45,41.5,,130,6.87,3.90,Carolina Panthers / 5th / 143rd pick / 2001
Dave Costa,OG,https://www.sports-reference.com/cfb/players/jameel-cook-1.html,6-6,305,5.34,,17,,,,
Dave Costa,CB,https://www.sports-reference.com/cfb/players/rodney-crayton-1.html,5-8,178,4.60,35.5,13,118,7.25,4.40,
Dave Costa,OLB,https://www.sports-reference.com/cfb/players/rick-crowell-1.html,6-3,242,5.03,31.5,19,109,7.54,4.35,Miami Dolphins / 6th / 188th pick / 2001
Dave Costa,RB,https://www.sports-reference.com/cfb/players/rick-crowell-1.html,5-11,225,4.76,37.0,15,115,7.36,4.32,
Alge Crumpler,TE,https://www.sports-reference.com/cfb/players/alge-crumpler-1.html,6-2,266,4.76,34.0,22,112,7.38,4.43,Atlanta Falcons / 2nd / 35th pick / 2001
Alge Crumpler,OG,https://www.sports-reference.com/cfb/players/alge-crumpler-1.html,6-5,318,5.53,24.5,17,91,8.84,5.06,
Alge Crumpler,WR,https://www.sports-reference.com/cfb/players/ronney-daniels-1.html,6-1,212,4.61,34.5,,118,,,
Leonard Davis,OT,https://www.sports-reference.com/cfb/players/leonard-davis-1.html,6-6,370,5.32,28.0,33,97,8.72,5.18,Arizona Cardinals / 1st / 2nd pick / 2001
Leonard Davis,DT,https://www.sports-reference.com/cfb/players/leonard-davis-1.html,6-4,302,5.10,27.5,23,99,7.98,4.87,New Orleans Saints / 7th / 221st pick / 2001
Rick DeMulling,OG,https://www.sports-reference.com/cfb/players/leonard-davis-1.html,6-4,307,5.24,31.5,32,108,7.62,4.60,Indianapolis Colts / 7th / 220th pick / 2001
Anthony Denman,ILB,https://www.sports-reference.com/cfb/players/leonard-davis-1.html,6-1,239,4.76,,,,,,Jacksonville Jaguars / 7th / 213th pick / 2001
Ryan Diem,OT,https://www.sports-reference.com/cfb/players/leonard-davis-1.html,6-7,338,5.13,34.0,,102,7.50,4.46,Indianapolis Colts / 4th / 118th pick / 2001
Tony Dixon,S,https://www.sports-reference.com/cfb/players/tony-dixon-2.html,6-1,213,4.63,37.0,17,117,7.38,,Dallas Cowboys / 2nd / 56th pick / 2001
Jason Doering,S,https://www.sports-reference.com/cfb/players/jason-doering-1.html,5-11,202,4.73,,,,7.07,4.12,Indianapolis Colts / 6th / 193rd pick / 2001
Char-Ron Dorsey,OT,https://www.sports-reference.com/cfb/players/jason-doering-1.html,6-6,348,5.99,,16,,,,Dallas Cowboys / 7th / 242nd pick / 2001
Eric Downing,DT,https://www.sports-reference.com/cfb/players/jason-doering-1.html,6-3,302,5.23,,27,,,,Kansas City Chiefs / 3rd / 75th pick / 2001
Eric Downing,OG,https://www.sports-reference.com/cfb/players/shawn-draper-1.html,6-3,303,5.30,32.0,17,106,8.10,4.77,Miami Dolphins / 5th / 156th pick / 2001
Eric Downing,CB,https://www.sports-reference.com/cfb/players/patrick-dyson-1.html,5-11,192,4.55,31.5,,114,,,
Andre Dyson,CB,https://www.sports-reference.com/cfb/players/andre-dyson-1.html,5-10,179,4.40,,,119,,,Tennessee Titans / 2nd / 60th pick / 2001
Nijrell Eason,CB,https://www.sports-reference.com/cfb/players/nijrell-eason-1.html,6-1,201,4.59,34.5,19,119,,,
Ron Edwards,DT,https://www.sports-reference.com/cfb/players/nijrell-eason-1.html,6-3,293,4.86,,,,,,Buffalo Bills / 3rd / 76th pick / 2001
Heath Evans,FB,https://www.sports-reference.com/cfb/players/heath-evans-1.html,6-0,246,4.56,34.5,30,111,7.30,4.24,Seattle Seahawks / 3rd / 82nd pick / 2001
Mario Fatafehi,DT,https://www.sports-reference.com/cfb/players/heath-evans-1.html,6-2,295,5.29,,,,,,Arizona Cardinals / 5th / 133rd pick / 2001
Robert Ferguson,WR,https://www.sports-reference.com/cfb/players/robert-ferguson-1.html,6-1,205,4.48,36.5,,120,7.24,4.07,Green Bay Packers / 2nd / 41st pick / 2001
Bill Ferrario,OG,https://www.sports-reference.com/cfb/players/robert-ferguson-1.html,6-2,314,5.30,,17,,,,Green Bay Packers / 4th / 105th pick / 2001
Bill Ferrario,TE,https://www.sports-reference.com/cfb/players/dauntae-finger-1.html,6-4,262,5.09,33.5,15,103,7.95,4.59,Tampa Bay Buccaneers / 7th / 205th pick / 2001
Jamar Fletcher,CB,https://www.sports-reference.com/cfb/players/jamar-fletcher-1.html,5-9,180,4.48,,,,,,Miami Dolphins / 1st / 26th pick / 2001
Jamar Fletcher,WR,https://www.sports-reference.com/cfb/players/jamar-fletcher-1.html,5-11,195,4.55,35.5,,114,6.98,3.96,
Kynan Forney,OG,https://www.sports-reference.com/cfb/players/jamar-fletcher-1.html,6-2,312,5.28,27.0,23,97,8.56,4.70,Atlanta Falcons / 7th / 219th pick / 2001
Kynan Forney,S,https://www.sports-reference.com/cfb/players/shawn-forte-1.html,6-1,204,4.54,,20,,,,
Curtis Fuller,S,https://www.sports-reference.com/cfb/players/curtis-fuller-1.html,5-10,186,4.45,36.0,18,114,7.20,4.21,Seattle Seahawks / 4th / 127th pick / 2001
Curtis Fuller,DE,https://www.sports-reference.com/cfb/players/curtis-fuller-1.html,6-4,251,4.88,,,,,,
Mike Gandy,OG,https://www.sports-reference.com/cfb/players/curtis-fuller-1.html,6-4,305,5.20,30.5,,103,8.03,4.71,Chicago Bears / 3rd / 68th pick / 2001
Mike Gandy,OG,https://www.sports-reference.com/cfb/players/curtis-fuller-1.html,6-4,305,5.20,30.5,,103,8.03,4.71,Chicago Bears / 3rd / 68th pick / 2001
Rod Gardner,WR,https://www.sports-reference.com/cfb/players/rod-gardner-1.html,6-2,219,4.48,,,,,,Washington Redskins / 1st / 15th pick / 2001
Rod Gardner,DE,https://www.sports-reference.com/cfb/players/rod-gardner-1.html,6-4,277,4.77,,,,,,Atlanta Falcons / 6th / 167th pick / 2001
Roberto Garza,C,https://www.sports-reference.com/cfb/players/rod-gardner-1.html,6-2,303,5.00,32.5,37,114,7.71,4.53,Atlanta Falcons / 4th / 99th pick / 2001
Reggie Germany,WR,https://www.sports-reference.com/cfb/players/reggie-germany-1.html,6-1,183,4.39,,,,,,Buffalo Bills / 7th / 214th pick / 2001
Derrick Gibson,S,https://www.sports-reference.com/cfb/players/derrick-gibson-1.html,6-2,218,4.45,,17,,,,Oakland Raiders / 1st / 28th pick / 2001
Jason Glenn,OLB,https://www.sports-reference.com/cfb/players/jason-glenn-1.html,6-1,236,4.94,36.0,14,115,7.16,4.31,Detroit Lions / 6th / 173rd pick / 2001
Jason Glenn,CB,https://www.sports-reference.com/cfb/players/jason-glenn-1.html,5-10,204,4.53,39.0,,115,7.15,4.34,
DeLawrence Grant,DE,https://www.sports-reference.com/cfb/players/delawrence-grant-1.html,6-3,280,4.77,,,,,,Oakland Raiders / 3rd / 89th pick / 2001
DeLawrence Grant,WR,https://www.sports-reference.com/cfb/players/javon-green-1.html,6-1,211,4.73,35.5,,113,7.41,4.34,
Morlon Greenwood,OLB,https://www.sports-reference.com/cfb/players/javon-green-1.html,6-0,237,4.69,33.5,21,112,7.62,4.08,Miami Dolphins / 3rd / 88th pick / 2001
Morlon Greenwood,QB,https://www.sports-reference.com/cfb/players/javon-green-1.html,6-4,199,4.83,,,,,,
Morlon Greenwood,WR,https://www.sports-reference.com/cfb/players/latef-grim-1.html,5-11,188,4.60,,,111,7.27,4.33,
Morlon Greenwood,WR,https://www.sports-reference.com/cfb/players/latef-grim-1.html,6-2,211,4.61,38.5,,125,7.35,4.29,
Adam Haayer,OG,https://www.sports-reference.com/cfb/players/latef-grim-1.html,6-6,298,5.30,,23,,,,Tennessee Titans / 6th / 199th pick / 2001
Corey Hall,S,https://www.sports-reference.com/cfb/players/latef-grim-1.html,6-3,198,4.50,36.5,14,127,,,Atlanta Falcons / 7th / 215th pick / 2001
Ben Hamilton,C,https://www.sports-reference.com/cfb/players/ben-hamilton-1.html,6-5,303,5.26,33.5,17,106,7.62,4.62,Denver Broncos / 4th / 113th pick / 2001
Casey Hampton,DT,https://www.sports-reference.com/cfb/players/casey-hampton-1.html,6-1,314,5.25,,34,,,,Pittsburgh Steelers / 1st / 19th pick / 2001
Antoine Harris,TE,https://www.sports-reference.com/cfb/players/antoine-harris-1.html,6-3,260,4.93,,11,,,,
Nick Harris,P,https://www.sports-reference.com/cfb/players/nick-harris-1.html,6-2,221,,,,,,,Denver Broncos / 4th / 120th pick / 2001
Shaunard Harts,S,https://www.sports-reference.com/cfb/players/shaunard-harts-2.html,6-0,200,4.56,34.5,12,119,7.14,,Kansas City Chiefs / 7th / 212th pick / 2001
Shaunard Harts,ILB,https://www.sports-reference.com/cfb/players/shaunard-harts-2.html,6-1,250,4.86,36.5,18,114,7.64,4.56,
Tim Hasselbeck,QB,https://www.sports-reference.com/cfb/players/tim-hasselbeck-1.html,6-1,211,4.83,33.0,,113,7.27,4.40,
Reggie Hayward,DE,https://www.sports-reference.com/cfb/players/tim-hasselbeck-1.html,6-5,255,4.91,41.0,21,127,7.43,4.43,Denver Broncos / 3rd / 87th pick / 2001
Todd Heap,TE,https://www.sports-reference.com/cfb/players/todd-heap-1.html,6-5,252,4.68,,,,,,Baltimore Ravens / 1st / 31st pick / 2001
Jamie Henderson,CB,https://www.sports-reference.com/cfb/players/jamie-henderson-1.html,6-1,202,4.48,40.5,10,125,6.90,4.12,New York Jets / 4th / 101st pick / 2001
Anthony Henry,CB,https://www.sports-reference.com/cfb/players/anthony-henry-1.html,6-1,198,4.60,41.0,15,126,6.90,4.20,Cleveland Browns / 4th / 97th pick / 2001
Travis Henry,RB,https://www.sports-reference.com/cfb/players/travis-henry-1.html,5-9,223,4.61,,23,,,,Buffalo Bills / 2nd / 58th pick / 2001
Anthony Herron,DE,https://www.sports-reference.com/cfb/players/travis-henry-1.html,6-3,280,5.16,36.0,26,114,7.58,4.43,
Anthony Herron,QB,https://www.sports-reference.com/cfb/players/josh-heupel-1.html,6-2,215,4.85,37.5,,114,7.18,4.15,Miami Dolphins / 6th / 177th pick / 2001
Renaldo Hill,CB,https://www.sports-reference.com/cfb/players/renaldo-hill-1.html,5-11,178,4.68,35.5,10,116,7.07,4.18,Arizona Cardinals / 7th / 202nd pick / 2001
Russ Hochstein,OG,https://www.sports-reference.com/cfb/players/renaldo-hill-1.html,6-3,300,5.40,26.5,16,95,7.85,4.69,Tampa Bay Buccaneers / 5th / 151st pick / 2001
Sedrick Hodge,OLB,https://www.sports-reference.com/cfb/players/renaldo-hill-1.html,6-4,244,4.49,32.0,21,120,,4.09,New Orleans Saints / 3rd / 70th pick / 2001
Sedrick Hodge,C,https://www.sports-reference.com/cfb/players/renaldo-hill-1.html,6-3,290,5.50,29.0,26,102,7.78,4.54,
Jabari Holloway,TE,https://www.sports-reference.com/cfb/players/jabari-holloway-1.html,6-2,253,4.91,38.5,20,113,7.14,4.40,New England Patriots / 4th / 119th pick / 2001
Jabari Holloway,DE,https://www.sports-reference.com/cfb/players/jabari-holloway-1.html,6-2,284,4.90,34.5,19,111,7.54,4.43,San Francisco 49ers / 6th / 191st pick / 2001
Rashad Holman,CB,https://www.sports-reference.com/cfb/players/rashad-holman-1.html,5-11,186,4.58,42.0,6,129,7.09,3.85,San Francisco 49ers / 6th / 179th pick / 2001
Rashad Holman,RB,https://www.sports-reference.com/cfb/players/derek-homer-1.html,5-8,194,4.60,32.5,,113,7.24,4.30,
Rashad Holman,WR,https://www.sports-reference.com/cfb/players/margin-hooks-1.html,5-11,191,4.50,36.0,,116,7.08,4.18,
Willie Howard,DT,https://www.sports-reference.com/cfb/players/willie-howard-1.html,6-3,295,4.94,,23,,,,Minnesota Vikings / 2nd / 57th pick / 2001
John Howell,S,https://www.sports-reference.com/cfb/players/john-howell-1.html,6-0,204,4.64,37.0,14,121,6.87,4.12,Tampa Bay Buccaneers / 4th / 117th pick / 2001
Orlando Huff,OLB,https://www.sports-reference.com/cfb/players/orlando-huff-1.html,6-2,245,4.70,,16,,,,Seattle Seahawks / 4th / 104th pick / 2001
Steve Hutchinson,OG,https://www.sports-reference.com/cfb/players/steve-hutchinson-1.html,6-5,315,5.15,33.5,31,106,,4.74,Seattle Seahawks / 1st / 17th pick / 2001
Steve Hutchinson,WR,https://www.sports-reference.com/cfb/players/khori-ivy-1.html,6-2,195,4.64,,,,,,
Arnold Jackson,WR,https://www.sports-reference.com/cfb/players/arnold-jackson-1.html,5-8,167,4.48,41.0,,127,7.42,4.11,
James Jackson,RB,https://www.sports-reference.com/cfb/players/james-jackson-1.html,5-10,210,4.55,,,,,,Cleveland Browns / 3rd / 65th pick / 2001
James Jackson,CB,https://www.sports-reference.com/cfb/players/james-jackson-1.html,6-0,197,4.51,38.5,13,120,,,
Cedric James,WR,https://www.sports-reference.com/cfb/players/cedric-james-1.html,6-2,204,4.49,43.0,,134,,,Minnesota Vikings / 4th / 131st pick / 2001
Michael Jameson,S,https://www.sports-reference.com/cfb/players/michael-jameson-1.html,5-11,186,4.50,34.5,9,118,7.13,4.20,Cleveland Browns / 6th / 165th pick / 2001
Michael Jameson,QB,https://www.sports-reference.com/cfb/players/ortege-jenkins-1.html,6-1,234,4.82,34.5,,108,7.32,4.40,
Kris Jenkins,DT,https://www.sports-reference.com/cfb/players/ortege-jenkins-1.html,6-5,318,5.19,31.0,33,108,7.85,4.40,Carolina Panthers / 2nd / 44th pick / 2001
Kris Jenkins,DT,https://www.sports-reference.com/cfb/players/ortege-jenkins-1.html,6-5,318,5.19,31.0,33,108,7.85,4.40,Carolina Panthers / 2nd / 44th pick / 2001
Jonas Jennings,OT,https://www.sports-reference.com/cfb/players/ortege-jenkins-1.html,6-4,334,5.31,29.5,31,102,8.08,4.93,Buffalo Bills / 3rd / 95th pick / 2001
Ligarius Jennings,CB,https://www.sports-reference.com/cfb/players/ortege-jenkins-1.html,5-9,202,4.67,34.0,11,120,7.07,4.03,
Ligarius Jennings,WR,https://www.sports-reference.com/cfb/players/sly-johnson-1.html,5-9,181,4.61,35.5,,115,,,
Ligarius Jennings,TE,https://www.sports-reference.com/cfb/players/jevaris-johnson-1.html,6-5,257,4.90,,,,,,
Chad Johnson,WR,https://www.sports-reference.com/cfb/players/chad-johnson-1.html,6-1,192,4.57,33.0,,108,7.51,4.14,Cincinnati Bengals / 2nd / 36th pick / 2001
Rudi Johnson,RB,https://www.sports-reference.com/cfb/players/rudi-johnson-1.html,5-10,227,4.57,37.5,24,119,7.32,4.22,Cincinnati Bengals / 4th / 100th pick / 2001
Kenyatta Jones,OT,https://www.sports-reference.com/cfb/players/rudi-johnson-1.html,6-3,308,5.01,,31,,,,New England Patriots / 4th / 96th pick / 2001
Kenyatta Jones,OG,https://www.sports-reference.com/cfb/players/rudi-johnson-1.html,6-5,308,5.07,31.5,20,112,,4.95,
Lamont Jordan,RB,https://www.sports-reference.com/cfb/players/lamont-jordan-1.html,5-10,234,4.57,,24,,,,New York Jets / 2nd / 49th pick / 2001
Bhawoh Jue,CB,https://www.sports-reference.com/cfb/players/bhawoh-jue-1.html,6-0,199,4.54,34.5,,113,7.21,4.27,Green Bay Packers / 3rd / 71st pick / 2001
Kevin Kasper,WR,https://www.sports-reference.com/cfb/players/kevin-kasper-1.html,6-0,199,4.42,43.5,,126,6.56,3.73,Denver Broncos / 6th / 190th pick / 2001
Michael Keathley,OG,https://www.sports-reference.com/cfb/players/kevin-kasper-1.html,6-4,308,5.24,32.5,28,,,,
Michael Keathley,DE,https://www.sports-reference.com/cfb/players/kevin-kasper-1.html,6-5,254,4.93,28.5,20,114,7.93,4.55,
Eric Kelly,CB,https://www.sports-reference.com/cfb/players/eric-kelly-1.html,5-10,199,4.46,36.0,15,120,7.24,4.18,Minnesota Vikings / 3rd / 69th pick / 2001
Eric Kelly,WR,https://www.sports-reference.com/cfb/players/robert-kilow-1.html,5-10,171,4.44,,,,,,
Andre King,WR,https://www.sports-reference.com/cfb/players/andre-king-1.html,6-0,199,4.61,,,,,,Cleveland Browns / 7th / 245th pick / 2001
Andre King,WR,https://www.sports-reference.com/cfb/players/andre-king-1.html,5-11,188,4.37,36.5,,116,,,
Ross Kolodziej,DE,https://www.sports-reference.com/cfb/players/ross-kolodziej-1.html,6-3,290,4.87,34.5,25,111,7.37,4.36,New York Giants / 7th / 230th pick / 2001
Justin Kurpeikis,DE,https://www.sports-reference.com/cfb/players/justin-kurpeikis-1.html,6-3,252,4.97,31.5,22,118,6.82,4.10,
George Layne,FB,https://www.sports-reference.com/cfb/players/george-layne-1.html,5-11,242,4.59,32.0,,115,7.08,4.19,Kansas City Chiefs / 4th / 108th pick / 2001
George Layne,P,https://www.sports-reference.com/cfb/players/david-leaverton-1.html,6-3,211,,,,,,,Jacksonville Jaguars / 5th / 142nd pick / 2001
Matt Lehr,OG,https://www.sports-reference.com/cfb/players/david-leaverton-1.html,6-2,290,5.28,31.5,28,111,7.59,4.44,Dallas Cowboys / 5th / 137th pick / 2001
Cleo Lemon,QB,https://www.sports-reference.com/cfb/players/cleo-lemon-1.html,6-2,226,4.87,35.5,,106,7.33,4.27,
