Player,Pos,stats_link,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
Damione Lewis,DT,https://www.sports-reference.com/cfb/players/cleo-lemon-1.html,6-3,293,4.90,,22,,,,St. Louis Rams / 1st / 12th pick / 2001
Victor Leyva,OG,https://www.sports-reference.com/cfb/players/victor-leyva-1.html,6-3,313,5.33,30.0,37,105,8.00,4.73,Cincinnati Bengals / 5th / 135th pick / 2001
Matt Light,OT,https://www.sports-reference.com/cfb/players/matt-light-1.html,6-5,311,5.29,,26,,7.84,4.49,New England Patriots / 2nd / 48th pick / 2001
Matt Light,ILB,https://www.sports-reference.com/cfb/players/alex-lincoln-1.html,6-0,251,4.77,35.0,22,111,,,San Francisco 49ers / 7th / 209th pick / 2001
Matt Light,DE,https://www.sports-reference.com/cfb/players/deangelo-lloyd-1.html,6-5,264,4.88,,15,,,,
Matt Light,TE,https://www.sports-reference.com/cfb/players/deangelo-lloyd-1.html,6-4,236,4.75,36.0,24,,,,New England Patriots / 6th / 180th pick / 2001
Ken Lucas,CB,https://www.sports-reference.com/cfb/players/ken-lucas-1.html,6-0,200,4.45,,,,,,Seattle Seahawks / 2nd / 40th pick / 2001
Ken Lucas,C,https://www.sports-reference.com/cfb/players/ken-lucas-1.html,6-3,299,5.56,26.5,17,92,8.59,4.99,
Brandon Manumaleuna,TE,https://www.sports-reference.com/cfb/players/brandon-manumaleuna-1.html,6-2,275,4.99,30.0,,106,7.49,4.26,St. Louis Rams / 4th / 129th pick / 2001
Torrance Marshall,ILB,https://www.sports-reference.com/cfb/players/torrance-marshall-1.html,6-2,249,4.70,,,,,,Green Bay Packers / 3rd / 72nd pick / 2001
David Martin,WR,https://www.sports-reference.com/cfb/players/david-martin-2.html,6-4,242,4.76,,,,,,Green Bay Packers / 6th / 198th pick / 2001
David Martin,OG,https://www.sports-reference.com/cfb/players/david-martin-2.html,6-5,302,5.49,,,,,,
Deuce McAllister,RB,https://www.sports-reference.com/cfb/players/deuce-mcallister-1.html,6-1,222,4.41,,,,,,New Orleans Saints / 1st / 23rd pick / 2001
Deuce McAllister,OG,https://www.sports-reference.com/cfb/players/deuce-mcallister-1.html,6-4,282,5.20,,,,,,
Justin McCareins,WR,https://www.sports-reference.com/cfb/players/justin-mccareins-1.html,6-2,209,4.51,41.0,,129,7.06,3.99,Tennessee Titans / 4th / 124th pick / 2001
Justin McCareins,FB,https://www.sports-reference.com/cfb/players/dustin-mcclintock-1.html,6-1,259,5.31,30.0,7,105,8.10,4.58,
Quentin McCord,WR,https://www.sports-reference.com/cfb/players/quentin-mccord-1.html,5-10,191,4.48,36.5,,112,7.17,4.18,Atlanta Falcons / 7th / 236th pick / 2001
Marlon McCree,S,https://www.sports-reference.com/cfb/players/marlon-mccree-1.html,5-11,197,4.62,38.0,10,117,7.36,4.10,Jacksonville Jaguars / 7th / 233rd pick / 2001
Marlon McCree,C,https://www.sports-reference.com/cfb/players/marlon-mccree-1.html,6-4,280,5.25,,,,,,
Kareem McKenzie,OT,https://www.sports-reference.com/cfb/players/marlon-mccree-1.html,6-6,328,5.33,33.0,20,104,7.87,4.80,New York Jets / 3rd / 79th pick / 2001
Mike McMahon,QB,https://www.sports-reference.com/cfb/players/mike-mcmahon-1.html,6-2,207,4.57,37.5,,124,7.12,4.12,Detroit Lions / 5th / 149th pick / 2001
Shad Meier,TE,https://www.sports-reference.com/cfb/players/shad-meier-1.html,6-5,256,4.85,34.0,20,113,7.14,4.15,Tennessee Titans / 3rd / 90th pick / 2001
Willie Middlebrooks,CB,https://www.sports-reference.com/cfb/players/willie-middlebrooks-1.html,6-2,200,4.50,,17,,,,Denver Broncos / 1st / 24th pick / 2001
Willie Middlebrooks,QB,https://www.sports-reference.com/cfb/players/romaro-miller-1.html,6-0,205,4.61,35.0,,110,7.40,4.51,
Willie Middlebrooks,WR,https://www.sports-reference.com/cfb/players/shawn-mills-1.html,6-0,180,4.51,34.5,,116,7.12,4.15,
Snoop Minnis,WR,https://www.sports-reference.com/cfb/players/snoop-minnis-1.html,6-1,171,4.57,37.5,,115,7.06,4.07,Kansas City Chiefs / 3rd / 77th pick / 2001
Travis Minor,RB,https://www.sports-reference.com/cfb/players/travis-minor-1.html,5-10,197,4.44,32.0,9,115,,,Miami Dolphins / 3rd / 85th pick / 2001
Travis Minor,RB,https://www.sports-reference.com/cfb/players/travis-minor-1.html,5-10,197,4.44,32.0,9,115,,,Miami Dolphins / 3rd / 85th pick / 2001
Dwayne Missouri,DE,https://www.sports-reference.com/cfb/players/missouri-1.html,6-5,258,5.03,38.0,21,116,7.50,4.40,Baltimore Ravens / 7th / 231st pick / 2001
Dwayne Missouri,RB,https://www.sports-reference.com/cfb/players/hodges-mitchell-1.html,5-7,180,4.53,,,,,,
Freddie Mitchell,WR,https://www.sports-reference.com/cfb/players/freddie-mitchell-1.html,5-11,185,4.46,39.5,,120,6.95,4.06,Philadelphia Eagles / 1st / 25th pick / 2001
Mario Monds,DT,https://www.sports-reference.com/cfb/players/freddie-mitchell-1.html,6-3,342,5.04,28.5,,99,8.06,4.73,Washington Redskins / 6th / 186th pick / 2001
Mario Monds,CB,https://www.sports-reference.com/cfb/players/keon-moore-1.html,5-11,193,4.56,37.5,10,119,7.06,4.20,
Zeke Moreno,ILB,https://www.sports-reference.com/cfb/players/zeke-moreno-1.html,6-2,248,4.76,,24,,7.10,4.31,San Diego Chargers / 5th / 139th pick / 2001
Dan Morgan,ILB,https://www.sports-reference.com/cfb/players/dan-morgan-1.html,6-2,240,4.54,,,,,,Carolina Panthers / 1st / 11th pick / 2001
Quincy Morgan,WR,https://www.sports-reference.com/cfb/players/quincy-morgan-1.html,6-1,211,4.48,,,,,,Cleveland Browns / 2nd / 33rd pick / 2001
Santana Moss,WR,https://www.sports-reference.com/cfb/players/santana-moss-1.html,5-10,184,4.31,,,,,,New York Jets / 1st / 16th pick / 2001
Leonard Myers,CB,https://www.sports-reference.com/cfb/players/leonard-myers-1.html,5-10,190,4.65,37.0,13,120,7.21,4.16,New England Patriots / 6th / 200th pick / 2001
Brian Natkin,TE,https://www.sports-reference.com/cfb/players/brian-natkin-1.html,6-2,251,4.95,27.0,20,98,7.78,4.59,
Brian Natkin,WR,https://www.sports-reference.com/cfb/players/steve-neal-1.html,6-1,190,4.59,36.0,,119,7.18,4.19,
Brian Natkin,S,https://www.sports-reference.com/cfb/players/carl-nesmith-1.html,6-2,223,4.95,31.5,5,112,,,
Brian Natkin,WR,https://www.sports-reference.com/cfb/players/bobby-newcombe-1.html,5-10,195,4.53,37.0,,117,6.86,3.98,Arizona Cardinals / 6th / 166th pick / 2001
Richard Newsome,S,https://www.sports-reference.com/cfb/players/richard-newsome-1.html,5-11,203,4.59,,14,,,,
Mathias Nkwenti,OG,https://www.sports-reference.com/cfb/players/richard-newsome-1.html,6-3,293,5.57,35.5,29,113,7.66,4.18,Pittsburgh Steelers / 4th / 111th pick / 2001
Dennis Norman,OG,https://www.sports-reference.com/cfb/players/richard-newsome-1.html,6-4,305,5.16,35.0,25,107,8.08,4.72,Seattle Seahawks / 7th / 222nd pick / 2001
Moran Norris,FB,https://www.sports-reference.com/cfb/players/moran-norris-1.html,6-1,250,4.63,31.0,37,114,7.56,4.50,New Orleans Saints / 4th / 115th pick / 2001
Dan O'Leary,TE,https://www.sports-reference.com/cfb/players/dan-oleary-1.html,6-4,252,5.02,32.0,16,113,7.40,4.31,Buffalo Bills / 6th / 195th pick / 2001
Ifeanyi Ohalete,S,https://www.sports-reference.com/cfb/players/dan-oleary-1.html,6-2,221,4.64,,16,,,,
Chukky Okobi,C,https://www.sports-reference.com/cfb/players/chukky-okobi-1.html,6-1,316,5.27,32.5,24,103,7.87,4.61,Pittsburgh Steelers / 5th / 146th pick / 2001
Jesse Palmer,QB,https://www.sports-reference.com/cfb/players/jesse-palmer-1.html,6-2,231,4.78,35.5,,112,7.13,4.29,New York Giants / 4th / 125th pick / 2001
Jesse Palmer,DE,https://www.sports-reference.com/cfb/players/jesse-palmer-1.html,6-2,272,5.01,30.5,22,112,7.52,4.43,
Tupe Peko,C,https://www.sports-reference.com/cfb/players/jesse-palmer-1.html,6-4,300,5.36,28.0,,92,8.10,4.56,New York Jets / 7th / 217th pick / 2001
Tupe Peko,DE,https://www.sports-reference.com/cfb/players/jesse-palmer-1.html,6-3,275,5.02,,31,,,,
Tupe Peko,OLB,https://www.sports-reference.com/cfb/players/jeremiah-pharms-1.html,6-0,257,4.91,32.5,,106,7.37,4.53,Cleveland Browns / 5th / 134th pick / 2001
Ryan Pickett,DT,https://www.sports-reference.com/cfb/players/jeremiah-pharms-1.html,6-2,309,5.10,,,,,,St. Louis Rams / 1st / 29th pick / 2001
Ryan Pickett,K,https://www.sports-reference.com/cfb/players/vitaly-pisetsky-1.html,5-10,232,,,,,,,
Owen Pochman,K,https://www.sports-reference.com/cfb/players/owen-pochman-1.html,5-11,179,,,,,,,New England Patriots / 7th / 216th pick / 2001
Carlos Polk,ILB,https://www.sports-reference.com/cfb/players/carlos-polk-1.html,6-2,251,4.76,,,,,,San Diego Chargers / 4th / 112th pick / 2001
Tommy Polley,OLB,https://www.sports-reference.com/cfb/players/tommy-polley-1.html,6-4,234,4.55,,,,,,St. Louis Rams / 2nd / 42nd pick / 2001
Nate Poole,WR,https://www.sports-reference.com/cfb/players/nate-poole-1.html,6-1,198,4.79,32.5,,112,7.26,4.22,
Ryan Prince,TE,https://www.sports-reference.com/cfb/players/nate-poole-1.html,6-4,257,4.99,31.0,20,102,7.65,4.45,
Casey Rabach,C,https://www.sports-reference.com/cfb/players/nate-poole-1.html,6-4,298,5.23,,19,,,,Baltimore Ravens / 3rd / 92nd pick / 2001
Dominic Raiola,C,https://www.sports-reference.com/cfb/players/dominic-raiola-1.html,6-2,307,5.13,33.0,29,108,7.55,4.35,Detroit Lions / 2nd / 50th pick / 2001
Ken-Yon Rambo,WR,https://www.sports-reference.com/cfb/players/ken-yon-rambo-1.html,6-1,196,4.34,,,,,,Oakland Raiders / 7th / 229th pick / 2001
Ken-Yon Rambo,OG,https://www.sports-reference.com/cfb/players/ken-yon-rambo-1.html,6-4,317,5.47,27.0,31,97,7.85,4.80,
Ken-Yon Rambo,OG,https://www.sports-reference.com/cfb/players/ken-yon-rambo-1.html,6-3,296,5.50,27.0,32,92,8.17,4.77,
Jamal Reynolds,DE,https://www.sports-reference.com/cfb/players/jamal-reynolds-1.html,6-3,267,4.72,,,,,,Green Bay Packers / 1st / 10th pick / 2001
Jamal Reynolds,K,https://www.sports-reference.com/cfb/players/jamie-rheem-1.html,6-1,192,,,,,,,
Karon Riley,DE,https://www.sports-reference.com/cfb/players/karon-riley-1.html,6-2,264,4.75,,,,,,Chicago Bears / 4th / 103rd pick / 2001
David Rivers,QB,https://www.sports-reference.com/cfb/players/karon-riley-1.html,6-3,223,4.73,31.5,,115,7.37,4.20,
Marcellus Rivers,TE,https://www.sports-reference.com/cfb/players/marcellus-rivers-1.html,6-4,247,4.84,32.5,7,113,7.04,4.25,
Mike Roberg,TE,https://www.sports-reference.com/cfb/players/mike-roberg-1.html,6-4,256,4.75,34.5,16,117,7.28,4.40,Carolina Panthers / 7th / 227th pick / 2001
Bernard Robertson,OG,https://www.sports-reference.com/cfb/players/mike-roberg-1.html,6-3,308,5.24,30.0,19,106,8.06,4.58,Chicago Bears / 5th / 138th pick / 2001
Koren Robinson,WR,https://www.sports-reference.com/cfb/players/koren-robinson-1.html,6-1,211,4.61,,,,,,Seattle Seahawks / 1st / 9th pick / 2001
Koren Robinson,OT,https://www.sports-reference.com/cfb/players/koren-robinson-1.html,6-5,311,5.16,,23,,,,
Shaun Rogers,DT,https://www.sports-reference.com/cfb/players/koren-robinson-1.html,6-4,320,5.28,,,,,,Detroit Lions / 2nd / 61st pick / 2001
Sage Rosenfels,QB,https://www.sports-reference.com/cfb/players/sage-rosenfels-1.html,6-4,228,4.74,34.0,,107,7.07,4.29,Washington Redskins / 4th / 109th pick / 2001
Jace Sayler,DT,https://www.sports-reference.com/cfb/players/sage-rosenfels-1.html,6-5,294,5.06,31.0,29,105,7.81,4.59,
Jace Sayler,DT,https://www.sports-reference.com/cfb/players/sage-rosenfels-1.html,6-5,294,5.06,31.0,29,105,7.81,4.59,
John Schlecht,DT,https://www.sports-reference.com/cfb/players/sage-rosenfels-1.html,6-0,295,4.95,31.5,27,101,7.45,4.30,
Aaron Schobel,DE,https://www.sports-reference.com/cfb/players/aaron-schobel-1.html,6-4,263,4.75,38.0,,119,7.16,4.03,Buffalo Bills / 2nd / 46th pick / 2001
Carey Scott,CB,https://www.sports-reference.com/cfb/players/aaron-schobel-1.html,5-11,208,4.65,30.0,,113,7.52,4.18,Minnesota Vikings / 6th / 189th pick / 2001
Cedric Scott,DE,https://www.sports-reference.com/cfb/players/cedric-scott-1.html,6-6,281,4.86,35.5,23,107,7.67,4.37,New York Giants / 4th / 114th pick / 2001
Cedric Scott,OLB,https://www.sports-reference.com/cfb/players/cedric-scott-1.html,6-0,228,4.80,,19,,,,
Cedric Scott,DE,https://www.sports-reference.com/cfb/players/cedric-scott-1.html,6-3,250,4.75,,,,,,
Richard Seymour,DT,https://www.sports-reference.com/cfb/players/cedric-scott-1.html,6-6,299,4.95,,,,,,New England Patriots / 1st / 6th pick / 2001
Marcel Shipp,RB,https://www.sports-reference.com/cfb/players/cedric-scott-1.html,5-11,222,4.71,32.5,18,115,,,
Marcel Shipp,OT,https://www.sports-reference.com/cfb/players/cedric-scott-1.html,6-7,348,5.43,31.5,19,99,7.81,4.66,San Diego Chargers / 5th / 132nd pick / 2001
Marcel Shipp,DT,https://www.sports-reference.com/cfb/players/cedric-scott-1.html,6-3,287,5.28,29.5,,97,7.65,4.52,
Dwight Smith,CB,https://www.sports-reference.com/cfb/players/dwight-smith-1.html,5-10,212,4.51,33.5,15,114,,,Tampa Bay Buccaneers / 3rd / 84th pick / 2001
Justin Smith,DE,https://www.sports-reference.com/cfb/players/justin-smith-8.html,6-4,267,4.64,34.0,26,117,,,Cincinnati Bengals / 1st / 4th pick / 2001
Kenny Smith,DT,https://www.sports-reference.com/cfb/players/kenny-smith-1.html,6-3,299,5.24,30.0,,100,8.00,4.80,New Orleans Saints / 3rd / 81st pick / 2001
Omar Smith,OG,https://www.sports-reference.com/cfb/players/kenny-smith-1.html,6-2,293,5.33,30.0,21,98,,,
Steve Smith,WR,https://www.sports-reference.com/cfb/players/steve-smith-3.html,5-9,184,4.41,38.5,,121,7.44,4.25,Carolina Panthers / 3rd / 74th pick / 2001
Fred Smoot,CB,https://www.sports-reference.com/cfb/players/fred-smoot-1.html,5-11,172,4.48,,,,,,Washington Redskins / 2nd / 45th pick / 2001
Brandon Spoon,ILB,https://www.sports-reference.com/cfb/players/fred-smoot-1.html,6-2,245,4.75,35.5,33,110,7.30,4.15,Buffalo Bills / 4th / 110th pick / 2001
Markus Steele,OLB,https://www.sports-reference.com/cfb/players/fred-smoot-1.html,6-3,232,4.62,33.0,,119,7.15,4.50,Dallas Cowboys / 4th / 122nd pick / 2001
Kevin Stemke,P,https://www.sports-reference.com/cfb/players/kevin-stemke-1.html,6-2,187,,,,,,,
Kevin Stemke,TE,https://www.sports-reference.com/cfb/players/russell-stewart-1.html,6-4,251,4.92,28.5,17,106,7.46,4.30,
Daleroy Stewart,DT,https://www.sports-reference.com/cfb/players/russell-stewart-1.html,6-3,309,4.90,33.0,,110,7.75,4.72,Dallas Cowboys / 6th / 171st pick / 2001
Tony Stewart,TE,https://www.sports-reference.com/cfb/players/tony-stewart-1.html,6-5,256,4.96,35.5,,109,7.30,4.40,Philadelphia Eagles / 5th / 147th pick / 2001
Tony Stewart,K,https://www.sports-reference.com/cfb/players/kris-stockton-1.html,5-9,189,,,,,,,
Michael Stone,CB,https://www.sports-reference.com/cfb/players/michael-stone-1.html,5-11,191,4.51,41.0,17,127,,,Arizona Cardinals / 2nd / 54th pick / 2001
Marcus Stroud,DT,https://www.sports-reference.com/cfb/players/michael-stone-1.html,6-6,321,5.13,30.0,21,110,8.07,4.72,Jacksonville Jaguars / 1st / 13th pick / 2001
Marcus Stroud,OG,https://www.sports-reference.com/cfb/players/michael-stone-1.html,6-5,315,5.60,28.0,22,96,8.06,4.75,
Marcus Stroud,K,https://www.sports-reference.com/cfb/players/dan-stultz-1.html,5-11,207,,,,,,,
Alex Sulfsted,OG,https://www.sports-reference.com/cfb/players/dan-stultz-1.html,6-4,312,5.30,30.5,,96,,,Kansas City Chiefs / 6th / 176th pick / 2001
Marques Sullivan,OT,https://www.sports-reference.com/cfb/players/dan-stultz-1.html,6-5,338,5.32,30.5,28,98,8.36,4.80,Buffalo Bills / 5th / 144th pick / 2001
Vinny Sutherland,WR,https://www.sports-reference.com/cfb/players/vinny-sutherland-1.html,5-9,192,4.48,,,,,,Atlanta Falcons / 5th / 136th pick / 2001
Joe Tafoya,DE,https://www.sports-reference.com/cfb/players/vinny-sutherland-1.html,6-4,269,4.91,33.0,28,111,7.65,4.40,Tampa Bay Buccaneers / 7th / 234th pick / 2001
Chris Taylor,WR,https://www.sports-reference.com/cfb/players/chris-taylor-2.html,5-11,183,4.40,35.5,,115,6.81,3.93,Pittsburgh Steelers / 7th / 218th pick / 2001
David Terrell,WR,https://www.sports-reference.com/cfb/players/david-terrell-1.html,6-3,213,4.43,,,,,,Chicago Bears / 1st / 8th pick / 2001
David Terrell,CB,https://www.sports-reference.com/cfb/players/clevan-thomas-1.html,5-9,189,4.64,36.0,,118,7.42,4.24,
David Terrell,OT,https://www.sports-reference.com/cfb/players/clevan-thomas-1.html,6-5,336,5.52,25.0,19,92,8.60,4.90,
Anthony Thomas,RB,https://www.sports-reference.com/cfb/players/anthony-thomas-2.html,6-2,229,4.58,32.5,20,115,7.48,4.44,Chicago Bears / 2nd / 38th pick / 2001
LaDainian Tomlinson,RB,https://www.sports-reference.com/cfb/players/ladainian-tomlinson-1.html,5-10,221,4.46,40.5,18,124,6.84,4.21,San Diego Chargers / 1st / 5th pick / 2001
LaDainian Tomlinson,FB,https://www.sports-reference.com/cfb/players/jamar-toombs-1.html,6-0,281,4.72,,17,,,,
LaDainian Tomlinson,DE,https://www.sports-reference.com/cfb/players/paul-toviessi-1.html,6-6,260,4.78,33.5,,120,7.06,4.32,Denver Broncos / 2nd / 51st pick / 2001
LaDainian Tomlinson,OG,https://www.sports-reference.com/cfb/players/paul-toviessi-1.html,6-3,307,5.42,27.0,20,96,8.34,,
Marques Tuiasosopo,QB,https://www.sports-reference.com/cfb/players/marques-tuiasosopo-1.html,6-1,223,4.71,35.5,,115,7.36,4.35,Oakland Raiders / 2nd / 59th pick / 2001
T.J. Turner,ILB,https://www.sports-reference.com/cfb/players/marques-tuiasosopo-1.html,6-3,273,4.80,,,,,,New England Patriots / 7th / 239th pick / 2001
T.J. Turner,OG,https://www.sports-reference.com/cfb/players/marques-tuiasosopo-1.html,6-3,299,5.32,33.5,18,98,7.90,4.53,
T.J. Turner,OT,https://www.sports-reference.com/cfb/players/marques-tuiasosopo-1.html,6-6,303,5.28,34.0,,103,8.08,4.59,
Michael Vick,QB,https://www.sports-reference.com/cfb/players/michael-vick-1.html,6-0,210,4.33,,,,,,Atlanta Falcons / 1st / 1st pick / 2001
Keydrick Vincent,OG,https://www.sports-reference.com/cfb/players/michael-vick-1.html,6-5,328,5.61,32.5,23,94,,,
Fred Wakefield,DE,https://www.sports-reference.com/cfb/players/fred-wakefield-1.html,6-7,287,5.09,29.0,26,108,7.49,4.64,
Kenyatta Walker,OT,https://www.sports-reference.com/cfb/players/fred-wakefield-1.html,6-5,311,5.17,31.5,24,109,7.70,4.60,Tampa Bay Buccaneers / 1st / 14th pick / 2001
Raymond Walls,CB,https://www.sports-reference.com/cfb/players/raymond-walls-1.html,5-11,176,4.51,39.0,,124,,4.18,Indianapolis Colts / 5th / 152nd pick / 2001
Raymond Walls,OG,https://www.sports-reference.com/cfb/players/raymond-walls-1.html,6-4,321,5.23,32.5,26,99,7.98,4.90,Jacksonville Jaguars / 6th / 170th pick / 2001
Raymond Walls,OG,https://www.sports-reference.com/cfb/players/raymond-walls-1.html,6-4,321,5.23,32.5,26,99,7.98,4.90,Jacksonville Jaguars / 6th / 170th pick / 2001
Raymond Walls,DE,https://www.sports-reference.com/cfb/players/david-warren-1.html,6-2,253,4.73,,21,,7.53,4.46,
Gerard Warren,DT,https://www.sports-reference.com/cfb/players/david-warren-1.html,6-4,325,5.00,,,,,,Cleveland Browns / 1st / 3rd pick / 2001
Reggie Wayne,WR,https://www.sports-reference.com/cfb/players/reggie-wayne-1.html,6-0,198,4.45,,,,,,Indianapolis Colts / 1st / 30th pick / 2001
Chris Weinke,QB,https://www.sports-reference.com/cfb/players/chris-weinke-1.html,6-4,226,5.20,,,,,,Carolina Panthers / 4th / 106th pick / 2001
Eric Westmoreland,OLB,https://www.sports-reference.com/cfb/players/eric-westmoreland-1.html,6-0,236,4.63,36.5,21,115,7.47,4.21,Jacksonville Jaguars / 3rd / 73rd pick / 2001
Eric Westmoreland,S,https://www.sports-reference.com/cfb/players/emile-white-1.html,6-0,219,4.68,34.5,16,111,7.26,,
Reggie White,RB,https://www.sports-reference.com/cfb/players/reggie-white-1.html,6-0,228,4.58,37.5,17,114,7.48,4.40,
James Whitley,CB,https://www.sports-reference.com/cfb/players/james-whitley-1.html,5-10,193,4.73,39.0,9,118,7.04,4.40,
Boo Williams,TE,https://www.sports-reference.com/cfb/players/boo-williams-1.html,6-4,237,4.72,35.5,,119,7.10,4.33,
Brock Williams,CB,https://www.sports-reference.com/cfb/players/brock-williams-1.html,5-10,183,4.46,42.5,11,130,6.70,4.21,New England Patriots / 3rd / 86th pick / 2001
Jimmy Williams,CB,https://www.sports-reference.com/cfb/players/jimmy-williams-1.html,5-10,188,4.58,36.0,,120,7.12,,Buffalo Bills / 6th / 196th pick / 2001
Louis Williams,OG,https://www.sports-reference.com/cfb/players/jimmy-williams-1.html,6-4,299,5.48,28.5,25,103,7.86,4.67,Carolina Panthers / 7th / 211th pick / 2001
Marcus Williams,WR,https://www.sports-reference.com/cfb/players/marcus-williams-5.html,6-5,230,4.56,41.0,,130,7.37,4.20,
Maurice Williams,OT,https://www.sports-reference.com/cfb/players/marcus-williams-5.html,6-5,304,5.20,,24,,,,Jacksonville Jaguars / 2nd / 43rd pick / 2001
Cedrick Wilson,WR,https://www.sports-reference.com/cfb/players/cedrick-wilson-1.html,5-10,179,4.48,38.0,,123,,,San Francisco 49ers / 6th / 169th pick / 2001
Jamie Winborn,ILB,https://www.sports-reference.com/cfb/players/cedrick-wilson-1.html,5-11,229,4.63,35.5,,111,,,San Francisco 49ers / 2nd / 47th pick / 2001
Brandon Winey,OT,https://www.sports-reference.com/cfb/players/cedrick-wilson-1.html,6-6,301,5.30,,,,,,Miami Dolphins / 6th / 164th pick / 2001
Brandon Winey,OG,https://www.sports-reference.com/cfb/players/cedrick-wilson-1.html,6-4,345,5.51,29.5,23,97,8.78,4.96,
Shawn Worthen,DT,https://www.sports-reference.com/cfb/players/cedrick-wilson-1.html,6-1,310,5.18,30.0,23,103,7.50,4.61,Minnesota Vikings / 4th / 130th pick / 2001
Ellis Wyms,DE,https://www.sports-reference.com/cfb/players/ellis-wyms-1.html,6-3,285,4.97,28.0,,103,7.71,4.47,Tampa Bay Buccaneers / 6th / 183rd pick / 2001
Paul Zukauskas,OG,https://www.sports-reference.com/cfb/players/paul-zukauskas-1.html,6-5,307,5.30,,22,,,,Cleveland Browns / 7th / 203rd pick / 2001
