Player,Pos,stats_link,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
Noel LaMontagne,OG,https://www.sports-reference.com/cfb/players/marcus-knight-1.html,6-4,299,5.09,,21,,,,
Kareem Larrimore,CB,https://www.sports-reference.com/cfb/players/marcus-knight-1.html,5-11,190,4.42,34.0,,125,,,Dallas Cowboys / 4th / 109th pick / 2000
Leif Larsen,DT,https://www.sports-reference.com/cfb/players/marcus-knight-1.html,6-4,300,5.08,30.0,45,110,7.46,4.37,Buffalo Bills / 6th / 194th pick / 2000
Shane Lechler,P,https://www.sports-reference.com/cfb/players/shane-lechler-1.html,6-2,234,,,,,,,Oakland Raiders / 5th / 142nd pick / 2000
Charles Lee,WR,https://www.sports-reference.com/cfb/players/charles-lee-1.html,6-1,202,4.56,35.5,,125,7.30,4.25,Green Bay Packers / 7th / 242nd pick / 2000
Charles Lee,QB,https://www.sports-reference.com/cfb/players/charles-lee-1.html,6-0,202,5.02,27.0,,97,7.28,4.24,
Jamal Lewis,RB,https://www.sports-reference.com/cfb/players/jamal-lewis-2.html,6-0,240,4.58,,23,,,,Baltimore Ravens / 1st / 5th pick / 2000
Jamal Lewis,WR,https://www.sports-reference.com/cfb/players/jamal-lewis-2.html,6-3,194,4.53,35.0,,121,,,Green Bay Packers / 4th / 114th pick / 2000
Al Lucas,DT,https://www.sports-reference.com/cfb/players/jamal-lewis-2.html,6-1,294,5.00,36.0,28,108,7.44,4.56,
Al Lucas,WR,https://www.sports-reference.com/cfb/players/jamal-lewis-2.html,6-2,182,4.61,36.5,,122,7.16,4.26,
Dustin Lyman,ILB,https://www.sports-reference.com/cfb/players/jamal-lewis-2.html,6-4,259,4.70,35.0,22,118,6.86,4.06,Chicago Bears / 3rd / 87th pick / 2000
David Macklin,CB,https://www.sports-reference.com/cfb/players/jamal-lewis-2.html,5-9,194,4.54,37.5,,120,6.90,4.09,Indianapolis Colts / 3rd / 91st pick / 2000
Anthony Malbrough,CB,https://www.sports-reference.com/cfb/players/anthony-malbrough-1.html,5-9,184,4.44,35.5,20,117,6.73,4.00,Cleveland Browns / 5th / 130th pick / 2000
Tee Martin,QB,https://www.sports-reference.com/cfb/players/tee-martin-1.html,6-2,227,4.58,34.5,,113,,,Pittsburgh Steelers / 5th / 163rd pick / 2000
Tee Martin,TE,https://www.sports-reference.com/cfb/players/tee-martin-1.html,6-5,271,5.00,29.0,,101,,,
Kevin McDougal,RB,https://www.sports-reference.com/cfb/players/kevin-mcdougal-2.html,5-11,206,4.63,32.0,,108,7.08,4.12,
Stockar McDougle,OT,https://www.sports-reference.com/cfb/players/stockar-mcdougle-1.html,6-5,361,5.50,,24,,,,Detroit Lions / 1st / 20th pick / 2000
Chris McIntosh,OT,https://www.sports-reference.com/cfb/players/chris-mcintosh-1.html,6-6,315,5.39,,28,,,,Seattle Seahawks / 1st / 22nd pick / 2000
Damion McIntosh,OT,https://www.sports-reference.com/cfb/players/chris-mcintosh-1.html,6-4,328,5.31,26.0,23,97,7.72,4.71,San Diego Chargers / 3rd / 83rd pick / 2000
Alvin McKinley,DT,https://www.sports-reference.com/cfb/players/chris-mcintosh-1.html,6-4,289,5.09,27.5,22,102,7.73,4.61,Carolina Panthers / 4th / 120th pick / 2000
Alvin McKinley,DT,https://www.sports-reference.com/cfb/players/chris-mcintosh-1.html,6-4,289,5.09,27.5,22,102,7.73,4.61,Carolina Panthers / 4th / 120th pick / 2000
Rondell Mealey,RB,https://www.sports-reference.com/cfb/players/rondell-mealey-1.html,6-0,212,4.69,33.0,,120,6.89,4.15,Green Bay Packers / 7th / 252nd pick / 2000
Brad Meester,C,https://www.sports-reference.com/cfb/players/rondell-mealey-1.html,6-3,298,5.12,34.0,25,110,7.46,4.43,Jacksonville Jaguars / 2nd / 60th pick / 2000
Rob Meier,DE,https://www.sports-reference.com/cfb/players/rondell-mealey-1.html,6-5,284,4.99,30.5,27,113,7.49,4.52,Jacksonville Jaguars / 7th / 241st pick / 2000
Rob Meier,OG,https://www.sports-reference.com/cfb/players/rondell-mealey-1.html,6-3,295,5.39,26.0,18,97,7.84,4.78,Baltimore Ravens / 5th / 148th pick / 2000
Keith Miller,ILB,https://www.sports-reference.com/cfb/players/rondell-mealey-1.html,6-1,246,4.97,27.5,24,110,7.37,4.43,
Keith Miller,WR,https://www.sports-reference.com/cfb/players/rondell-mealey-1.html,6-3,203,4.81,35.5,,117,7.01,4.24,
Scottie Montgomery,WR,https://www.sports-reference.com/cfb/players/scottie-montgomery-1.html,6-0,196,4.57,36.0,,117,7.16,4.11,
Scottie Montgomery,OG,https://www.sports-reference.com/cfb/players/scottie-montgomery-1.html,6-3,320,5.45,24.5,34,94,8.37,5.06,
Scottie Montgomery,WR,https://www.sports-reference.com/cfb/players/scottie-montgomery-1.html,6-1,201,4.52,37.5,,129,6.91,4.09,Denver Broncos / 5th / 154th pick / 2000
Corey Moore,OLB,https://www.sports-reference.com/cfb/players/corey-moore-1.html,5-11,223,4.60,,21,,,,Buffalo Bills / 3rd / 89th pick / 2000
Frank Moreau,RB,https://www.sports-reference.com/cfb/players/frank-moreau-1.html,6-1,231,4.57,36.0,23,117,,,Kansas City Chiefs / 4th / 115th pick / 2000
Aric Morris,S,https://www.sports-reference.com/cfb/players/aric-morris-1.html,5-9,211,4.56,,24,,,,Tennessee Titans / 5th / 135th pick / 2000
Rob Morris,ILB,https://www.sports-reference.com/cfb/players/rob-morris-1.html,6-2,250,4.77,33.0,18,113,6.93,4.17,Indianapolis Colts / 1st / 28th pick / 2000
Sammy Morris,FB,https://www.sports-reference.com/cfb/players/sammy-morris-1.html,6-0,221,4.65,37.5,23,117,7.05,4.21,Buffalo Bills / 5th / 156th pick / 2000
Sylvester Morris,WR,https://www.sports-reference.com/cfb/players/sammy-morris-1.html,6-3,216,4.60,34.5,,119,7.06,4.17,Kansas City Chiefs / 1st / 21st pick / 2000
Chad Morton,RB,https://www.sports-reference.com/cfb/players/chad-morton-1.html,5-8,182,4.50,36.0,18,121,,,New Orleans Saints / 5th / 166th pick / 2000
Chad Morton,QB,https://www.sports-reference.com/cfb/players/chad-morton-1.html,6-2,207,4.75,,,,,,
Bobby Myers,S,https://www.sports-reference.com/cfb/players/chad-morton-1.html,6-1,183,4.56,37.5,,123,7.04,4.10,Tennessee Titans / 4th / 124th pick / 2000
Bobby Myers,OT,https://www.sports-reference.com/cfb/players/chad-morton-1.html,6-4,317,5.34,25.5,27,98,7.82,4.74,St. Louis Rams / 4th / 104th pick / 2000
Dennis Northcutt,WR,https://www.sports-reference.com/cfb/players/dennis-northcutt-1.html,5-10,175,4.43,37.5,,123,6.96,4.04,Cleveland Browns / 2nd / 32nd pick / 2000
Dennis Northcutt,TE,https://www.sports-reference.com/cfb/players/dennis-northcutt-1.html,6-4,263,5.03,28.0,23,106,,,
Dennis Northcutt,C,https://www.sports-reference.com/cfb/players/dennis-northcutt-1.html,6-3,277,5.06,27.5,17,94,7.59,4.72,
Andre O'Neal,ILB,https://www.sports-reference.com/cfb/players/dennis-northcutt-1.html,6-1,235,4.72,34.0,16,114,7.30,4.24,
Deltha O'Neal,CB,https://www.sports-reference.com/cfb/players/deltha-oneal-1.html,5-11,193,4.60,,,,,,Denver Broncos / 1st / 15th pick / 2000
Adewale Ogunleye,DE,https://www.sports-reference.com/cfb/players/deltha-oneal-1.html,6-4,253,,,,,,,
Erik Olson,S,https://www.sports-reference.com/cfb/players/deltha-oneal-1.html,6-1,208,4.63,35.0,17,115,6.81,4.21,Jacksonville Jaguars / 7th / 236th pick / 2000
Chad Pennington,QB,https://www.sports-reference.com/cfb/players/chad-pennington-1.html,6-3,229,4.81,33.5,,111,7.12,4.16,New York Jets / 1st / 18th pick / 2000
Chad Pennington,WR,https://www.sports-reference.com/cfb/players/chad-pennington-1.html,6-2,195,4.75,32.5,,114,,,
Julian Peterson,OLB,https://www.sports-reference.com/cfb/players/chad-pennington-1.html,6-5,231,4.68,,,,,,San Francisco 49ers / 1st / 16th pick / 2000
Mareno Philyaw,WR,https://www.sports-reference.com/cfb/players/chad-pennington-1.html,6-2,205,4.66,39.5,,129,6.93,4.13,Atlanta Falcons / 6th / 172nd pick / 2000
Todd Pinkston,WR,https://www.sports-reference.com/cfb/players/todd-pinkston-1.html,6-2,169,4.45,,,,,,Philadelphia Eagles / 2nd / 36th pick / 2000
Todd Pinkston,OLB,https://www.sports-reference.com/cfb/players/todd-pinkston-1.html,6-3,261,4.90,30.5,20,111,7.75,4.52,
Ahmed Plummer,CB,https://www.sports-reference.com/cfb/players/todd-pinkston-1.html,5-11,191,4.43,,,,,,San Francisco 49ers / 1st / 24th pick / 2000
DaShon Polk,OLB,https://www.sports-reference.com/cfb/players/todd-pinkston-1.html,6-2,233,4.75,32.0,18,111,7.43,4.45,Buffalo Bills / 7th / 251st pick / 2000
Jerry Porter,WR,https://www.sports-reference.com/cfb/players/jerry-porter-1.html,6-2,221,4.48,,,,,,Oakland Raiders / 2nd / 47th pick / 2000
Hank Poteat,CB,https://www.sports-reference.com/cfb/players/hank-poteat-1.html,5-10,197,4.57,37.0,16,126,6.66,4.00,Pittsburgh Steelers / 3rd / 77th pick / 2000
Travis Prentice,RB,https://www.sports-reference.com/cfb/players/travis-prentice-1.html,6-0,225,4.50,37.0,23,115,6.92,4.40,Cleveland Browns / 3rd / 63rd pick / 2000
Greg Randall,OT,https://www.sports-reference.com/cfb/players/travis-prentice-1.html,6-6,333,5.59,26.0,22,95,8.15,5.13,New England Patriots / 4th / 127th pick / 2000
Tim Rattay,QB,https://www.sports-reference.com/cfb/players/tim-rattay-1.html,6-0,215,4.91,25.5,,100,7.34,4.21,San Francisco 49ers / 7th / 212th pick / 2000
Tim Rattay,OT,https://www.sports-reference.com/cfb/players/tim-rattay-1.html,6-6,308,5.50,25.0,22,94,8.33,5.00,
Chris Redman,QB,https://www.sports-reference.com/cfb/players/chris-redman-1.html,6-3,222,5.37,26.5,,98,7.80,4.78,Baltimore Ravens / 3rd / 75th pick / 2000
J.R. Redmond,RB,https://www.sports-reference.com/cfb/players/jr-redmond-1.html,5-11,216,4.48,32.5,,121,,,New England Patriots / 3rd / 76th pick / 2000
J.R. Redmond,DE,https://www.sports-reference.com/cfb/players/jr-redmond-1.html,6-4,283,5.13,30.0,18,101,7.91,4.68,Detroit Lions / 6th / 181st pick / 2000
Tutan Reyes,OT,https://www.sports-reference.com/cfb/players/jr-redmond-1.html,6-3,299,5.37,26.5,20,99,7.49,4.88,New Orleans Saints / 5th / 131st pick / 2000
Tutan Reyes,C,https://www.sports-reference.com/cfb/players/jr-redmond-1.html,6-2,293,5.19,29.5,17,106,,,
Fred Robbins,DT,https://www.sports-reference.com/cfb/players/jr-redmond-1.html,6-4,312,5.09,29.5,25,94,7.72,4.72,Minnesota Vikings / 2nd / 55th pick / 2000
Fred Robbins,OG,https://www.sports-reference.com/cfb/players/jr-redmond-1.html,6-5,314,5.31,29.5,25,101,8.31,4.76,
Fred Robbins,RB,https://www.sports-reference.com/cfb/players/jr-redmond-1.html,6-1,232,4.68,37.0,19,124,7.21,4.31,
Mark Roman,CB,https://www.sports-reference.com/cfb/players/jr-redmond-1.html,5-11,188,4.55,,,,,,Cincinnati Bengals / 2nd / 34th pick / 2000
Blaine Saipaia,OG,https://www.sports-reference.com/cfb/players/jr-redmond-1.html,6-3,321,5.35,,,,,,
Blaine Saipaia,OG,https://www.sports-reference.com/cfb/players/jr-redmond-1.html,6-3,321,5.35,,,,,,
Chris Samuels,OT,https://www.sports-reference.com/cfb/players/chris-samuels-2.html,6-5,325,5.08,,,,,,Washington Redskins / 1st / 3rd pick / 2000
Lewis Sanders,CB,https://www.sports-reference.com/cfb/players/chris-samuels-2.html,6-0,202,4.50,37.0,10,116,,,Cleveland Browns / 4th / 95th pick / 2000
Lewis Sanders,RB,https://www.sports-reference.com/cfb/players/chris-samuels-2.html,5-7,199,4.60,32.0,12,118,6.63,4.30,
Sekou Sanyika,OLB,https://www.sports-reference.com/cfb/players/chris-samuels-2.html,6-3,241,4.75,32.5,,111,7.33,4.38,Arizona Cardinals / 7th / 215th pick / 2000
Sekou Sanyika,OG,https://www.sports-reference.com/cfb/players/chris-samuels-2.html,6-2,308,5.34,25.0,24,92,,,Cleveland Browns / 7th / 207th pick / 2000
Gari Scott,WR,https://www.sports-reference.com/cfb/players/gari-scott-1.html,6-0,194,4.59,33.5,,119,,,Philadelphia Eagles / 4th / 99th pick / 2000
Tony Scott,CB,https://www.sports-reference.com/cfb/players/gari-scott-1.html,5-10,193,4.50,34.0,11,116,7.45,4.24,New York Jets / 6th / 179th pick / 2000
Tony Scott,DT,https://www.sports-reference.com/cfb/players/gari-scott-1.html,6-2,316,5.13,28.5,24,102,7.78,4.60,New York Jets / 7th / 218th pick / 2000
Aaron Shea,FB,https://www.sports-reference.com/cfb/players/aaron-shea-1.html,6-4,253,4.81,37.5,,114,6.72,4.30,Cleveland Browns / 4th / 110th pick / 2000
Jacoby Shepherd,CB,https://www.sports-reference.com/cfb/players/aaron-shea-1.html,6-1,195,4.53,35.0,5,120,,,St. Louis Rams / 2nd / 62nd pick / 2000
Jacoby Shepherd,OLB,https://www.sports-reference.com/cfb/players/aaron-shea-1.html,6-3,262,4.78,,,,,,
Wes Shivers,OT,https://www.sports-reference.com/cfb/players/aaron-shea-1.html,6-5,318,5.65,22.5,18,98,8.48,4.81,Tennessee Titans / 7th / 237th pick / 2000
Brandon Short,ILB,https://www.sports-reference.com/cfb/players/brandon-short-1.html,6-3,252,4.72,,,,,,New York Giants / 4th / 105th pick / 2000
Brandon Short,WR,https://www.sports-reference.com/cfb/players/brandon-short-1.html,6-2,180,4.66,33.0,,119,7.18,4.10,
Corey Simon,DT,https://www.sports-reference.com/cfb/players/corey-simon-1.html,6-2,297,4.83,,,,,,Philadelphia Eagles / 1st / 6th pick / 2000
Mark Simoneau,OLB,https://www.sports-reference.com/cfb/players/mark-simoneau-1.html,6-0,237,4.60,36.0,24,117,7.08,4.09,Atlanta Falcons / 3rd / 67th pick / 2000
Peter Sirmon,ILB,https://www.sports-reference.com/cfb/players/mark-simoneau-1.html,6-2,246,4.84,34.5,20,115,7.21,4.27,Tennessee Titans / 4th / 128th pick / 2000
T.J. Slaughter,ILB,https://www.sports-reference.com/cfb/players/mark-simoneau-1.html,6-0,247,4.87,30.0,24,112,7.08,4.26,Jacksonville Jaguars / 3rd / 92nd pick / 2000
T.J. Slaughter,S,https://www.sports-reference.com/cfb/players/mark-simoneau-1.html,6-1,198,4.57,35.0,13,115,7.18,4.29,
T.J. Slaughter,ILB,https://www.sports-reference.com/cfb/players/mark-simoneau-1.html,6-0,245,5.18,29.5,,108,7.51,4.58,
Keith Smith,RB,https://www.sports-reference.com/cfb/players/mark-simoneau-1.html,5-10,207,4.50,,,,,,
Marvel Smith,OT,https://www.sports-reference.com/cfb/players/mark-simoneau-1.html,6-5,320,5.37,27.5,24,100,7.87,4.83,Pittsburgh Steelers / 2nd / 38th pick / 2000
Paul Smith,FB,https://www.sports-reference.com/cfb/players/mark-simoneau-1.html,5-11,220,4.65,,25,,,,San Francisco 49ers / 5th / 132nd pick / 2000
Robaire Smith,DE,https://www.sports-reference.com/cfb/players/mark-simoneau-1.html,6-4,275,4.88,,,,,,Tennessee Titans / 6th / 197th pick / 2000
Terrelle Smith,FB,https://www.sports-reference.com/cfb/players/terrelle-smith-1.html,6-0,249,5.00,32.5,19,109,8.38,4.85,New Orleans Saints / 4th / 96th pick / 2000
R. Jay Soward,WR,https://www.sports-reference.com/cfb/players/r-jay-soward-1.html,5-9,177,4.34,35.0,,124,,,Jacksonville Jaguars / 1st / 29th pick / 2000
R. Jay Soward,RB,https://www.sports-reference.com/cfb/players/r-jay-soward-1.html,5-10,204,4.78,33.0,13,113,7.18,4.47,
R. Jay Soward,WR,https://www.sports-reference.com/cfb/players/r-jay-soward-1.html,5-11,184,4.55,33.5,,123,,,
Dave Stachelski,TE,https://www.sports-reference.com/cfb/players/dave-stachelski-1.html,6-3,250,4.78,38.0,24,115,6.84,4.14,New England Patriots / 5th / 141st pick / 2000
Shyrone Stith,RB,https://www.sports-reference.com/cfb/players/shyrone-stith-1.html,5-7,204,4.60,35.0,13,111,7.14,4.14,Jacksonville Jaguars / 7th / 243rd pick / 2000
Jay Tant,TE,https://www.sports-reference.com/cfb/players/jay-tant-1.html,6-3,255,4.75,,31,,,,Arizona Cardinals / 5th / 164th pick / 2000
Mark Tauscher,OG,https://www.sports-reference.com/cfb/players/jay-tant-1.html,6-3,318,5.37,27.0,22,90,7.91,4.84,Green Bay Packers / 7th / 224th pick / 2000
Shannon Taylor,OLB,https://www.sports-reference.com/cfb/players/jay-tant-1.html,6-3,249,4.65,34.5,,115,,,San Diego Chargers / 6th / 184th pick / 2000
Travis Taylor,WR,https://www.sports-reference.com/cfb/players/travis-taylor-1.html,6-1,199,4.43,37.0,,118,7.15,,Baltimore Ravens / 1st / 10th pick / 2000
Adalius Thomas,DE,https://www.sports-reference.com/cfb/players/adalius-thomas-1.html,6-2,270,4.56,38.5,,120,,4.42,Baltimore Ravens / 6th / 186th pick / 2000
Jason Thomas,OG,https://www.sports-reference.com/cfb/players/adalius-thomas-1.html,6-3,300,5.22,29.5,23,100,7.99,,San Diego Chargers / 7th / 222nd pick / 2000
Michael Thompson,OT,https://www.sports-reference.com/cfb/players/adalius-thomas-1.html,6-4,305,5.28,26.0,16,104,7.99,4.73,Atlanta Falcons / 4th / 100th pick / 2000
Raynoch Thompson,OLB,https://www.sports-reference.com/cfb/players/adalius-thomas-1.html,6-3,220,4.65,,,,,,Arizona Cardinals / 2nd / 41st pick / 2000
Travares Tillman,S,https://www.sports-reference.com/cfb/players/adalius-thomas-1.html,6-1,194,4.60,37.5,15,123,6.95,4.29,Buffalo Bills / 2nd / 58th pick / 2000
Mao Tosi,DT,https://www.sports-reference.com/cfb/players/adalius-thomas-1.html,6-5,310,5.26,28.5,19,99,7.72,4.60,Arizona Cardinals / 5th / 136th pick / 2000
Mao Tosi,DT,https://www.sports-reference.com/cfb/players/adalius-thomas-1.html,6-6,296,5.09,29.0,25,99,7.82,4.72,
Mao Tosi,OG,https://www.sports-reference.com/cfb/players/adalius-thomas-1.html,6-5,297,5.16,27.0,21,96,8.18,4.95,
Jeff Ulbrich,ILB,https://www.sports-reference.com/cfb/players/adalius-thomas-1.html,6-0,249,4.65,32.0,24,109,7.23,4.30,San Francisco 49ers / 3rd / 86th pick / 2000
Brian Urlacher,OLB,https://www.sports-reference.com/cfb/players/brian-urlacher-1.html,6-4,258,4.59,34.0,27,122,6.94,4.18,Chicago Bears / 1st / 9th pick / 2000
Darrick Vaughn,CB,https://www.sports-reference.com/cfb/players/brian-urlacher-1.html,5-11,196,4.53,36.5,14,121,7.09,4.16,Atlanta Falcons / 7th / 211th pick / 2000
Darrick Vaughn,OG,https://www.sports-reference.com/cfb/players/brian-urlacher-1.html,6-4,306,5.20,28.5,14,108,7.54,4.42,
Todd Wade,OT,https://www.sports-reference.com/cfb/players/brian-urlacher-1.html,6-8,326,5.22,27.5,29,101,7.68,4.68,Miami Dolphins / 2nd / 53rd pick / 2000
Todd Wade,P,https://www.sports-reference.com/cfb/players/brian-urlacher-1.html,5-10,218,,,,,,,
Darwin Walker,DT,https://www.sports-reference.com/cfb/players/brian-urlacher-1.html,6-2,293,4.82,,,,,,Arizona Cardinals / 3rd / 71st pick / 2000
Troy Walters,WR,https://www.sports-reference.com/cfb/players/troy-walters-1.html,5-6,171,4.55,32.5,,106,6.61,3.84,Minnesota Vikings / 5th / 165th pick / 2000
Troy Walters,WR,https://www.sports-reference.com/cfb/players/troy-walters-1.html,5-6,171,4.55,32.5,,106,6.61,3.84,Minnesota Vikings / 5th / 165th pick / 2000
Steve Warren,DT,https://www.sports-reference.com/cfb/players/troy-walters-1.html,6-1,307,5.10,30.5,29,105,7.97,4.56,Green Bay Packers / 3rd / 74th pick / 2000
Peter Warrick,WR,https://www.sports-reference.com/cfb/players/peter-warrick-1.html,5-11,194,4.58,,,,,,Cincinnati Bengals / 1st / 4th pick / 2000
Jason Webster,CB,https://www.sports-reference.com/cfb/players/peter-warrick-1.html,5-9,180,4.42,35.5,17,122,6.76,3.98,San Francisco 49ers / 2nd / 48th pick / 2000
James Whalen,TE,https://www.sports-reference.com/cfb/players/james-whalen-1.html,6-2,228,4.78,31.0,,110,7.42,4.22,Tampa Bay Buccaneers / 5th / 157th pick / 2000
Austin Wheatley,TE,https://www.sports-reference.com/cfb/players/austin-wheatley-1.html,6-4,254,4.66,32.5,,121,6.97,4.18,New Orleans Saints / 5th / 158th pick / 2000
Damen Wheeler,CB,https://www.sports-reference.com/cfb/players/austin-wheatley-1.html,5-9,179,4.51,35.0,11,115,7.21,4.27,San Diego Chargers / 6th / 203rd pick / 2000
Damen Wheeler,RB,https://www.sports-reference.com/cfb/players/austin-wheatley-1.html,6-0,195,4.68,32.5,,118,7.05,4.24,
Damen Wheeler,CB,https://www.sports-reference.com/cfb/players/austin-wheatley-1.html,6-1,213,4.61,38.5,14,118,6.96,4.53,
Dez White,WR,https://www.sports-reference.com/cfb/players/dez-white-1.html,6-1,218,4.62,37.5,,124,6.91,4.09,Chicago Bears / 3rd / 69th pick / 2000
Michael Wiley,RB,https://www.sports-reference.com/cfb/players/michael-wiley-1.html,5-11,193,4.50,,,,,,Dallas Cowboys / 5th / 144th pick / 2000
Boo Williams,RB,https://www.sports-reference.com/cfb/players/michael-wiley-1.html,5-11,222,4.52,,,,,,
Bobbie Williams,OT,https://www.sports-reference.com/cfb/players/michael-wiley-1.html,6-4,332,5.26,29.0,28,97,7.78,4.72,Philadelphia Eagles / 2nd / 61st pick / 2000
James Williams,WR,https://www.sports-reference.com/cfb/players/james-williams-5.html,5-11,180,4.59,36.0,,123,7.22,4.16,Seattle Seahawks / 6th / 175th pick / 2000
Jack Williams,S,https://www.sports-reference.com/cfb/players/james-williams-5.html,5-10,206,4.72,31.5,15,108,7.15,4.65,Denver Broncos / 4th / 119th pick / 2008
Josh Williams,DT,https://www.sports-reference.com/cfb/players/james-williams-5.html,6-3,282,4.90,30.5,,111,7.22,4.25,Indianapolis Colts / 4th / 122nd pick / 2000
Antonio Wilson,OLB,https://www.sports-reference.com/cfb/players/james-williams-5.html,6-2,245,4.56,,11,,,,Minnesota Vikings / 4th / 106th pick / 2000
Cedric Woodard,DT,https://www.sports-reference.com/cfb/players/james-williams-5.html,6-2,290,5.21,30.5,23,109,,,Baltimore Ravens / 6th / 191st pick / 2000
Cedric Woodard,RB,https://www.sports-reference.com/cfb/players/james-williams-5.html,5-11,216,4.84,29.5,15,112,7.15,4.41,
Spergon Wynn,QB,https://www.sports-reference.com/cfb/players/spergon-wynn-1.html,6-3,229,4.91,34.0,,108,7.71,4.59,Cleveland Browns / 6th / 183rd pick / 2000
Bashir Yamini,WR,https://www.sports-reference.com/cfb/players/bashir-yamini-1.html,6-3,191,4.53,33.0,,130,7.09,4.18,
Brian Young,DE,https://www.sports-reference.com/cfb/players/brian-young-1.html,6-2,278,4.94,29.5,27,106,7.20,4.47,St. Louis Rams / 5th / 139th pick / 2000
